continent,city,pop,individual,site,plantID,max_qubit,leftover,Bioruptor_label,lane,i5,i7,date_prepped,Notes,qubit1_hs,qubit2_hs,qubit3_hs,qubit4_hs,max_library_qubit,nM_concentration,serial_dilution_required,dilution_factor,conc_post_dilution,library_vol_forSerial,TE_vol_forSerial,library_volume_uL,TE_vol_uL
ASI,Kyoto,23,15,r,Kyoto_23_15,62.8,Yes,KYT-4,1,iTru5_01_D,iTru7_103_07,12-Nov-2020,NA,6.58,NA,NA,NA,6.58,28.5,Yes,2,14.2,10,10,2.1,7.9
ASI,Kyoto,24,7,r,Kyoto_24_7,32.4,Yes,KYT-5,1,iTru5_01_E,iTru7_103_07,12-Nov-2020,NA,1.11,NA,NA,NA,1.11,4.8,No,NA,NA,NA,NA,6.2,3.8
ASI,Kyoto,24,16,r,Kyoto_24_16,25.2,Yes,KYT-6,1,iTru5_01_F,iTru7_103_07,12-Nov-2020,NA,4.8,NA,NA,NA,4.8,20.8,Yes,2,10.4,10,10,2.9,7.1
ASI,Kyoto,25,11,r,Kyoto_25_11,15.8,Yes,KYT-7,1,iTru5_01_G,iTru7_103_07,12-Nov-2020,NA,6.26,NA,NA,NA,6.26,27.1,Yes,2,13.6,10,10,2.2,7.8
ASI,Kyoto,25,16,r,Kyoto_25_16,19.9,Yes,KYT-8,1,iTru5_01_H,iTru7_103_07,12-Nov-2020,NA,7.44,NA,NA,NA,7.44,32.2,Yes,3,10.7,6.6,13.4,2.8,7.2
ASI,Kyoto,25,2,r,Kyoto_25_2,14.1,Yes,KYT-9,1,iTru5_01_A,iTru7_103_08,12-Nov-2020,NA,6.76,NA,NA,NA,6.76,29.3,Yes,2,14.7,10,10,2,8
ASI,Kyoto,24,6,r,Kyoto_24_6,37.8,Yes,KYT-10,1,iTru5_01_B,iTru7_103_08,12-Nov-2020,NA,0.604,0.966,NA,NA,0.966,4.2,No,NA,NA,NA,NA,7.1,2.9
ASI,Kyoto,1,7,u,Kyoto_1_7,15.1,Yes,KYT-11,1,iTru5_01_C,iTru7_103_08,12-Nov-2020,NA,0.13,2.06,NA,NA,2.06,8.9,No,NA,NA,NA,NA,3.4,6.6
ASI,Kyoto,1,3,u,Kyoto_1_3,14,Yes,KYT-12,1,iTru5_01_D,iTru7_103_08,12-Nov-2020,NA,1.92,NA,NA,NA,1.92,8.3,No,NA,NA,NA,NA,3.6,6.4
ASI,Kyoto,3,17,u,Kyoto_3_17,24.2,Yes,KYT-13,1,iTru5_01_E,iTru7_103_08,12-Nov-2020,NA,3.74,NA,NA,NA,3.74,16.2,Yes,2,8.1,10,10,3.7,6.3
ASI,Kyoto,3,8,u,Kyoto_3_8,12,No,KYT-14,1,iTru5_01_F,iTru7_103_08,12-Nov-2020,NA,2.16,NA,NA,NA,2.16,9.4,No,NA,NA,NA,NA,3.2,6.8
ASI,Kyoto,4,2,u,Kyoto_4_2,16,Yes,KYT-15,1,iTru5_01_G,iTru7_103_08,12-Nov-2020,NA,5.72,NA,NA,NA,5.72,24.8,Yes,2,12.4,10,10,2.4,7.6
ASI,Kyoto,4,6,u,Kyoto_4_6,14.2,Yes,KYT-16,1,iTru5_01_H,iTru7_103_08,12-Nov-2020,NA,4.18,NA,NA,NA,4.18,18.1,Yes,2,9.1,10.1,9.9,3.3,6.7
ASI,Kyoto,5,13,u,Kyoto_5_13,13.7,Yes,KYT-17,1,iTru5_01_A,iTru7_103_09,12-Nov-2020,NA,7.1,NA,NA,NA,7.1,30.7,Yes,3,10.2,6.6,13.4,2.9,7.1
ASI,Kyoto,5,20,u,Kyoto_5_20,14.3,Yes,KYT-18,1,iTru5_01_B,iTru7_103_09,12-Nov-2020,NA,2.12,NA,NA,NA,2.12,9.2,No,NA,NA,NA,NA,3.3,6.7
ASI,Kyoto,5,8,u,Kyoto_5_8,22.6,Yes,KYT-19,1,iTru5_01_C,iTru7_103_09,12-Nov-2020,NA,1.05,NA,NA,NA,1.05,4.5,No,NA,NA,NA,NA,6.7,3.3
ASI,Kyoto,5,9,u,Kyoto_5_9,25.6,Yes,KYT-20,1,iTru5_01_D,iTru7_103_09,12-Nov-2020,NA,0.882,NA,NA,NA,0.882,3.8,No,NA,NA,NA,NA,7.9,2.1
EU,Landshut,1,1,r,Landshut_1_1,28.5,Yes,LND-1,1,iTru5_01_E,iTru7_103_09,13-Nov-2020,1/4 taq begins,3.8,NA,NA,NA,3.8,16.5,Yes,2,8.2,9.9,10.1,3.7,6.3
EU,Landshut,1,18,r,Landshut_1_18,19.2,Yes,LND-2,1,iTru5_01_F,iTru7_103_09,13-Nov-2020,NA,3.98,NA,NA,NA,3.98,17.2,Yes,2,8.6,10,10,3.5,6.5
EU,Landshut,2,8,r,Landshut_2_8,14.7,Yes,LND-3,1,iTru5_01_G,iTru7_103_09,13-Nov-2020,NA,4.28,NA,NA,NA,4.28,18.5,Yes,2,9.2,9.9,10.1,3.3,6.7
EU,Landshut,2,20,r,Landshut_2_20,19,Yes,LND-4,1,iTru5_01_H,iTru7_103_09,13-Nov-2020,NA,4.48,NA,NA,NA,4.48,19.4,Yes,2,9.7,10,10,3.1,6.9
EU,Landshut,3,16,r,Landshut_3_16,19.2,Yes,LND-5,1,iTru5_01_A,iTru7_103_10,13-Nov-2020,NA,3.18,NA,NA,NA,3.18,13.8,No,NA,NA,NA,NA,2.2,7.8
EU,Landshut,3,20,r,Landshut_3_20,13.3,Yes,LND-6,1,iTru5_01_B,iTru7_103_10,13-Nov-2020,NA,3.12,NA,NA,NA,3.12,13.5,No,NA,NA,NA,NA,2.2,7.8
EU,Landshut,4,11,r,Landshut_4_11,19.3,Yes,LND-7,1,iTru5_01_C,iTru7_103_10,13-Nov-2020,NA,4.6,NA,NA,NA,4.6,19.9,Yes,2,9.9,9.9,10.1,3,7
EU,Landshut,4,4,r,Landshut_4_4,12.5,No,LND-8,1,iTru5_01_D,iTru7_103_10,13-Nov-2020,NA,7.48,NA,NA,NA,7.48,32.4,Yes,3,10.8,6.7,13.3,2.8,7.2
EU,Landshut,5,15,r,Landshut_5_15,19,Yes,LND-9,1,iTru5_01_E,iTru7_103_10,13-Nov-2020,NA,3.5,NA,NA,NA,3.5,15.2,Yes,2,7.6,10,10,3.9,6.1
EU,Landshut,5,12,r,Landshut_5_12,11.4,No,LND-10,1,iTru5_01_F,iTru7_103_10,13-Nov-2020,NA,1.68,NA,NA,NA,1.68,7.3,No,NA,NA,NA,NA,4.1,5.9
EU,Landshut,47,14,u,Landshut_47_14,40.75,Yes,LND-11,1,iTru5_01_G,iTru7_103_10,13-Nov-2020,NA,3.54,NA,NA,NA,3.54,15.3,Yes,2,7.7,10.1,9.9,3.9,6.1
EU,Landshut,47,1,u,Landshut_47_1,27.75,Yes,LND-12,1,iTru5_01_H,iTru7_103_10,13-Nov-2020,NA,4.24,NA,NA,NA,4.24,18.4,Yes,2,9.2,10,10,3.3,6.7
EU,Landshut,48,8,u,Landshut_48_8,11.9,No,LND-13,1,iTru5_01_A,iTru7_103_11,13-Nov-2020,NA,1.68,NA,NA,NA,1.68,7.3,No,NA,NA,NA,NA,4.1,5.9
EU,Landshut,48,6,u,Landshut_48_6,11.4,No,LND-14,1,iTru5_01_B,iTru7_103_11,13-Nov-2020,NA,1.7,NA,NA,NA,1.7,7.4,No,NA,NA,NA,NA,4.1,5.9
EU,Landshut,49,19,u,Landshut_49_19,53.75,Yes,LND-15,1,iTru5_01_C,iTru7_103_11,13-Nov-2020,NA,3.3,NA,NA,NA,3.3,14.3,No,NA,NA,NA,NA,2.1,7.9
EU,Landshut,49,15,u,Landshut_49_15,20.1,Yes,LND-16,1,iTru5_01_D,iTru7_103_11,13-Nov-2020,NA,2.18,NA,NA,NA,2.18,9.4,No,NA,NA,NA,NA,3.2,6.8
EU,Landshut,50,20,u,Landshut_50_20,16,Yes,LND-17,1,iTru5_01_E,iTru7_103_11,13-Nov-2020,NA,3.2,NA,NA,NA,3.2,13.9,No,NA,NA,NA,NA,2.2,7.8
EU,Landshut,50,14,u,Landshut_50_14,15.4,Yes,LND-18,1,iTru5_01_F,iTru7_103_11,13-Nov-2020,NA,1.08,NA,NA,NA,1.08,4.7,No,NA,NA,NA,NA,6.4,3.6
EU,Landshut,51,14,u,Landshut_51_14,10.3,No,LND-19,1,iTru5_01_G,iTru7_103_11,13-Nov-2020,NA,0.176,3.62,NA,NA,3.62,15.7,Yes,2,7.8,9.9,10.1,3.8,6.2
EU,Landshut,51,8,u,Landshut_51_8,21.7,Yes,LND-20,1,iTru5_01_H,iTru7_103_11,13-Nov-2020,NA,2.32,NA,NA,NA,2.32,10,No,NA,NA,NA,NA,3,7
EU,Linkoping,25,9,r,Linkoping_25_9,36.6,Yes,LNK-1,1,iTru5_01_A,iTru7_103_12,17-Nov-2020,NA,0.288,23.8,NA,NA,23.8,103,Yes,7,14.7,2.9,17.1,2,8
EU,Linkoping,25,7,r,Linkoping_25_7,18,Yes,LNK-2,1,iTru5_01_B,iTru7_103_12,17-Nov-2020,NA,7.6,NA,NA,NA,7.6,32.9,Yes,3,11,6.7,13.3,2.7,7.3
EU,Linkoping,27,8,r,Linkoping_27_8,11.2,No,LNK-3,1,iTru5_01_C,iTru7_103_12,17-Nov-2020,NA,2.12,NA,NA,NA,2.12,9.2,No,NA,NA,NA,NA,3.3,6.7
EU,Linkoping,27,6,r,Linkoping_27_6,28.8,Yes,LNK-4,1,iTru5_01_D,iTru7_103_12,17-Nov-2020,NA,3.56,NA,NA,NA,3.56,15.4,Yes,2,7.7,10,10,3.9,6.1
EU,Linkoping,37,7,r,Linkoping_37_7,14.5,Yes,LNK-5,1,iTru5_01_E,iTru7_103_12,17-Nov-2020,NA,8.2,NA,NA,NA,8.2,35.5,Yes,3,11.8,6.6,13.4,2.5,7.5
EU,Linkoping,37,6,r,Linkoping_37_6,18.3,Yes,LNK-6,1,iTru5_01_F,iTru7_103_12,17-Nov-2020,NA,19.7,NA,NA,NA,19.7,85.3,Yes,6,14.2,3.3,16.7,2.1,7.9
EU,Linkoping,38,1,r,Linkoping_38_1,20.8,Yes,LNK-7,1,iTru5_01_G,iTru7_103_12,17-Nov-2020,NA,7.98,NA,NA,NA,7.98,34.5,Yes,3,11.5,6.7,13.3,2.6,7.4
EU,Linkoping,38,10,r,Linkoping_38_10,20.7,Yes,LNK-8,1,iTru5_01_H,iTru7_103_12,17-Nov-2020,NA,7.22,NA,NA,NA,7.22,31.3,Yes,3,10.4,6.6,13.4,2.9,7.1
EU,Linkoping,40,1,r,Linkoping_40_1,44.6,Yes,LNK-9,1,iTru5_02_A,iTru7_101_01,17-Nov-2020,NA,6.08,NA,NA,NA,6.08,26.3,Yes,2,13.2,10,10,2.3,7.7
EU,Linkoping,40,2,r,Linkoping_40_2,39.4,Yes,LNK-10,1,iTru5_02_B,iTru7_101_01,17-Nov-2020,NA,6.26,NA,NA,NA,6.26,27.1,Yes,2,13.6,10,10,2.2,7.8
EU,Linkoping,13,3,u,Linkoping_13_3,77.4,Yes,LNK-11,1,iTru5_02_C,iTru7_101_01,17-Nov-2020,NA,2.86,NA,NA,NA,2.86,12.4,No,NA,NA,NA,NA,2.4,7.6
EU,Linkoping,13,7,u,Linkoping_13_7,13.8,Yes,LNK-12,1,iTru5_02_D,iTru7_101_01,17-Nov-2020,NA,1.47,NA,NA,NA,1.47,6.4,No,NA,NA,NA,NA,4.7,5.3
EU,Linkoping,15,4,u,Linkoping_15_4,17.4,Yes,LNK-13,1,iTru5_02_E,iTru7_101_01,17-Nov-2020,NA,3.24,NA,NA,NA,3.24,14,No,NA,NA,NA,NA,2.1,7.9
EU,Linkoping,15,1,u,Linkoping_15_1,10.2,No,LNK-14,1,iTru5_02_F,iTru7_101_01,17-Nov-2020,NA,0.974,NA,NA,NA,0.974,4.2,No,NA,NA,NA,NA,7.1,2.9
EU,Linkoping,16,3,u,Linkoping_16_3,88.2,Yes,LNK-15,1,iTru5_02_G,iTru7_101_01,17-Nov-2020,NA,0.436,7.74,NA,NA,7.74,33.5,Yes,3,11.2,6.7,13.3,2.7,7.3
EU,Linkoping,16,1,u,Linkoping_16_1,10.1,No,LNK-16,1,iTru5_02_H,iTru7_101_01,17-Nov-2020,NA,3.8,NA,NA,NA,3.8,16.5,Yes,2,8.2,9.9,10.1,3.7,6.3
EU,Linkoping,5,7,u,Linkoping_5_7,21.2,Yes,LNK-17,1,iTru5_02_A,iTru7_101_02,17-Nov-2020,NA,3.12,NA,NA,NA,3.12,13.5,No,NA,NA,NA,NA,2.2,7.8
EU,Linkoping,5,6,u,Linkoping_5_6,10.5,No,LNK-18,1,iTru5_02_B,iTru7_101_02,17-Nov-2020,NA,0,6.82,NA,NA,6.82,29.5,Yes,2,14.8,10,10,2,8
EU,Linkoping,8,8,u,Linkoping_8_8,11.5,No,LNK-19,1,iTru5_02_C,iTru7_101_02,17-Nov-2020,NA,0,3.94,NA,NA,3.94,17.1,Yes,2,8.6,10.1,9.9,3.5,6.5
EU,Linkoping,8,7,u,Linkoping_8_7,36.6,Yes,LNK-20,1,iTru5_02_D,iTru7_101_02,17-Nov-2020,NA,1.65,NA,NA,NA,1.65,7.1,No,NA,NA,NA,NA,4.2,5.8
SAM,Loja,1,19,r,Loja_1_19,13.5,Yes,LOJ-1,1,iTru5_02_E,iTru7_101_02,20-Nov-2020,NA,7.66,NA,NA,NA,7.66,33.2,Yes,3,11.1,6.7,13.3,2.7,7.3
SAM,Loja,1,7,r,Loja_1_7,42.8,Yes,LOJ-2,1,iTru5_02_F,iTru7_101_02,20-Nov-2020,NA,10.2,NA,NA,NA,10.2,44.2,Yes,3,14.7,6.7,13.3,2,8
SAM,Loja,2,10,r,Loja_2_10,20,Yes,LOJ-3,1,iTru5_02_G,iTru7_101_02,20-Nov-2020,NA,4.82,NA,NA,NA,4.82,20.9,Yes,2,10.4,10,10,2.9,7.1
SAM,Loja,2,20,r,Loja_2_20,46.8,Yes,LOJ-4,1,iTru5_02_H,iTru7_101_02,20-Nov-2020,NA,3.04,NA,NA,NA,3.04,13.2,No,NA,NA,NA,NA,2.3,7.7
SAM,Loja,3,5,r,Loja_3_5,15.4,Yes,LOJ-5,1,iTru5_02_A,iTru7_101_03,20-Nov-2020,NA,1.92,NA,NA,NA,1.92,8.3,No,NA,NA,NA,NA,3.6,6.4
SAM,Loja,3,4,r,Loja_3_4,404,Yes,LOJ-6,1,iTru5_02_B,iTru7_101_03,20-Nov-2020,NA,7.92,NA,NA,NA,7.92,34.3,Yes,3,11.4,6.6,13.4,2.6,7.4
SAM,Loja,3,2,r,Loja_3_2,97.4,Yes,LOJ-7,1,iTru5_02_C,iTru7_101_03,20-Nov-2020,NA,3.7,NA,NA,NA,3.7,16,Yes,2,8,10,10,3.8,6.2
SAM,Loja,2,7,r,Loja_2_7,32.2,Yes,LOJ-8,1,iTru5_02_D,iTru7_101_03,20-Nov-2020,NA,9.96,NA,NA,NA,9.96,43.1,Yes,3,14.4,6.7,13.3,2.1,7.9
SAM,Loja,2,6,r,Loja_2_6,28.2,Yes,LOJ-9,1,iTru5_02_E,iTru7_101_03,20-Nov-2020,NA,7.5,NA,NA,NA,7.5,32.5,Yes,3,10.8,6.6,13.4,2.8,7.2
SAM,Loja,2,2,r,Loja_2_2,16.2,Yes,LOJ-10,1,iTru5_02_F,iTru7_101_03,20-Nov-2020,NA,2.3,NA,NA,NA,2.3,10,No,NA,NA,NA,NA,3,7
SAM,Loja,36,5,u,Loja_36_5,38.2,Yes,LOJ-11,1,iTru5_02_G,iTru7_101_03,20-Nov-2020,NA,2.44,NA,NA,NA,2.44,10.6,No,NA,NA,NA,NA,2.8,7.2
SAM,Loja,36,19,u,Loja_36_19,23.6,Yes,LOJ-12,1,iTru5_02_H,iTru7_101_03,20-Nov-2020,NA,4.94,NA,NA,NA,4.94,21.4,Yes,2,10.7,10,10,2.8,7.2
SAM,Loja,37,15,u,Loja_37_15,22.8,Yes,LOJ-13,1,iTru5_02_A,iTru7_101_04,20-Nov-2020,NA,3.78,NA,NA,NA,3.78,16.4,Yes,2,8.2,10,10,3.7,6.3
SAM,Loja,37,10,u,Loja_37_10,55.8,Yes,LOJ-14,1,iTru5_02_B,iTru7_101_04,20-Nov-2020,NA,1.66,NA,NA,NA,1.66,7.2,No,NA,NA,NA,NA,4.2,5.8
SAM,Loja,38,7,u,Loja_38_7,15,Yes,LOJ-15,1,iTru5_02_C,iTru7_101_04,20-Nov-2020,NA,4.44,NA,NA,NA,4.44,19.2,Yes,2,9.6,10,10,3.1,6.9
SAM,Loja,38,12,u,Loja_38_12,34.8,Yes,LOJ-16,1,iTru5_02_D,iTru7_101_04,20-Nov-2020,NA,7.94,NA,NA,NA,7.94,34.4,Yes,3,11.5,6.7,13.3,2.6,7.4
SAM,Loja,39,9,u,Loja_39_9,11.3,No,LOJ-17,1,iTru5_02_E,iTru7_101_04,20-Nov-2020,NA,2.44,NA,NA,NA,2.44,10.6,No,NA,NA,NA,NA,2.8,7.2
SAM,Loja,40,12,u,Loja_40_12,25,Yes,LOJ-18,1,iTru5_02_F,iTru7_101_04,20-Nov-2020,NA,3.18,NA,NA,NA,3.18,13.8,No,NA,NA,NA,NA,2.2,7.8
SAM,Loja,40,7,u,Loja_40_7,21,Yes,LOJ-19,1,iTru5_02_G,iTru7_101_04,20-Nov-2020,NA,2.56,NA,NA,NA,2.56,11.1,No,NA,NA,NA,NA,2.7,7.3
SAM,Loja,40,4,u,Loja_40_4,10.3,No,LOJ-20,1,iTru5_02_H,iTru7_101_04,20-Nov-2020,NA,1.38,NA,NA,NA,1.38,6,No,NA,NA,NA,NA,5,5
SAM,Medellin,37,10,r,Medellin_37_10,15.7,Yes,MED-1,1,iTru5_02_A,iTru7_101_05,23-Nov-2020,NA,13.8,NA,NA,NA,13.8,59.7,Yes,4,14.9,5,15,2,8
SAM,Medellin,36,1,r,Medellin_36_1,15.6,Yes,MED-2,1,iTru5_02_B,iTru7_101_05,23-Nov-2020,NA,9.12,NA,NA,NA,9.12,39.5,Yes,3,13.2,6.7,13.3,2.3,7.7
SAM,Medellin,36,10,r,Medellin_36_10,16,Yes,MED-3,1,iTru5_02_C,iTru7_101_05,23-Nov-2020,NA,11.3,NA,NA,NA,11.3,48.9,Yes,4,12.2,5,15,2.5,7.5
SAM,Medellin,36,3,r,Medellin_36_3,16.3,Yes,MED-4,1,iTru5_02_D,iTru7_101_05,23-Nov-2020,NA,7.32,NA,NA,NA,7.32,31.7,Yes,3,10.6,6.7,13.3,2.8,7.2
SAM,Medellin,37,4,r,Medellin_37_4,17.4,Yes,MED-5,1,iTru5_02_E,iTru7_101_05,23-Nov-2020,NA,3.04,NA,NA,NA,3.04,13.2,No,NA,NA,NA,NA,2.3,7.7
SAM,Medellin,37,11,r,Medellin_37_11,12.1,No,MED-6,1,iTru5_02_F,iTru7_101_05,23-Nov-2020,NA,4.64,NA,NA,NA,4.64,20.1,Yes,2,10.1,10,10,3,7
SAM,Medellin,36,12,r,Medellin_36_12,23,Yes,MED-7,1,iTru5_02_G,iTru7_101_05,23-Nov-2020,NA,5.08,NA,NA,NA,5.08,22,Yes,2,11,10,10,2.7,7.3
SAM,Medellin,36,9,r,Medellin_36_9,16,Yes,MED-8,1,iTru5_02_H,iTru7_101_05,23-Nov-2020,NA,10.6,NA,NA,NA,10.6,45.9,Yes,4,11.5,5,15,2.6,7.4
SAM,Medellin,38,3,r,Medellin_38_3,16.2,Yes,MED-9,1,iTru5_02_A,iTru7_101_06,23-Nov-2020,NA,2.98,NA,NA,NA,2.98,12.9,No,NA,NA,NA,NA,2.3,7.7
SAM,Medellin,36,16,r,Medellin_36_16,9.86,No,MED-10,1,iTru5_02_B,iTru7_101_06,23-Nov-2020,NA,7.28,NA,NA,NA,7.28,31.5,Yes,3,10.5,6.7,13.3,2.9,7.1
SAM,Medellin,4,10,u,Medellin_4_10,11.8,No,MED-11,1,iTru5_02_C,iTru7_101_06,23-Nov-2020,NA,2.58,NA,NA,NA,2.58,11.2,No,NA,NA,NA,NA,2.7,7.3
SAM,Medellin,2,8,u,Medellin_2_8,22.2,Yes,MED-12,1,iTru5_02_D,iTru7_101_06,23-Nov-2020,NA,1.5,NA,NA,NA,1.5,6.5,No,NA,NA,NA,NA,4.6,5.4
SAM,Medellin,2,9,u,Medellin_2_9,8.86,No,MED-13,1,iTru5_02_E,iTru7_101_06,23-Nov-2020,NA,2.24,NA,NA,NA,2.24,9.7,No,NA,NA,NA,NA,3.1,6.9
SAM,Medellin,2,3,u,Medellin_2_3,6.88,No,MED-14,1,iTru5_02_F,iTru7_101_06,23-Nov-2020,NA,2.72,NA,NA,NA,2.72,11.8,No,NA,NA,NA,NA,2.5,7.5
SAM,Medellin,1,8,u,Medellin_1_8,6.7,No,MED-15,1,iTru5_02_G,iTru7_101_06,23-Nov-2020,NA,0.6,3,NA,NA,3,13,No,NA,NA,NA,NA,2.3,7.7
SAM,Medellin,1,17,u,Medellin_1_17,6.62,No,MED-16,1,iTru5_02_H,iTru7_101_06,23-Nov-2020,NA,7.14,NA,NA,NA,7.14,30.9,Yes,3,10.3,6.7,13.3,2.9,7.1
SAM,Medellin,2,19,u,Medellin_2_19,6,No,MED-17,1,iTru5_02_A,iTru7_101_07,23-Nov-2020,NA,2.18,NA,NA,NA,2.18,9.4,No,NA,NA,NA,NA,3.2,6.8
SAM,Medellin,3,2,u,Medellin_3_2,5.78,No,MED-18,1,iTru5_02_B,iTru7_101_07,23-Nov-2020,NA,3.6,NA,NA,NA,3.6,15.6,Yes,2,7.8,10,10,3.8,6.2
SAM,Medellin,5,2,u,Medellin_5_2,5.32,No,MED-19,1,iTru5_02_C,iTru7_101_07,23-Nov-2020,NA,1.13,NA,NA,NA,1.13,4.9,No,NA,NA,NA,NA,6.1,3.9
SAM,Medellin,4,6,u,Medellin_4_6,5,No,MED-20,1,iTru5_02_D,iTru7_101_07,23-Nov-2020,NA,2.56,NA,NA,NA,2.56,11.1,No,NA,NA,NA,NA,2.7,7.3
OCE,Melbourne,2,3,r,Melbourne_2_3,11.3,No,MEL-1,1,iTru5_02_E,iTru7_101_07,24-Nov-2020,NA,0.968,NA,NA,NA,0.968,4.2,No,NA,NA,NA,NA,7.1,2.9
OCE,Melbourne,6,19,r,Melbourne_6_19,33.6,Yes,MEL-2,1,iTru5_02_F,iTru7_101_07,24-Nov-2020,NA,3.98,NA,NA,NA,3.98,17.2,Yes,2,8.6,10,10,3.5,6.5
OCE,Melbourne,6,11,r,Melbourne_6_11,10.6,No,MEL-3,1,iTru5_02_G,iTru7_101_07,24-Nov-2020,NA,1.22,NA,NA,NA,1.22,5.3,No,NA,NA,NA,NA,5.7,4.3
OCE,Melbourne,5,11,r,Melbourne_5_11,12.1,No,MEL-4,1,iTru5_02_H,iTru7_101_07,24-Nov-2020,NA,0.162,0.23,0.726,NA,0.726,3.1,No,NA,NA,NA,NA,9.7,0.3
OCE,Melbourne,2,13,r,Melbourne_2_13,21.6,Yes,MEL-5,1,iTru5_02_A,iTru7_101_08,24-Nov-2020,NA,1.3,NA,NA,NA,1.3,5.6,No,NA,NA,NA,NA,5.4,4.6
OCE,Melbourne,2,2,r,Melbourne_2_2,91,Yes,MEL-6,1,iTru5_02_B,iTru7_101_08,24-Nov-2020,NA,1.72,NA,NA,NA,1.72,7.4,No,NA,NA,NA,NA,4.1,5.9
OCE,Melbourne,5,8,r,Melbourne_5_8,9.98,No,MEL-7,1,iTru5_02_C,iTru7_101_08,24-Nov-2020,NA,2.88,NA,NA,NA,2.88,12.5,No,NA,NA,NA,NA,2.4,7.6
OCE,Melbourne,6,17,r,Melbourne_6_17,9.9,No,MEL-8,1,iTru5_02_D,iTru7_101_08,24-Nov-2020,NA,2.46,NA,NA,NA,2.46,10.6,No,NA,NA,NA,NA,2.8,7.2
OCE,Melbourne,5,13,r,Melbourne_5_13,9.6,No,MEL-9,1,iTru5_02_E,iTru7_101_08,24-Nov-2020,NA,5.94,NA,NA,NA,5.94,25.7,Yes,2,12.8,10,10,2.3,7.7
OCE,Melbourne,5,19,r,Melbourne_5_19,8.7,No,MEL-10,1,iTru5_02_F,iTru7_101_08,24-Nov-2020,NA,3.92,NA,NA,NA,3.92,17,Yes,2,8.5,10,10,3.5,6.5
OCE,Melbourne,25,14,u,Melbourne_25_14,26.4,Yes,MEL-11,1,iTru5_02_G,iTru7_101_08,24-Nov-2020,NA,2.42,NA,NA,NA,2.42,10.5,No,NA,NA,NA,NA,2.9,7.1
OCE,Melbourne,25,6,u,Melbourne_25_6,10.4,No,MEL-12,1,iTru5_02_H,iTru7_101_08,24-Nov-2020,NA,2.42,NA,NA,NA,2.42,10.5,No,NA,NA,NA,NA,2.9,7.1
OCE,Melbourne,29,2,u,Melbourne_29_2,13.7,Yes,MEL-13,1,iTru5_02_A,iTru7_101_09,24-Nov-2020,NA,2.62,NA,NA,NA,2.62,11.3,No,NA,NA,NA,NA,2.7,7.3
OCE,Melbourne,29,4,u,Melbourne_29_4,23.6,Yes,MEL-14,1,iTru5_02_B,iTru7_101_09,24-Nov-2020,NA,3.02,NA,NA,NA,3.02,13.1,No,NA,NA,NA,NA,2.3,7.7
OCE,Melbourne,30,5,u,Melbourne_30_5,23.2,Yes,MEL-15,1,iTru5_02_C,iTru7_101_09,24-Nov-2020,NA,8.68,NA,NA,NA,8.68,37.6,Yes,3,12.5,6.6,13.4,2.4,7.6
OCE,Melbourne,30,1,u,Melbourne_30_1,11.4,No,MEL-16,1,iTru5_02_D,iTru7_101_09,24-Nov-2020,NA,5.38,NA,NA,NA,5.38,23.3,Yes,2,11.7,10,10,2.6,7.4
OCE,Melbourne,31,15,u,Melbourne_31_15,26.6,Yes,MEL-17,1,iTru5_02_E,iTru7_101_09,24-Nov-2020,NA,6.58,NA,NA,NA,6.58,28.5,Yes,2,14.2,10,10,2.1,7.9
OCE,Melbourne,30,6,u,Melbourne_30_6,11.9,No,MEL-18,1,iTru5_02_F,iTru7_101_09,24-Nov-2020,NA,0.966,NA,NA,NA,0.966,4.2,No,NA,NA,NA,NA,7.1,2.9
OCE,Melbourne,25,3,u,Melbourne_25_3,24.8,Yes,MEL-19,1,iTru5_02_G,iTru7_101_09,24-Nov-2020,NA,6.3,NA,NA,NA,6.3,27.3,Yes,2,13.7,10,10,2.2,7.8
OCE,Melbourne,29,14,u,Melbourne_29_14,30,Yes,MEL-20,1,iTru5_02_H,iTru7_101_09,24-Nov-2020,NA,8.32,NA,NA,NA,8.32,36,Yes,3,12,6.7,13.3,2.5,7.5
NAM,Memphis,45,12,r,Memphis_45_12,11,No,MEM-1,1,iTru5_02_A,iTru7_101_10,25-Nov-2020,NA,0,0.182,NA,0.768,0.768,3.3,No,NA,NA,NA,NA,9.1,0.9
NAM,Memphis,47,1,r,Memphis_47_1,14,Yes,MEM-2,1,iTru5_02_B,iTru7_101_10,25-Nov-2020,NA,0.606,0.428,0.86,0.966,0.966,4.2,No,NA,NA,NA,NA,7.1,2.9
NAM,Memphis,45,14,r,Memphis_45_14,17,Yes,MEM-3,1,iTru5_02_C,iTru7_101_10,25-Nov-2020,NA,0.544,1.13,NA,NA,1.13,4.9,No,NA,NA,NA,NA,6.1,3.9
NAM,Memphis,43,2,r,Memphis_43_2,9.12,No,MEM-4,1,iTru5_02_D,iTru7_101_10,25-Nov-2020,NA,0.216,0.174,1.29,1.92,1.92,8.3,No,NA,NA,NA,NA,3.6,6.4
NAM,Memphis,43,8,r,Memphis_43_8,8.85,No,MEM-5,1,iTru5_02_E,iTru7_101_10,25-Nov-2020,NA,0.67,6.92,NA,NA,6.92,30,Yes,2,15,10,10,2,8
