continent,city,pop,individual,site,plantID,qubit_1,qubit_2,qubit_3,row_firstPlating,column_firstPlating,row_secondPlating,column_secondPlating,max_qubit,initial_vol,TE_vol,leftover
ASI,Tehran,35,8,r,Tehran_35_8,14.2,NA,NA,f,8,NA,NA,14.2,17.61,7.39,Yes
ASI,Tehran,36,11,r,Tehran_36_11,26.7,NA,NA,a,7,NA,NA,26.7,9.36,15.64,Yes
ASI,Tehran,36,5,r,Tehran_36_5,13.5,NA,NA,g,7,NA,NA,13.5,18.52,6.48,Yes
ASI,Tehran,37,1,r,Tehran_37_1,10.7,NA,NA,f,10,NA,NA,10.7,23.36,1.64,No
ASI,Tehran,37,2,r,Tehran_37_2,26.6,NA,NA,e,10,NA,NA,26.6,9.4,15.6,Yes
ASI,Tehran,1,3,u,Tehran_1_3,15.1,NA,NA,f,1,NA,NA,15.1,16.56,8.44,Yes
ASI,Tehran,1,5,u,Tehran_1_5,10.4,NA,NA,c,1,NA,NA,10.4,24.04,0.96,No
ASI,Tehran,2,8,u,Tehran_2_8,24.7,NA,NA,g,2,NA,NA,24.7,10.12,14.88,Yes
ASI,Tehran,2,6,u,Tehran_2_6,11.5,NA,NA,e,2,NA,NA,11.5,21.74,3.26,No
ASI,Tehran,38,5,u,Tehran_38_5,21.8,NA,NA,e,3,NA,NA,21.8,11.47,13.53,Yes
ASI,Tehran,38,10,u,Tehran_38_10,10.2,NA,NA,a,4,NA,NA,10.2,24.51,0.49,No
ASI,Tehran,39,6,u,Tehran_39_6,27.2,NA,NA,f,4,NA,NA,27.2,9.19,15.81,Yes
ASI,Tehran,39,5,u,Tehran_39_5,47.1,NA,NA,h,4,NA,NA,47.1,5.31,19.69,Yes
ASI,Tehran,40,2,u,Tehran_40_2,15.7,NA,NA,g,6,NA,NA,15.7,15.92,9.08,Yes
ASI,Tehran,40,9,u,Tehran_40_9,11.6,NA,NA,a,6,NA,NA,11.6,21.55,3.45,No
EU,Thessaloniki,42,4,r,Thessaloniki_42_4,1.32,NA,31,b,7,D,9,31,8.06,16.94,Yes
EU,Thessaloniki,42,19,r,Thessaloniki_42_19,10.6,NA,NA,a,8,NA,NA,10.6,23.58,1.42,No
EU,Thessaloniki,43,10,r,Thessaloniki_43_10,22.5,NA,NA,h,8,NA,NA,22.5,11.11,13.89,Yes
EU,Thessaloniki,43,5,r,Thessaloniki_43_5,1.25,NA,116,e,8,E,10,116,2.16,22.84,Yes
EU,Thessaloniki,44,7,r,Thessaloniki_44_7,16.3,NA,NA,g,9,NA,NA,16.3,15.34,9.66,Yes
EU,Thessaloniki,44,2,r,Thessaloniki_44_2,4.21,NA,418,e,9,C,11,418,0.6,24.4,Yes
EU,Thessaloniki,45,18,r,Thessaloniki_45_18,10.4,NA,NA,f,11,NA,NA,10.4,24.04,0.96,No
EU,Thessaloniki,45,5,r,Thessaloniki_45_5,39.7,NA,NA,h,10,NA,NA,39.7,6.3,18.7,Yes
EU,Thessaloniki,46,13,r,Thessaloniki_46_13,0,NA,10.1,d,12,F,12,10.1,24.75,0.25,No
EU,Thessaloniki,46,17,r,Thessaloniki_46_17,14.6,NA,NA,f,12,NA,NA,14.6,17.12,7.88,Yes
EU,Thessaloniki,1,11,u,Thessaloniki_1_11,8.67,NA,940,f,1,B,6,940,0.27,24.73,Yes
EU,Thessaloniki,1,1,u,Thessaloniki_1_1,13.2,NA,NA,a,1,NA,NA,13.2,18.94,6.06,Yes
EU,Thessaloniki,2,16,u,Thessaloniki_2_16,8.15,NA,14.4,b,3,G,6,14.4,17.36,7.64,Yes
EU,Thessaloniki,2,17,u,Thessaloniki_2_17,12.1,NA,NA,c,3,NA,NA,12.1,20.66,4.34,No
EU,Thessaloniki,3,18,u,Thessaloniki_3_18,29.1,NA,NA,d,4,NA,NA,29.1,8.59,16.41,Yes
EU,Thessaloniki,3,3,u,Thessaloniki_3_3,11.4,NA,NA,e,3,NA,NA,11.4,21.93,3.07,No
EU,Thessaloniki,4,9,u,Thessaloniki_4_9,10.5,NA,NA,a,5,NA,NA,10.5,23.81,1.19,No
EU,Thessaloniki,4,17,u,Thessaloniki_4_17,21.8,NA,NA,e,5,NA,NA,21.8,11.47,13.53,Yes
EU,Thessaloniki,5,2,u,Thessaloniki_5_2,12.4,NA,NA,h,5,NA,NA,12.4,20.16,4.84,No
EU,Thessaloniki,5,7,u,Thessaloniki_5_7,2.06,NA,29,c,6,G,8,29,8.62,16.38,Yes
