City,Population,Plant,Transect,Latitude,Longitude,Distance,Tissue,Plate,Notes,Qubit_conc,260_280,nanodrop_conc,HCN_Result,Locus.Li,Locus.Ac,Habitat
Toronto,25,4,A,43.80455856,-79.47471928,18.16767392,Leaf,6,NA,3.14,1.463,30.325,1,1,NA,Suburban
Toronto,25,5,A,43.80455856,-79.47471928,18.16767392,Leaf,6,NA,0,1.522,29.097,0,0,NA,Suburban
Toronto,25,6,A,43.80455856,-79.47471928,18.16767392,Leaf,6,NA,0,1.57,56.375,1,1,NA,Suburban
Toronto,25,7,A,43.80455856,-79.47471928,18.16767392,Leaf,6,NA,2.22,1.718,100.382,1,1,NA,Suburban
Toronto,25,8,A,43.80455856,-79.47471928,18.16767392,Leaf,6,NA,0,1.308,46.648,0,0,NA,Suburban
Toronto,25,9,A,43.80455856,-79.47471928,18.16767392,Petiole,6,NA,0,1.425,12.034,0,0,NA,Suburban
Toronto,25,10,A,43.80455856,-79.47471928,18.16767392,Leaf,6,NA,0,1.685,39.139,1,1,NA,Suburban
Toronto,25,11,A,43.80455856,-79.47471928,18.16767392,Leaf/Petiole,6,NA,0,1.64,32.199,0,0,NA,Suburban
Toronto,25,12,A,43.80455856,-79.47471928,18.16767392,Leaf/Petiole/Stolon,6,NA,0,1.462,58.797,0,0,NA,Suburban
Toronto,25,13,A,43.80455856,-79.47471928,18.16767392,Leaf,6,NA,0,1.6,50.725,0,0,NA,Suburban
Toronto,25,14,A,43.80455856,-79.47471928,18.16767392,Leaf,6,NA,0,1.564,19.335,0,0,NA,Suburban
Toronto,25,15,A,43.80455856,-79.47471928,18.16767392,Stolon/Inf,6,NA,4.28,1.873,274.397,1,1,NA,Suburban
Toronto,25,16,A,43.80455856,-79.47471928,18.16767392,Leaf/Inf,6,NA,2.76,1.66,29.154,1,1,NA,Suburban
Toronto,25,17,A,43.80455856,-79.47471928,18.16767392,Leaf/Petiole,6,NA,0,1.635,23.892,0,1,NA,Suburban
Toronto,25,18,A,43.80455856,-79.47471928,18.16767392,Petiole/Stolon,6,NA,0,1.643,32.158,0,0,NA,Suburban
Toronto,25,19,A,43.80455856,-79.47471928,18.16767392,Petiole/Stolon,6,NA,0,1.422,79.26,1,1,NA,Suburban
Toronto,25,20,A,43.80455856,-79.47471928,18.16767392,Petiole/Stolon,6,NA,0,1.743,21.754,0,0,NA,Suburban
Toronto,37,1,A,43.68315226,-79.41975321,4.372424175,Petiole/Stolon,6,NA,3.46,1.745,99.088,0,0,NA,Urban
Toronto,37,2,A,43.68315226,-79.41975321,4.372424175,Petiole/Stolon,6,NA,0,1.792,57.736,0,0,NA,Urban
Toronto,37,3,A,43.68315226,-79.41975321,4.372424175,Petiole/Stolon,6,NA,2.24,1.694,107.81,0,0,NA,Urban
Toronto,37,4,A,43.68315226,-79.41975321,4.372424175,Petiole/Infl,6,NA,15,1.722,67.638,0,1,NA,Urban
Toronto,37,5,A,43.68315226,-79.41975321,4.372424175,Leaf/Petiole/Inf,6,NA,49.2,1.79,116.503,1,1,NA,Urban
Toronto,37,6,A,43.68315226,-79.41975321,4.372424175,Petiole/Stolon,6,NA,73,1.642,189.34,0,0,NA,Urban
Toronto,37,7,A,43.68315226,-79.41975321,4.372424175,Petiole/Stolon,6,NA,11.9,1.588,37.131,0,1,NA,Urban
Toronto,37,8,A,43.68315226,-79.41975321,4.372424175,Leaf/Petiole,6,NA,47.6,1.649,139.96,0,0,NA,Urban
Toronto,37,9,A,43.68315226,-79.41975321,4.372424175,Leaf,6,NA,42.6,1.69,147.939,1,1,NA,Urban
Toronto,37,10,A,43.68315226,-79.41975321,4.372424175,Petiole/Stolon,6,NA,18.5,1.651,64.766,0,0,NA,Urban
Toronto,37,11,A,43.68315226,-79.41975321,4.372424175,Petiole/Stolon,6,NA,31.4,1.7,146.352,1,1,NA,Urban
Toronto,37,12,A,43.68315226,-79.41975321,4.372424175,Petiole/Stolon,6,NA,26.4,1.65,149.558,0,0,NA,Urban
Toronto,37,13,A,43.68315226,-79.41975321,4.372424175,Petiole/Stolon,6,NA,27.4,1.841,57.609,0,0,NA,Urban
Toronto,37,14,A,43.68315226,-79.41975321,4.372424175,Petiole/Stolon,6,NA,10.6,1.68,81.9,0,0,NA,Urban
Toronto,37,15,A,43.68315226,-79.41975321,4.372424175,Leaf/Petiole,6,NA,14.6,1.712,86.16,0,1,NA,Urban
Toronto,37,16,A,43.68315226,-79.41975321,4.372424175,Petiole/Stolon,6,NA,30,1.668,143.178,0,0,NA,Urban
Toronto,37,17,A,43.68315226,-79.41975321,4.372424175,Leaf/Petiole,6,NA,10.7,1.819,59.66,1,1,NA,Urban
Toronto,37,18,A,43.68315226,-79.41975321,4.372424175,Petiole/Infl,6,NA,16.9,1.833,76.812,0,0,NA,Urban
Toronto,37,19,A,43.68315226,-79.41975321,4.372424175,Petiole/Stolon,6,NA,3.92,1.398,133.259,0,0,NA,Urban
Toronto,37,20,A,43.68315226,-79.41975321,4.372424175,Petiole/Stolon,6,NA,42.8,1.82,324.324,0,0,NA,Urban
Toronto,38,1,A,43.67198534,-79.41420663,3.249424196,Petiole/Stolon,6,NA,10.6,1.874,41.589,0,NA,0,Urban
Toronto,38,2,A,43.67198534,-79.41420663,3.249424196,Petiole/Stolon,6,NA,10.4,1.769,108.086,0,NA,0,Urban
Toronto,38,3,A,43.67198534,-79.41420663,3.249424196,Leaf/Petiole,6,NA,22.4,1.772,166.08,0,NA,1,Urban
Toronto,38,4,A,43.67198534,-79.41420663,3.249424196,Leaf/Petiole/Stolon,6,NA,6.22,1.689,132.66,0,NA,0,Urban
Toronto,38,5,A,43.67198534,-79.41420663,3.249424196,Leaf/Petiole/Stolon,6,NA,34,1.675,147.135,0,NA,0,Urban
Toronto,38,6,A,43.67198534,-79.41420663,3.249424196,Leaf/Petiole,6,NA,9.86,1.623,87.219,0,NA,0,Urban
Toronto,38,7,A,43.67198534,-79.41420663,3.249424196,Leaf/Petiole/Stolon,6,NA,13.1,1.687,54.963,0,NA,0,Urban
Toronto,38,8,A,43.67198534,-79.41420663,3.249424196,Petiole/Stolon,6,NA,0,1.383,26.453,0,NA,0,Urban
Toronto,38,9,A,43.67198534,-79.41420663,3.249424196,Petiole/Stolon,6,NA,2.34,1.725,32.1,0,NA,1,Urban
Toronto,38,10,A,43.67198534,-79.41420663,3.249424196,Petiole/Stolon,6,NA,0,1.705,71.244,0,NA,0,Urban
Toronto,38,11,A,43.67198534,-79.41420663,3.249424196,Petiole/Stolon,6,NA,3.16,1.735,44.843,0,NA,0,Urban
Toronto,38,12,A,43.67198534,-79.41420663,3.249424196,Petiole/Infl,6,NA,6.44,1.756,69.889,0,NA,0,Urban
Toronto,38,13,A,43.67198534,-79.41420663,3.249424196,Leaf/Petiole/Stolon,6,NA,0,1.798,27.553,0,NA,1,Urban
Toronto,38,14,A,43.67198534,-79.41420663,3.249424196,Petiole/Stolon,6,NA,2.72,1.633,65.057,0,NA,1,Urban
Toronto,38,15,A,43.67198534,-79.41420663,3.249424196,Leaf/Petiole/Inf,6,NA,23.2,1.835,120.578,0,NA,0,Urban
Toronto,38,16,A,43.67198534,-79.41420663,3.249424196,Petiole/Stolon,6,NA,4.82,1.614,32.928,0,NA,1,Urban
Toronto,38,17,A,43.67198534,-79.41420663,3.249424196,Petiole/Stolon,6,NA,12.9,1.813,89.563,0,NA,0,Urban
Toronto,38,18,A,43.67198534,-79.41420663,3.249424196,Leaf/Petiole/Stolon,6,NA,3.18,1.849,46.349,0,NA,1,Urban
Toronto,38,19,A,43.67198534,-79.41420663,3.249424196,Petiole/Stolon,6,NA,0,1.777,56.406,1,NA,1,Urban
Toronto,38,20,A,43.67198534,-79.41420663,3.249424196,Petiole/Stolon,6,NA,0,1.762,65.861,0,NA,1,Urban
Toronto,52,1,B,43.65359237,-79.59483319,17.26161341,Leaf/Petiole/Stolon,7,NA,0,1.761,159.101,1,NA,1,Suburban
Toronto,52,2,B,43.65359237,-79.59483319,17.26161341,Petiole,7,NA,21.2,1.608,60.437,0,NA,1,Suburban
Toronto,52,3,B,43.65359237,-79.59483319,17.26161341,Petiole/Stolon,7,NA,31.4,1.65,108.623,0,NA,1,Suburban
Toronto,52,4,B,43.65359237,-79.59483319,17.26161341,Petiole/Infl,7,NA,18.8,1.738,149.823,0,NA,1,Suburban
Toronto,52,5,B,43.65359237,-79.59483319,17.26161341,Petiole/Stolon,7,NA,19.9,1.689,94.526,0,NA,1,Suburban
Toronto,52,6,B,43.65359237,-79.59483319,17.26161341,Petiole/Stolon/Inf,7,NA,15.8,1.768,121.353,1,NA,1,Suburban
Toronto,52,7,B,43.65359237,-79.59483319,17.26161341,Petiole/Stolon,7,NA,4.9,1.957,49.813,0,NA,1,Suburban
Toronto,52,8,B,43.65359237,-79.59483319,17.26161341,Petiole/Stolon,7,NA,18.5,1.807,48.675,0,NA,1,Suburban
Toronto,52,9,B,43.65359237,-79.59483319,17.26161341,Leaf/Petiole/Stolon,7,NA,10.1,1.727,73.826,1,NA,1,Suburban
Toronto,52,10,B,43.65359237,-79.59483319,17.26161341,Petiole/Stolon,7,NA,7.84,1.804,51.018,0,NA,1,Suburban
Toronto,52,11,B,43.65359237,-79.59483319,17.26161341,Petiole/Stolon,7,NA,6.92,1.753,43.136,0,NA,1,Suburban
Toronto,52,12,B,43.65359237,-79.59483319,17.26161341,Petiole/Stolon,7,NA,27.2,1.799,91.225,1,NA,1,Suburban
Toronto,52,13,B,43.65359237,-79.59483319,17.26161341,Leaf/Petiole/Stolon,7,NA,21,1.713,951.422,0,NA,1,Suburban
Toronto,52,14,B,43.65359237,-79.59483319,17.26161341,Petiole/Infl,7,NA,3.8,1.677,46.243,1,NA,1,Suburban
Toronto,52,15,B,43.65359237,-79.59483319,17.26161341,Petiole/Stolon/Inf,7,NA,7,1.553,166.297,0,NA,1,Suburban
Toronto,52,16,B,43.65359237,-79.59483319,17.26161341,Petiole/Stolon,7,NA,5.58,1.643,17.981,1,NA,1,Suburban
Toronto,52,17,B,43.65359237,-79.59483319,17.26161341,Leaf/Petiole/Stolon,7,DNA lost,0,1.583,37.523,1,NA,1,Suburban
Toronto,52,18,B,43.65359237,-79.59483319,17.26161341,Petiole/Stolon,7,DNA lost,0,1.872,17.06,0,NA,1,Suburban
Toronto,52,19,B,43.65359237,-79.59483319,17.26161341,Petiole/Stolon,7,DNA lost,0,1.826,14.778,0,NA,1,Suburban
Toronto,52,20,B,43.65359237,-79.59483319,17.26161341,Leaf/Petiole,7,DNA lost,2.34,1.615,117.164,1,NA,1,Suburban
Toronto,53,1,B,43.65254421,-79.61222466,18.66286908,Petiole/Stolon,7,DNA lost,0,1.694,14.383,0,0,NA,Suburban
Toronto,53,2,B,43.65254421,-79.61222466,18.66286908,Petiole/Stolon,7,DNA lost,0,1.704,16.331,0,0,NA,Suburban
Toronto,53,3,B,43.65254421,-79.61222466,18.66286908,Petiole/Stolon,7,DNA lost,0,1.471,8.884,0,0,NA,Suburban
Toronto,53,4,B,43.65254421,-79.61222466,18.66286908,Petiole/Stolon/Inf,7,DNA lost,0,1.744,8.03,0,NA,NA,Suburban
Toronto,53,5,B,43.65254421,-79.61222466,18.66286908,Petiole/Infl,7,NA,10.3,1.909,77.925,0,NA,NA,Suburban
Toronto,53,6,B,43.65254421,-79.61222466,18.66286908,Petiole/Infl,7,NA,9.12,1.617,78.404,0,0,NA,Suburban
Toronto,53,7,B,43.65254421,-79.61222466,18.66286908,Petiole,7,NA,11.5,1.633,90.984,0,0,NA,Suburban
Toronto,53,8,B,43.65254421,-79.61222466,18.66286908,Petiole/Stolon,7,NA,5.16,1.925,33.523,0,1,NA,Suburban
Toronto,53,9,B,43.65254421,-79.61222466,18.66286908,Petiole/Stolon/Inf,7,NA,0,1.716,38.717,0,0,NA,Suburban
Toronto,53,10,B,43.65254421,-79.61222466,18.66286908,Petiole/Stolon,7,NA,11.2,1.724,69.696,0,0,NA,Suburban
Toronto,53,11,B,43.65254421,-79.61222466,18.66286908,Petiole/Stolon,7,NA,12.6,1.66,68.834,0,0,NA,Suburban
Toronto,53,12,B,43.65254421,-79.61222466,18.66286908,Petiole/Infl,7,NA,16.1,1.682,204.128,0,1,NA,Suburban
Toronto,53,13,B,43.65254421,-79.61222466,18.66286908,Leaf/Petiole/Stolon,7,NA,8.52,1.841,36.218,1,1,NA,Suburban
Toronto,53,14,B,43.65254421,-79.61222466,18.66286908,Petiole/Stolon,7,NA,23.8,1.791,69.467,0,0,NA,Suburban
Toronto,53,15,B,43.65254421,-79.61222466,18.66286908,Petiole/Stolon/Inf,7,NA,13.8,1.614,171.386,1,1,NA,Suburban
Toronto,53,16,B,43.65254421,-79.61222466,18.66286908,Petiole/Stolon,7,NA,0,1.825,70.077,0,0,NA,Suburban
Toronto,53,17,B,43.65254421,-79.61222466,18.66286908,Petiole/Stolon,7,NA,3.06,1.797,64.085,0,0,NA,Suburban
Toronto,53,18,B,43.65254421,-79.61222466,18.66286908,Leaf/Petiole,7,NA,6.32,1.934,226.956,1,1,NA,Suburban
Toronto,53,19,B,43.65254421,-79.61222466,18.66286908,Petiole/Stolon,7,NA,4.3,1.788,19.946,0,0,NA,Suburban
Toronto,53,20,B,43.65254421,-79.61222466,18.66286908,Petiole/Stolon,7,NA,5.94,1.646,20.937,0,0,NA,Suburban
Toronto,54,1,B,43.64917643,-79.6210086,19.3812002,Petiole/Stolon,7,NA,74.8,1.762,183.948,0,NA,0,Suburban
Toronto,54,2,B,43.64917643,-79.6210086,19.3812002,Petiole/Stolon,7,NA,2.68,1.952,14.076,0,NA,1,Suburban
Toronto,54,3,B,43.64917643,-79.6210086,19.3812002,Petiole/Stolon,7,NA,2.42,2.096,19.872,1,NA,1,Suburban
Toronto,54,4,B,43.64917643,-79.6210086,19.3812002,Stolon,7,NA,8.06,1.894,53.126,0,NA,1,Suburban
Toronto,54,5,B,43.64917643,-79.6210086,19.3812002,Stolon,7,NA,4.52,1.723,29.076,0,NA,0,Suburban
Toronto,54,6,B,43.64917643,-79.6210086,19.3812002,Stolon,7,NA,32.8,1.811,87.908,0,NA,1,Suburban
Toronto,54,7,B,43.64917643,-79.6210086,19.3812002,Stolon,7,NA,21.4,1.808,82.764,0,NA,1,Suburban
Toronto,54,8,B,43.64917643,-79.6210086,19.3812002,Stolon,7,NA,17,1.591,40.765,0,NA,1,Suburban
Toronto,54,9,B,43.64917643,-79.6210086,19.3812002,Leaf/Petiole/Stolon,7,NA,71.8,1.802,181.127,NA,NA,NA,Suburban
Toronto,54,10,B,43.64917643,-79.6210086,19.3812002,Petiole/Stolon,7,NA,2.92,1.409,31.891,1,NA,1,Suburban
Toronto,54,11,B,43.64917643,-79.6210086,19.3812002,Petiole/Stolon,7,NA,16.1,1.519,66.172,1,NA,1,Suburban
Toronto,54,12,B,43.64917643,-79.6210086,19.3812002,NA,NA,Tube empty,NA,NA,NA,0,NA,0,Suburban
Toronto,54,13,B,43.64917643,-79.6210086,19.3812002,Petiole/Stolon,7,NA,6.72,1.626,47.207,1,NA,1,Suburban
Toronto,54,14,B,43.64917643,-79.6210086,19.3812002,Petiole/Stolon,7,NA,25,1.599,88.431,1,NA,1,Suburban
Toronto,54,15,B,43.64917643,-79.6210086,19.3812002,Petiole/Stolon,7,NA,65,1.635,355.88,0,NA,1,Suburban
Toronto,54,16,B,43.64917643,-79.6210086,19.3812002,Petiole,7,NA,16.3,1.81,33.502,0,NA,0,Suburban
Toronto,54,17,B,43.64917643,-79.6210086,19.3812002,Leaf/Petiole,7,NA,0,1.824,27.373,1,NA,1,Suburban
Toronto,54,18,B,43.64917643,-79.6210086,19.3812002,Leaf/Petiole,7,NA,17.4,1.747,60.218,1,NA,1,Suburban
Toronto,54,19,B,43.64917643,-79.6210086,19.3812002,Leaf/Petiole/Stolon,7,NA,11.7,1.661,53.733,0,NA,0,Suburban
Toronto,54,20,B,43.64917643,-79.6210086,19.3812002,Petiole/Stolon,7,NA,22.2,1.703,74.028,0,NA,1,Suburban
Toronto,55,1,B,43.64228065,-79.6307686,20.21078893,Petiole/Stolon,7,NA,13.7,1.764,43.537,1,1,NA,Suburban
Toronto,55,2,B,43.64228065,-79.6307686,20.21078893,Infl,7,NA,28.4,1.452,261.809,0,1,NA,Suburban
Toronto,55,3,B,43.64228065,-79.6307686,20.21078893,Stolon,7,NA,40.6,1.551,284.237,1,1,NA,Suburban
Toronto,55,4,B,43.64228065,-79.6307686,20.21078893,Leaf/Petiole/Stolon,7,NA,23.4,1.759,110.976,0,0,NA,Suburban
Toronto,55,5,B,43.64228065,-79.6307686,20.21078893,Leaf/Petiole,7,NA,14.9,1.685,47.8,1,1,NA,Suburban
Toronto,55,6,B,43.64228065,-79.6307686,20.21078893,NA,NA,Tube empty,NA,NA,NA,0,0,NA,Suburban
Toronto,55,7,B,43.64228065,-79.6307686,20.21078893,Stolon,7,NA,9.92,1.818,40.544,0,0,NA,Suburban
Toronto,55,8,B,43.64228065,-79.6307686,20.21078893,NA,NA,Tube empty,NA,NA,NA,0,0,NA,Suburban
Toronto,55,9,B,43.64228065,-79.6307686,20.21078893,Infl,7,NA,9.64,1.825,69.526,0,0,NA,Suburban
Toronto,55,10,B,43.64228065,-79.6307686,20.21078893,Petiole/Stolon,7,NA,38.6,1.752,115.06,0,0,NA,Suburban
Toronto,55,11,B,43.64228065,-79.6307686,20.21078893,Petiole/Stolon,7,NA,44,1.519,199.695,0,0,NA,Suburban
Toronto,55,12,B,43.64228065,-79.6307686,20.21078893,Stolon,7,NA,22.6,1.7,98.797,0,0,NA,Suburban
Toronto,55,13,B,43.64228065,-79.6307686,20.21078893,Petiole/Infl,7,NA,7.26,1.921,115.266,0,0,NA,Suburban
Toronto,55,14,B,43.64228065,-79.6307686,20.21078893,Petiole,7,NA,26.6,1.756,74.271,0,0,NA,Suburban
Toronto,55,15,B,43.64228065,-79.6307686,20.21078893,Petiole/Stolon,7,NA,0,1.761,9.565,0,1,NA,Suburban
Toronto,55,16,B,43.64228065,-79.6307686,20.21078893,Petiole/Stolon,7,NA,3.96,1.719,40.591,0,0,NA,Suburban
Toronto,55,17,B,43.64228065,-79.6307686,20.21078893,Leaf/Petiole/Stolon,7,NA,8.28,1.812,24.883,0,1,NA,Suburban
Toronto,55,18,B,43.64228065,-79.6307686,20.21078893,Leaf/Petiole,7,NA,33,1.382,265.754,1,1,NA,Suburban
Toronto,55,19,B,43.64228065,-79.6307686,20.21078893,Petiole/Stolon,7,NA,6.8,1.897,26.06,0,0,NA,Suburban
Toronto,55,20,B,43.64228065,-79.6307686,20.21078893,Petiole/Infl,7,NA,5.3,1.767,18.884,0,1,NA,Suburban
Toronto,56,1,B,43.63520223,-79.63887687,20.93525295,Petiole/Stolon,7,NA,19.1,1.201,383.325,0,NA,1,Suburban
Toronto,56,2,B,43.63520223,-79.63887687,20.93525295,Petiole/Stolon,7,NA,24.8,1.798,61.663,1,NA,1,Suburban
Toronto,56,3,B,43.63520223,-79.63887687,20.93525295,Petiole/Stolon,7,NA,5.6,1.863,16.225,0,NA,0,Suburban
Toronto,56,4,B,43.63520223,-79.63887687,20.93525295,Stolon/Inf,7,NA,7.94,1.556,43.74,0,NA,0,Suburban
Toronto,56,5,B,43.63520223,-79.63887687,20.93525295,Petiole/Stolon,7,NA,17.9,1.191,92.699,0,NA,1,Suburban
Toronto,56,6,B,43.63520223,-79.63887687,20.93525295,Petiole/Stolon,7,NA,31.6,1.589,113.725,0,NA,1,Suburban
Toronto,56,7,B,43.63520223,-79.63887687,20.93525295,Stolon,7,NA,3.84,1.775,18.004,0,NA,1,Suburban
Toronto,56,8,B,43.63520223,-79.63887687,20.93525295,Petiole/Stolon,7,NA,6.74,1.778,33.628,0,NA,1,Suburban
Toronto,56,9,B,43.63520223,-79.63887687,20.93525295,Petiole/Stolon,7,NA,11.6,1.931,44.065,0,NA,1,Suburban
Toronto,56,10,B,43.63520223,-79.63887687,20.93525295,Petiole/Stolon,7,NA,8.68,1.197,43.16,0,NA,1,Suburban
Toronto,56,11,B,43.63520223,-79.63887687,20.93525295,Petiole,7,NA,2.76,1.486,12.382,0,NA,1,Suburban
Toronto,56,12,B,43.63520223,-79.63887687,20.93525295,Petiole/Infl,7,NA,12.5,1.338,208.536,0,NA,1,Suburban
Toronto,56,13,B,43.63520223,-79.63887687,20.93525295,Petiole/Stolon,7,NA,11.7,1.916,33.761,1,NA,1,Suburban
Toronto,56,14,B,43.63520223,-79.63887687,20.93525295,NA,NA,Tube empty,NA,NA,NA,0,NA,0,Suburban
Toronto,56,15,B,43.63520223,-79.63887687,20.93525295,Leaf/Petiole,7,NA,16.5,1.836,71.494,1,NA,1,Suburban
Toronto,56,16,B,43.63520223,-79.63887687,20.93525295,Leaf/Petiole/Stolon,7,NA,2.56,1.988,39.386,1,NA,1,Suburban
Toronto,56,17,B,43.63520223,-79.63887687,20.93525295,Petiole/Stolon,7,NA,4.98,1.799,45.952,0,NA,1,Suburban
Toronto,56,18,B,43.63520223,-79.63887687,20.93525295,Petiole,7,NA,18.1,1.561,125.907,0,NA,0,Suburban
Toronto,56,19,B,43.63520223,-79.63887687,20.93525295,Petiole/Stolon/Inf,7,NA,8.28,1.732,72.177,0,NA,0,Suburban
Toronto,56,20,B,43.63520223,-79.63887687,20.93525295,Petiole/Stolon,7,NA,29.4,1.578,77.431,0,NA,0,Suburban
Toronto,77,1,B,43.446351,-79.79789595,40.94554357,NA,NA,Tube empty,NA,NA,NA,0,0,NA,Rural
Toronto,77,2,B,43.446351,-79.79789595,40.94554357,Stolon/Inf,8,NA,28,1.726,59.258,0,0,NA,Rural
Toronto,77,3,B,43.446351,-79.79789595,40.94554357,NA,NA,Tube empty,NA,NA,NA,0,NA,NA,Rural
Toronto,77,4,B,43.446351,-79.79789595,40.94554357,NA,NA,Tube empty,NA,NA,NA,1,1,NA,Rural
Toronto,77,5,B,43.446351,-79.79789595,40.94554357,NA,NA,Tube empty,NA,NA,NA,1,1,NA,Rural
Toronto,77,6,B,43.446351,-79.79789595,40.94554357,NA,NA,Tube empty,NA,NA,NA,1,1,NA,Rural
Toronto,77,7,B,43.446351,-79.79789595,40.94554357,NA,NA,Tube empty,NA,NA,NA,0,NA,NA,Rural
Toronto,77,8,B,43.446351,-79.79789595,40.94554357,NA,NA,Tube empty,NA,NA,NA,0,NA,NA,Rural
Toronto,77,9,B,43.446351,-79.79789595,40.94554357,NA,NA,Tube empty,NA,NA,NA,1,1,NA,Rural
Toronto,77,10,B,43.446351,-79.79789595,40.94554357,NA,NA,Tube empty,NA,NA,NA,0,1,NA,Rural
Toronto,77,11,B,43.446351,-79.79789595,40.94554357,NA,NA,Tube empty,NA,NA,NA,1,1,NA,Rural
Toronto,77,12,B,43.446351,-79.79789595,40.94554357,Petiole,8,NA,28.2,1.688,58.541,0,1,NA,Rural
Toronto,77,13,B,43.446351,-79.79789595,40.94554357,NA,NA,Tube empty,NA,NA,NA,1,1,NA,Rural
Toronto,77,14,B,43.446351,-79.79789595,40.94554357,NA,NA,Tube empty,NA,NA,NA,1,1,NA,Rural
Toronto,77,15,B,43.446351,-79.79789595,40.94554357,NA,NA,Tube empty,NA,NA,NA,0,NA,NA,Rural
Toronto,77,16,B,43.446351,-79.79789595,40.94554357,NA,NA,Tube empty,NA,NA,NA,0,NA,NA,Rural
Toronto,77,17,B,43.446351,-79.79789595,40.94554357,Petiole/stolon,8,NA,82.2,1.708,403.569,0,NA,NA,Rural
Toronto,77,18,B,43.446351,-79.79789595,40.94554357,Petiole/stolon,8,NA,41.2,1.469,103.059,1,1,NA,Rural
Toronto,77,19,B,43.446351,-79.79789595,40.94554357,NA,NA,No Tube,NA,NA,NA,NA,NA,NA,Rural
Toronto,77,20,B,43.446351,-79.79789595,40.94554357,NA,NA,No Tube,NA,NA,NA,NA,NA,NA,Rural
Toronto,78,1,B,43.43697531,-79.80823568,42.22817092,Stolon,8,NA,13.8,1.763,36.348,0,NA,0,Rural
Toronto,78,2,B,43.43697531,-79.80823568,42.22817092,Petiole/Stolon,8,NA,22.4,1.595,37.909,1,NA,1,Rural
Toronto,78,3,B,43.43697531,-79.80823568,42.22817092,Stolon,8,NA,27.6,1.366,192.969,1,NA,1,Rural
Toronto,78,4,B,43.43697531,-79.80823568,42.22817092,Petiole/Stolon,8,NA,48.8,1.649,108.83,0,NA,0,Rural
Toronto,78,5,B,43.43697531,-79.80823568,42.22817092,NA,NA,Tube empty,NA,NA,NA,0,NA,0,Rural
Toronto,78,6,B,43.43697531,-79.80823568,42.22817092,Petiole/Stolon,8,NA,50.6,1.774,91.744,0,NA,0,Rural
Toronto,78,7,B,43.43697531,-79.80823568,42.22817092,Petiole/Stolon,8,NA,3.28,3.6,12.217,1,NA,1,Rural
Toronto,78,8,B,43.43697531,-79.80823568,42.22817092,NA,NA,Tube empty,NA,NA,NA,0,NA,1,Rural
Toronto,78,9,B,43.43697531,-79.80823568,42.22817092,Petiole/Stolon,8,NA,2.88,1.622,6.74,1,NA,1,Rural
Toronto,78,10,B,43.43697531,-79.80823568,42.22817092,NA,NA,Tube empty,NA,NA,NA,1,NA,1,Rural
Toronto,78,11,B,43.43697531,-79.80823568,42.22817092,NA,NA,Tube empty,NA,NA,NA,0,NA,0,Rural
Toronto,78,12,B,43.43697531,-79.80823568,42.22817092,NA,NA,Tube empty,NA,NA,NA,0,NA,1,Rural
Toronto,78,13,B,43.43697531,-79.80823568,42.22817092,NA,NA,Tube empty,NA,NA,NA,0,NA,NA,Rural
Toronto,78,14,B,43.43697531,-79.80823568,42.22817092,NA,NA,Tube empty,NA,NA,NA,0,NA,NA,Rural
Toronto,78,15,B,43.43697531,-79.80823568,42.22817092,Petiole,8,NA,4.74,1.756,8.864,1,NA,1,Rural
Toronto,78,16,B,43.43697531,-79.80823568,42.22817092,NA,NA,Tube empty,NA,NA,NA,0,NA,NA,Rural
Toronto,78,17,B,43.43697531,-79.80823568,42.22817092,Petiole/Stolon,8,NA,16.5,1.655,31.677,1,NA,1,Rural
Toronto,78,18,B,43.43697531,-79.80823568,42.22817092,Petiole/Stolon,8,NA,0,1.444,-2.89,0,NA,0,Rural
Toronto,78,19,B,43.43697531,-79.80823568,42.22817092,Petiole/Stolon,8,NA,7.1,1.635,13.415,1,NA,1,Rural
Toronto,78,20,B,43.43697531,-79.80823568,42.22817092,NA,NA,Tube empty,NA,NA,NA,NA,NA,NA,Rural
Toronto,79,1,B,43.43666174,-79.82504026,43.36108087,NA,NA,Tube empty,NA,NA,NA,1,1,NA,Rural
Toronto,79,2,B,43.43666174,-79.82504026,43.36108087,NA,NA,Tube empty,NA,NA,NA,0,0,NA,Rural
Toronto,79,3,B,43.43666174,-79.82504026,43.36108087,NA,NA,Tube empty,NA,NA,NA,0,0,NA,Rural
Toronto,79,4,B,43.43666174,-79.82504026,43.36108087,NA,NA,Tube empty,NA,NA,NA,1,1,NA,Rural
Toronto,79,5,B,43.43666174,-79.82504026,43.36108087,NA,NA,Tube empty,NA,NA,NA,0,0,NA,Rural
Toronto,79,6,B,43.43666174,-79.82504026,43.36108087,NA,NA,Tube empty,NA,NA,NA,1,1,NA,Rural
Toronto,79,7,B,43.43666174,-79.82504026,43.36108087,NA,NA,Tube empty,NA,NA,NA,1,1,NA,Rural
Toronto,79,8,B,43.43666174,-79.82504026,43.36108087,NA,NA,Tube empty,NA,NA,NA,0,1,NA,Rural
Toronto,79,9,B,43.43666174,-79.82504026,43.36108087,NA,NA,Tube empty,NA,NA,NA,0,0,NA,Rural
Toronto,79,10,B,43.43666174,-79.82504026,43.36108087,Stolon,8,NA,9.38,1.617,20.773,1,1,NA,Rural
Toronto,79,11,B,43.43666174,-79.82504026,43.36108087,NA,NA,Tube empty,NA,NA,NA,1,1,NA,Rural
