continent,city,pop,individual,site,plantID,qubit_1,qubit_2,qubit_3,row_firstPlating,column_firstPlating,row_secondPlating,column_secondPlating
EU,Munich,50,16,u,Munich_50_16,29.2,NA,NA,g,10,NA,NA
EU,Munich,50,15,u,Munich_50_15,12.4,NA,NA,h,10,NA,NA
EU,Munich,50,14,u,Munich_50_14,9.36,NA,NA,a,11,f,7
EU,Munich,50,13,u,Munich_50_13,23.3,NA,NA,b,11,NA,NA
EU,Munich,50,8,u,Munich_50_8,9.47,NA,NA,c,11,g,7
EU,Munich,50,7,u,Munich_50_7,8.16,NA,NA,d,11,h,7
EU,Munich,50,4,u,Munich_50_4,5.39,NA,NA,e,11,a,8
EU,Munich,50,3,u,Munich_50_3,16.7,NA,NA,f,11,NA,NA
EU,Munich,51,1,u,Munich_51_1,0,NA,NA,g,11,b,8
EU,Munich,51,16,u,Munich_51_16,13.5,NA,NA,h,11,NA,NA
EU,Munich,51,15,u,Munich_51_15,7.19,NA,NA,a,12,c,8
EU,Munich,51,13,u,Munich_51_13,11.1,NA,NA,b,12,NA,NA
EU,Munich,51,10,u,Munich_51_10,4.9,NA,NA,c,12,NA,NA
EU,Munich,51,9,u,Munich_51_9,3.18,NA,NA,d,12,d,8
EU,Munich,51,8,u,Munich_51_8,59.2,NA,NA,e,12,NA,NA
EU,Munich,51,6,u,Munich_51_6,4.74,NA,NA,f,12,e,8
EU,Munich,51,4,u,Munich_51_4,0,NA,NA,g,12,f,8
EU,Munich,51,2,u,Munich_51_2,0,NA,NA,h,12,g,8
EU,Munich,48,17,u,Munich_48_17,NA,NA,NA,NA,NA,c,5
EU,Munich,49,5,u,Munich_49_5,NA,NA,NA,NA,NA,b,6
EU,Munster,1,9,u,Munster_1_9,10.8,NA,12,a,1,a,2
EU,Munster,1,8,u,Munster_1_8,7.49,NA,0,b,1,h,1
EU,Munster,1,7,u,Munster_1_7,10.9,NA,0,c,1,g,1
EU,Munster,1,6,u,Munster_1_6,7.6,NA,0,d,1,f,1
EU,Munster,1,5,u,Munster_1_5,8.52,NA,0,e,1,e,1
EU,Munster,1,4,u,Munster_1_4,7.51,NA,0,f,1,d,1
EU,Munster,1,3,u,Munster_1_3,6.89,NA,0,g,1,c,1
EU,Munster,1,2,u,Munster_1_2,11.8,NA,23.8,h,1,b,1
EU,Munster,1,1,u,Munster_1_1,8.93,NA,0,a,2,a,1
EU,Munster,1,10,u,Munster_1_10,6.15,NA,0,b,2,b,2
EU,Munster,2,8,u,Munster_2_8,11.5,NA,4.94,c,2,b,3
EU,Munster,2,7,u,Munster_2_7,14.1,NA,0,d,2,a,3
EU,Munster,2,5,u,Munster_2_5,9.77,NA,8.84,e,2,g,2
EU,Munster,2,4,u,Munster_2_4,8.47,NA,3.28,f,2,f,2
EU,Munster,2,3,u,Munster_2_3,19.8,NA,13.1,g,2,e,2
EU,Munster,2,6,u,Munster_2_6,7.38,NA,15.2,h,2,h,2
EU,Munster,2,1,u,Munster_2_1,7.39,NA,0,a,3,c,2
EU,Munster,2,9,u,Munster_2_9,12.4,NA,NA,b,3,NA,NA
EU,Munster,2,10,u,Munster_2_10,7.74,NA,6.26,c,3,c,3
EU,Munster,3,7,u,Munster_3_7,9.03,NA,5.82,d,3,b,4
EU,Munster,3,6,u,Munster_3_6,10.3,NA,8.4,e,3,a,4
EU,Munster,3,5,u,Munster_3_5,8.09,NA,8.22,f,3,h,3
EU,Munster,3,4,u,Munster_3_4,7.01,NA,4.22,g,3,g,3
EU,Munster,3,3,u,Munster_3_3,8.81,NA,0,h,3,f,3
EU,Munster,3,2,u,Munster_3_2,10.2,NA,4.32,a,4,e,3
EU,Munster,3,1,u,Munster_3_1,11.5,NA,0,b,4,d,3
EU,Munster,3,8,u,Munster_3_8,5.69,NA,7.48,c,4,c,4
EU,Munster,3,9,u,Munster_3_9,12,NA,0,d,4,d,4
EU,Munster,3,10,u,Munster_3_10,8.55,NA,20.6,e,4,e,4
EU,Munster,4,1,u,Munster_4_1,7.3,NA,0,f,4,f,4
EU,Munster,4,2,u,Munster_4_2,5.97,NA,8.92,g,4,g,4
EU,Munster,4,3,u,Munster_4_3,3.74,NA,12.7,h,4,h,4
EU,Munster,4,4,u,Munster_4_4,4.09,NA,8.12,a,5,a,5
EU,Munster,4,5,u,Munster_4_5,9.15,NA,17.1,b,5,b,5
EU,Munster,4,6,u,Munster_4_6,3.65,NA,7.22,c,5,c,5
EU,Munster,4,7,u,Munster_4_7,3.75,NA,0,d,5,d,5
EU,Munster,4,8,u,Munster_4_8,5.2,NA,0,e,5,e,5
EU,Munster,4,9,u,Munster_4_9,4.26,NA,11,f,5,f,5
EU,Munster,4,10,u,Munster_4_10,3.14,NA,9.88,g,5,g,5
EU,Munster,5,1,u,Munster_5_1,15.6,NA,11.7,h,5,h,5
EU,Munster,5,2,u,Munster_5_2,6.69,NA,14.7,a,6,a,6
EU,Munster,5,3,u,Munster_5_3,8.62,NA,24.6,b,6,b,6
EU,Munster,5,5,u,Munster_5_5,10,NA,13.3,c,6,d,6
EU,Munster,5,6,u,Munster_5_6,6.62,NA,0,d,6,e,6
EU,Munster,5,4,u,Munster_5_4,8.77,NA,0,e,6,c,6
EU,Munster,5,8,u,Munster_5_8,9.58,NA,32.6,f,6,g,6
EU,Munster,5,9,u,Munster_5_9,9.41,NA,13.6,g,6,h,6
EU,Munster,5,10,u,Munster_5_10,13.9,NA,8.84,h,6,a,7
EU,Munster,36,2,r,Munster_36_2,3.82,NA,12,a,7,b,7
EU,Munster,36,3,r,Munster_36_3,10.9,NA,7.22,b,7,c,7
EU,Munster,36,5,r,Munster_36_5,12.7,NA,0,c,7,d,7
EU,Munster,36,7,r,Munster_36_7,5.63,NA,7.74,d,7,e,7
EU,Munster,36,10,r,Munster_36_10,7.06,NA,11.7,e,7,f,7
EU,Munster,36,11,r,Munster_36_11,8.89,NA,NA,f,7,NA,NA
EU,Munster,36,13,r,Munster_36_13,10.2,NA,18.9,g,7,g,7
EU,Munster,36,16,r,Munster_36_16,10.3,NA,11.1,h,7,h,7
EU,Munster,36,17,r,Munster_36_17,11.6,NA,12.1,a,8,a,8
EU,Munster,36,18,r,Munster_36_18,6.85,NA,11.1,b,8,b,8
EU,Munster,37,1,r,Munster_37_1,4.01,NA,8.52,c,8,c,8
EU,Munster,37,2,r,Munster_37_2,3.71,NA,12.8,d,8,d,8
EU,Munster,37,3,r,Munster_37_3,7.38,NA,28,e,8,e,8
EU,Munster,37,5,r,Munster_37_5,9.11,NA,10.2,f,8,f,8
EU,Munster,37,7,r,Munster_37_7,12.1,NA,20.2,g,8,g,8
EU,Munster,37,8,r,Munster_37_8,5.15,NA,17.8,h,8,h,8
EU,Munster,37,9,r,Munster_37_9,3.16,NA,6.26,a,9,a,9
EU,Munster,37,10,r,Munster_37_10,2.09,NA,17.5,b,9,b,9
EU,Munster,37,12,r,Munster_37_12,4.72,NA,6.54,c,9,d,9
EU,Munster,38,1,r,Munster_38_1,4.92,NA,11.6,d,9,e,9
EU,Munster,38,2,r,Munster_38_2,9.93,NA,17.7,e,9,f,9
EU,Munster,38,3,r,Munster_38_3,6.08,NA,29,f,9,g,9
EU,Munster,38,5,r,Munster_38_5,5.57,NA,2.22,g,9,a,10
EU,Munster,38,6,r,Munster_38_6,8.53,NA,6.94,h,9,b,10
EU,Munster,38,7,r,Munster_38_7,8.28,NA,5.74,a,10,c,10
EU,Munster,38,8,r,Munster_38_8,20.3,NA,18.1,b,10,d,10
EU,Munster,38,9,r,Munster_38_9,15.3,NA,7.3,c,10,e,10
EU,Munster,38,10,r,Munster_38_10,8.34,NA,25.8,d,10,f,10
EU,Munster,39,5,r,Munster_39_5,26,NA,0,e,10,c,11
EU,Munster,39,8,r,Munster_39_8,10,NA,0,f,10,f,11
EU,Munster,39,1,r,Munster_39_1,8.77,NA,7.62,g,10,g,10
EU,Munster,39,2,r,Munster_39_2,25.2,NA,0,h,10,h,10
EU,Munster,39,3,r,Munster_39_3,7.75,NA,3.34,a,11,a,11
EU,Munster,39,10,r,Munster_39_10,4.46,NA,0,b,11,h,11
EU,Munster,39,6,r,Munster_39_6,5.51,NA,19.6,c,11,d,11
EU,Munster,39,4,r,Munster_39_4,6.57,NA,13,d,11,b,11
EU,Munster,39,9,r,Munster_39_9,8.45,NA,2.02,e,11,g,11
EU,Munster,39,7,r,Munster_39_7,20.2,NA,13.7,f,11,e,11
EU,Munster,40,1,r,Munster_40_1,2.97,NA,NA,g,11,NA,NA
EU,Munster,40,6,r,Munster_40_6,9.18,NA,16.1,h,11,b,12
EU,Munster,40,10,r,Munster_40_10,3.15,NA,10.8,a,12,e,12
EU,Munster,40,13,r,Munster_40_13,13.3,NA,0,b,12,d,12
EU,Munster,40,3,r,Munster_40_3,5.73,NA,3.4,c,12,h,12
EU,Munster,40,12,r,Munster_40_12,3.34,NA,3.54,d,12,g,12
EU,Munster,40,5,r,Munster_40_5,4.88,NA,0,e,12,a,12
EU,Munster,40,11,r,Munster_40_11,2.23,NA,5.42,f,12,f,12
EU,Munster,40,7,r,Munster_40_7,7.72,NA,0,g,12,c,12
EU,Munster,40,2,r,Munster_40_2,21.5,NA,NA,h,12,NA,NA
EU,Munster,2,2,u,Munster_2_2,NA,NA,18.4,NA,NA,d,2
EU,Munster,5,7,u,Munster_5_7,NA,NA,14.7,NA,NA,f,6
EU,Munster,37,11,r,Munster_37_11,NA,NA,4.88,NA,NA,c,9
EU,Munster,38,4,r,Munster_38_4,NA,NA,8.56,NA,NA,h,9
OCE,Newcastle,5,1,u,Newcastle_5_1,2.7,NA,NA,a,1,NA,NA
OCE,Newcastle,5,2,u,Newcastle_5_2,4.5,NA,NA,b,1,NA,NA
OCE,Newcastle,5,3,u,Newcastle_5_3,2.2,NA,NA,c,1,NA,NA
OCE,Newcastle,5,4,u,Newcastle_5_4,0,NA,NA,d,1,NA,NA
OCE,Newcastle,5,5,u,Newcastle_5_5,4.1,NA,NA,e,1,NA,NA
OCE,Newcastle,5,6,u,Newcastle_5_6,0,NA,NA,f,1,NA,NA
OCE,Newcastle,5,7,u,Newcastle_5_7,2.1,NA,NA,g,1,NA,NA
OCE,Newcastle,5,8,u,Newcastle_5_8,0,NA,NA,h,1,NA,NA
OCE,Newcastle,5,9,u,Newcastle_5_9,0,NA,NA,a,2,NA,NA
OCE,Newcastle,5,10,u,Newcastle_5_10,0,NA,NA,b,2,NA,NA
OCE,Newcastle,6,1,u,Newcastle_6_1,13.4,NA,NA,c,2,NA,NA
OCE,Newcastle,6,2,u,Newcastle_6_2,12.3,NA,NA,d,2,NA,NA
OCE,Newcastle,6,3,u,Newcastle_6_3,0,NA,NA,e,2,NA,NA
OCE,Newcastle,6,4,u,Newcastle_6_4,5.7,NA,NA,f,2,NA,NA
OCE,Newcastle,6,5,u,Newcastle_6_5,3.4,NA,NA,g,2,NA,NA
OCE,Newcastle,6,6,u,Newcastle_6_6,11.5,NA,NA,h,2,NA,NA
OCE,Newcastle,6,7,u,Newcastle_6_7,3.7,NA,NA,a,3,NA,NA
OCE,Newcastle,6,8,u,Newcastle_6_8,8.4,NA,NA,b,3,NA,NA
OCE,Newcastle,6,9,u,Newcastle_6_9,14,NA,NA,c,3,NA,NA
OCE,Newcastle,6,10,u,Newcastle_6_10,3.1,NA,NA,d,3,NA,NA
OCE,Newcastle,7,2,u,Newcastle_7_2,9.1,NA,NA,e,3,NA,NA
OCE,Newcastle,7,3,u,Newcastle_7_3,25.4,NA,NA,f,3,NA,NA
OCE,Newcastle,7,4,u,Newcastle_7_4,6.8,NA,NA,g,3,NA,NA
OCE,Newcastle,7,5,u,Newcastle_7_5,18.6,NA,NA,h,3,NA,NA
OCE,Newcastle,7,1,u,Newcastle_7_1,20.6,NA,NA,a,4,NA,NA
OCE,Newcastle,7,7,u,Newcastle_7_7,8.18,NA,NA,b,4,NA,NA
OCE,Newcastle,7,8,u,Newcastle_7_8,6.74,NA,NA,c,4,NA,NA
OCE,Newcastle,7,9,u,Newcastle_7_9,0,NA,NA,d,4,NA,NA
OCE,Newcastle,7,10,u,Newcastle_7_10,12.1,NA,NA,e,4,NA,NA
OCE,Newcastle,8,1,u,Newcastle_8_1,0,NA,NA,f,4,NA,NA
OCE,Newcastle,8,2,u,Newcastle_8_2,6.5,NA,NA,g,4,NA,NA
OCE,Newcastle,8,3,u,Newcastle_8_3,5.98,NA,NA,h,4,NA,NA
OCE,Newcastle,8,4,u,Newcastle_8_4,2,NA,NA,a,5,NA,NA
OCE,Newcastle,8,5,u,Newcastle_8_5,2.5,NA,NA,b,5,NA,NA
OCE,Newcastle,8,7,u,Newcastle_8_7,4.7,NA,NA,c,5,NA,NA
OCE,Newcastle,8,6,u,Newcastle_8_6,0,NA,NA,d,5,NA,NA
OCE,Newcastle,8,8,u,Newcastle_8_8,10.8,NA,NA,e,5,NA,NA
OCE,Newcastle,8,9,u,Newcastle_8_9,2.7,NA,NA,f,5,NA,NA
OCE,Newcastle,8,10,u,Newcastle_8_10,5.84,NA,NA,g,5,NA,NA
OCE,Newcastle,10,1,u,Newcastle_10_1,11.1,NA,NA,h,5,NA,NA
OCE,Newcastle,10,2,u,Newcastle_10_2,6.16,NA,NA,a,6,NA,NA
OCE,Newcastle,10,4,u,Newcastle_10_4,3.4,NA,NA,b,6,NA,NA
OCE,Newcastle,10,5,u,Newcastle_10_5,0,NA,NA,c,6,NA,NA
OCE,Newcastle,10,6,u,Newcastle_10_6,0,NA,NA,d,6,NA,NA
OCE,Newcastle,10,7,u,Newcastle_10_7,8.32,NA,NA,e,6,NA,NA
OCE,Newcastle,10,8,u,Newcastle_10_8,8.66,NA,NA,f,6,NA,NA
OCE,Newcastle,10,9,u,Newcastle_10_9,3.5,NA,NA,g,6,NA,NA
OCE,Newcastle,10,10,u,Newcastle_10_10,5.2,NA,NA,h,6,NA,NA
OCE,Newcastle,46,7,r,Newcastle_46_7,2.4,NA,NA,a,7,NA,NA
OCE,Newcastle,46,2,r,Newcastle_46_2,0,NA,NA,b,7,NA,NA
OCE,Newcastle,46,3,r,Newcastle_46_3,0,NA,NA,c,7,NA,NA
OCE,Newcastle,46,4,r,Newcastle_46_4,2.66,NA,NA,d,7,NA,NA
OCE,Newcastle,46,5,r,Newcastle_46_5,0,NA,NA,e,7,NA,NA
OCE,Newcastle,46,7,r,Newcastle_46_7,0,NA,NA,f,7,NA,NA
OCE,Newcastle,46,8,r,Newcastle_46_8,0,NA,NA,g,7,NA,NA
OCE,Newcastle,46,9,r,Newcastle_46_9,6,NA,NA,h,7,NA,NA
OCE,Newcastle,46,10,r,Newcastle_46_10,0,NA,NA,a,8,NA,NA
OCE,Newcastle,47,1,r,Newcastle_47_1,0,NA,NA,b,8,NA,NA
OCE,Newcastle,47,2,r,Newcastle_47_2,9.34,NA,NA,c,8,NA,NA
OCE,Newcastle,47,3,r,Newcastle_47_3,0,NA,NA,d,8,NA,NA
OCE,Newcastle,47,4,r,Newcastle_47_4,5.9,NA,NA,e,8,NA,NA
OCE,Newcastle,47,5,r,Newcastle_47_5,0,NA,NA,f,8,NA,NA
OCE,Newcastle,47,6,r,Newcastle_47_6,13,NA,NA,g,8,NA,NA
OCE,Newcastle,47,7,r,Newcastle_47_7,0,NA,NA,h,8,NA,NA
OCE,Newcastle,47,8,r,Newcastle_47_8,0,NA,NA,a,9,NA,NA
OCE,Newcastle,47,9,r,Newcastle_47_9,0,NA,NA,b,9,NA,NA
OCE,Newcastle,47,10,r,Newcastle_47_10,0,NA,NA,c,9,NA,NA
OCE,Newcastle,48,1,r,Newcastle_48_1,0,NA,NA,d,9,NA,NA
OCE,Newcastle,48,2,r,Newcastle_48_2,8,NA,NA,e,9,NA,NA
OCE,Newcastle,48,3,r,Newcastle_48_3,5.1,NA,NA,f,9,NA,NA
OCE,Newcastle,48,4,r,Newcastle_48_4,0,NA,NA,g,9,NA,NA
OCE,Newcastle,48,5,r,Newcastle_48_5,3.7,NA,NA,h,9,NA,NA
OCE,Newcastle,48,6,r,Newcastle_48_6,0,NA,NA,a,10,NA,NA
OCE,Newcastle,48,7,r,Newcastle_48_7,0,NA,NA,b,10,NA,NA
OCE,Newcastle,48,8,r,Newcastle_48_8,4.6,NA,NA,c,10,NA,NA
OCE,Newcastle,48,9,r,Newcastle_48_9,3.5,NA,NA,d,10,NA,NA
OCE,Newcastle,48,10,r,Newcastle_48_10,5.04,NA,NA,e,10,NA,NA
OCE,Newcastle,49,1,r,Newcastle_49_1,5.4,NA,NA,f,10,NA,NA
OCE,Newcastle,49,2,r,Newcastle_49_2,0,NA,NA,g,10,NA,NA
OCE,Newcastle,49,3,r,Newcastle_49_3,6.26,NA,NA,h,10,NA,NA
OCE,Newcastle,49,4,r,Newcastle_49_4,4.76,NA,NA,a,11,NA,NA
OCE,Newcastle,49,5,r,Newcastle_49_5,0,NA,NA,b,11,NA,NA
OCE,Newcastle,49,6,r,Newcastle_49_6,2.7,NA,NA,c,11,NA,NA
OCE,Newcastle,49,7,r,Newcastle_49_7,0,NA,NA,d,11,NA,NA
OCE,Newcastle,49,8,r,Newcastle_49_8,7.44,NA,NA,e,11,NA,NA
OCE,Newcastle,49,10,r,Newcastle_49_10,0,NA,NA,f,11,NA,NA
OCE,Newcastle,50,1,r,Newcastle_50_1,8.14,NA,NA,g,11,NA,NA
OCE,Newcastle,50,2,r,Newcastle_50_2,10.2,NA,NA,h,11,NA,NA
OCE,Newcastle,50,3,r,Newcastle_50_3,0,NA,NA,a,12,NA,NA
OCE,Newcastle,50,4,r,Newcastle_50_4,3.4,NA,NA,b,12,NA,NA
OCE,Newcastle,50,5,r,Newcastle_50_5,8,NA,NA,c,12,NA,NA
OCE,Newcastle,50,6,r,Newcastle_50_6,12.6,NA,NA,d,12,NA,NA
OCE,Newcastle,50,7,r,Newcastle_50_7,3.14,NA,NA,e,12,NA,NA
OCE,Newcastle,50,8,r,Newcastle_50_8,3.8,NA,NA,f,12,NA,NA
OCE,Newcastle,50,9,r,Newcastle_50_9,0,NA,NA,g,12,NA,NA
OCE,Newcastle,50,10,r,Newcastle_50_10,6.6,NA,NA,h,12,NA,NA
NAM,Norfolk,1,1,r,Norfolk_1_1,NA,NA,0,NA,NA,a,1
NAM,Norfolk,1,2,r,Norfolk_1_2,NA,NA,0,NA,NA,b,1
NAM,Norfolk,1,3,r,Norfolk_1_3,NA,NA,0,NA,NA,c,1
NAM,Norfolk,1,4,r,Norfolk_1_4,NA,NA,2.26,NA,NA,d,1
NAM,Norfolk,1,10,r,Norfolk_1_10,NA,NA,0,NA,NA,e,1
NAM,Norfolk,1,11,r,Norfolk_1_11,NA,NA,0,NA,NA,f,1
NAM,Norfolk,1,12,r,Norfolk_1_12,NA,NA,0,NA,NA,g,1
NAM,Norfolk,1,13,r,Norfolk_1_13,NA,NA,0,NA,NA,h,1
NAM,Norfolk,1,14,r,Norfolk_1_14,NA,NA,0,NA,NA,a,2
NAM,Norfolk,1,15,r,Norfolk_1_15,NA,NA,6.58,NA,NA,b,2
NAM,Norfolk,2,1,r,Norfolk_2_1,NA,NA,17.2,NA,NA,c,2
NAM,Norfolk,2,3,r,Norfolk_2_3,NA,NA,17.1,NA,NA,d,2
NAM,Norfolk,2,4,r,Norfolk_2_4,NA,NA,30.8,NA,NA,e,2
NAM,Norfolk,2,8,r,Norfolk_2_8,NA,NA,0,NA,NA,f,2
NAM,Norfolk,2,9,r,Norfolk_2_9,NA,NA,38,NA,NA,g,2
NAM,Norfolk,2,15,r,Norfolk_2_15,NA,NA,0,NA,NA,h,2
NAM,Norfolk,2,13,r,Norfolk_2_13,NA,NA,3.14,NA,NA,a,3
NAM,Norfolk,2,12,r,Norfolk_2_12,NA,NA,2.78,NA,NA,b,3
NAM,Norfolk,2,11,r,Norfolk_2_11,NA,NA,0,NA,NA,c,3
NAM,Norfolk,2,6,r,Norfolk_2_6,NA,NA,0,NA,NA,d,3
NAM,Norfolk,3,2,r,Norfolk_3_2,NA,NA,0,NA,NA,e,3
NAM,Norfolk,3,4,r,Norfolk_3_4,NA,NA,0,NA,NA,f,3
NAM,Norfolk,3,10,r,Norfolk_3_10,NA,NA,3.2,NA,NA,g,3
NAM,Norfolk,3,5,r,Norfolk_3_5,NA,NA,0,NA,NA,h,3
NAM,Norfolk,3,1,r,Norfolk_3_1,NA,NA,0,NA,NA,a,4
NAM,Norfolk,3,16,r,Norfolk_3_16,NA,NA,0,NA,NA,b,4
NAM,Norfolk,3,12,r,Norfolk_3_12,NA,NA,0,NA,NA,c,4
NAM,Norfolk,3,9,r,Norfolk_3_9,NA,NA,0,NA,NA,d,4
NAM,Norfolk,3,7,r,Norfolk_3_7,NA,NA,0,NA,NA,e,4
NAM,Norfolk,4,9,r,Norfolk_4_9,NA,NA,16.8,NA,NA,f,4
NAM,Norfolk,4,7,r,Norfolk_4_7,NA,NA,0,NA,NA,g,4
NAM,Norfolk,4,5,r,Norfolk_4_5,NA,NA,0,NA,NA,h,4
NAM,Norfolk,4,4,r,Norfolk_4_4,NA,NA,0,NA,NA,a,5
NAM,Norfolk,4,15,r,Norfolk_4_15,NA,NA,3.3,NA,NA,b,5
NAM,Norfolk,4,11,r,Norfolk_4_11,NA,NA,5.26,NA,NA,c,5
NAM,Norfolk,4,3,r,Norfolk_4_3,NA,NA,0,NA,NA,d,5
NAM,Norfolk,4,2,r,Norfolk_4_2,NA,NA,0,NA,NA,e,5
NAM,Norfolk,4,6,r,Norfolk_4_6,NA,NA,2.78,NA,NA,f,5
NAM,Norfolk,5,8,r,Norfolk_5_8,NA,NA,0,NA,NA,g,5
NAM,Norfolk,5,10,r,Norfolk_5_10,NA,NA,0,NA,NA,h,5
NAM,Norfolk,5,5,r,Norfolk_5_5,NA,NA,0,NA,NA,a,6
NAM,Norfolk,5,4,r,Norfolk_5_4,NA,NA,0,NA,NA,b,6
NAM,Norfolk,5,3,r,Norfolk_5_3,NA,NA,0,NA,NA,c,6
NAM,Norfolk,5,2,r,Norfolk_5_2,NA,NA,0,NA,NA,d,6
NAM,Norfolk,5,13,r,Norfolk_5_13,NA,NA,0,NA,NA,e,6
NAM,Norfolk,5,12,r,Norfolk_5_12,NA,NA,0,NA,NA,f,6
NAM,Norfolk,5,6,r,Norfolk_5_6,NA,NA,5.24,NA,NA,g,6
NAM,Norfolk,5,1,r,Norfolk_5_1,NA,NA,11,NA,NA,h,6
NAM,Norfolk,34,10,u,Norfolk_34_10,NA,NA,0,NA,NA,a,7
NAM,Norfolk,34,7,u,Norfolk_34_7,NA,NA,6.22,NA,NA,b,7
NAM,Norfolk,34,5,u,Norfolk_34_5,NA,NA,2.04,NA,NA,c,7
NAM,Norfolk,34,4,u,Norfolk_34_4,NA,NA,9.82,NA,NA,d,7
NAM,Norfolk,34,3,u,Norfolk_34_3,NA,NA,8.7,NA,NA,e,7
NAM,Norfolk,34,1,u,Norfolk_34_1,NA,NA,0,NA,NA,f,7
NAM,Norfolk,34,14,u,Norfolk_34_14,NA,NA,3.38,NA,NA,g,7
NAM,Norfolk,34,11,u,Norfolk_34_11,NA,NA,0,NA,NA,h,7
NAM,Norfolk,34,13,u,Norfolk_34_13,NA,NA,7,NA,NA,a,8
NAM,Norfolk,35,7,u,Norfolk_35_7,NA,NA,0,NA,NA,b,8
NAM,Norfolk,35,9,u,Norfolk_35_9,NA,NA,0,NA,NA,c,8
NAM,Norfolk,35,11,u,Norfolk_35_11,NA,NA,0,NA,NA,d,8
NAM,Norfolk,35,8,u,Norfolk_35_8,NA,NA,5.42,NA,NA,e,8
NAM,Norfolk,35,5,u,Norfolk_35_5,NA,NA,15.4,NA,NA,f,8
NAM,Norfolk,35,4,u,Norfolk_35_4,NA,NA,4.34,NA,NA,g,8
NAM,Norfolk,35,2,u,Norfolk_35_2,NA,NA,0,NA,NA,h,8
NAM,Norfolk,35,13,u,Norfolk_35_13,NA,NA,0,NA,NA,a,9
NAM,Norfolk,35,1,u,Norfolk_35_1,NA,NA,0,NA,NA,b,9
NAM,Norfolk,36,1,u,Norfolk_36_1,NA,NA,0,NA,NA,c,9
NAM,Norfolk,36,2,u,Norfolk_36_2,NA,NA,0,NA,NA,d,9
NAM,Norfolk,36,3,u,Norfolk_36_3,NA,NA,0,NA,NA,e,9
NAM,Norfolk,36,4,u,Norfolk_36_4,NA,NA,0,NA,NA,f,9
NAM,Norfolk,36,7,u,Norfolk_36_7,NA,NA,0,NA,NA,g,9
NAM,Norfolk,36,15,u,Norfolk_36_15,NA,NA,0,NA,NA,h,9
NAM,Norfolk,36,6,u,Norfolk_36_6,NA,NA,4.98,NA,NA,a,10
NAM,Norfolk,36,9,u,Norfolk_36_9,NA,NA,0,NA,NA,b,10
NAM,Norfolk,36,10,u,Norfolk_36_10,NA,NA,0,NA,NA,c,10
NAM,Norfolk,36,5,u,Norfolk_36_5,NA,NA,0,NA,NA,d,10
NAM,Norfolk,38,8,u,Norfolk_38_8,NA,NA,0,NA,NA,e,10
NAM,Norfolk,38,7,u,Norfolk_38_7,NA,NA,2.08,NA,NA,f,10
NAM,Norfolk,38,6,u,Norfolk_38_6,NA,NA,0,NA,NA,g,10
NAM,Norfolk,38,5,u,Norfolk_38_5,NA,NA,0,NA,NA,h,10
NAM,Norfolk,38,15,u,Norfolk_38_15,NA,NA,0,NA,NA,a,11
NAM,Norfolk,38,14,u,Norfolk_38_14,NA,NA,12.9,NA,NA,b,11
NAM,Norfolk,38,11,u,Norfolk_38_11,NA,NA,0,NA,NA,c,11
NAM,Norfolk,38,3,u,Norfolk_38_3,NA,NA,0,NA,NA,d,11
NAM,Norfolk,38,2,u,Norfolk_38_2,NA,NA,0,NA,NA,e,11
NAM,Norfolk,38,1,u,Norfolk_38_1,NA,NA,0,NA,NA,f,11
NAM,Norfolk,39,10,u,Norfolk_39_10,NA,NA,0,NA,NA,g,11
NAM,Norfolk,39,8,u,Norfolk_39_8,NA,NA,0,NA,NA,h,11
NAM,Norfolk,39,7,u,Norfolk_39_7,NA,NA,5.2,NA,NA,a,12
NAM,Norfolk,39,2,u,Norfolk_39_2,NA,NA,11.5,NA,NA,b,12
NAM,Norfolk,39,15,u,Norfolk_39_15,NA,NA,0,NA,NA,c,12
NAM,Norfolk,39,14,u,Norfolk_39_14,NA,NA,0,NA,NA,d,12
NAM,Norfolk,39,11,u,Norfolk_39_11,NA,NA,0,NA,NA,e,12
NAM,Norfolk,39,12,u,Norfolk_39_12,NA,NA,0,NA,NA,f,12
NAM,Norfolk,39,5,u,Norfolk_39_5,NA,NA,0,NA,NA,g,12
NAM,Norfolk,39,9,u,Norfolk_39_9,NA,NA,0,NA,NA,h,12
OCE,Palmerston_North,6,15,u,Palmerston_North_6_15,66.9,NA,NA,a,1,NA,NA
OCE,Palmerston_North,6,14,u,Palmerston_North_6_14,33.2,NA,NA,b,1,NA,NA
OCE,Palmerston_North,6,13,u,Palmerston_North_6_13,13.2,NA,NA,c,1,NA,NA
OCE,Palmerston_North,6,11,u,Palmerston_North_6_11,7.62,NA,NA,d,1,NA,NA
OCE,Palmerston_North,6,9,u,Palmerston_North_6_9,9.11,NA,NA,e,1,NA,NA
OCE,Palmerston_North,6,8,u,Palmerston_North_6_8,8.2,NA,NA,f,1,NA,NA
OCE,Palmerston_North,6,4,u,Palmerston_North_6_4,21,NA,NA,g,1,NA,NA
OCE,Palmerston_North,6,3,u,Palmerston_North_6_3,29.1,NA,NA,h,1,NA,NA
OCE,Palmerston_North,6,1,u,Palmerston_North_6_1,51.5,NA,NA,a,2,NA,NA
OCE,Palmerston_North,6,16,u,Palmerston_North_6_16,40.9,NA,NA,b,2,NA,NA
OCE,Palmerston_North,7,15,u,Palmerston_North_7_15,42.3,NA,NA,c,2,NA,NA
