continent,city,population,individual,site,sample,country,population_latitude,population_longitude
OCE,Armidale,4,12,u,Armidale_4_12,Australia,-30.5112,151.66353
OCE,Armidale,4,16,u,Armidale_4_16,Australia,-30.5112,151.66353
OCE,Armidale,4,19,u,Armidale_4_19,Australia,-30.5112,151.66353
OCE,Armidale,4,2,u,Armidale_4_2,Australia,-30.5112,151.66353
OCE,Armidale,4,3,u,Armidale_4_3,Australia,-30.5112,151.66353
OCE,Armidale,4,5,u,Armidale_4_5,Australia,-30.5112,151.66353
OCE,Armidale,4,7,u,Armidale_4_7,Australia,-30.5112,151.66353
OCE,Armidale,40,1,r,Armidale_40_1,Australia,-30.43316,151.56442
OCE,Armidale,40,11,r,Armidale_40_11,Australia,-30.43316,151.56442
OCE,Armidale,40,13,r,Armidale_40_13,Australia,-30.43316,151.56442
OCE,Armidale,40,18,r,Armidale_40_18,Australia,-30.43316,151.56442
OCE,Armidale,40,20,r,Armidale_40_20,Australia,-30.43316,151.56442
OCE,Armidale,40,3,r,Armidale_40_3,Australia,-30.43316,151.56442
OCE,Armidale,40,5,r,Armidale_40_5,Australia,-30.43316,151.56442
OCE,Armidale,40,7,r,Armidale_40_7,Australia,-30.43316,151.56442
OCE,Armidale,5,12,u,Armidale_5_12,Australia,-30.5108,151.66076
OCE,Armidale,5,16,u,Armidale_5_16,Australia,-30.5108,151.66076
OCE,Armidale,5,4,u,Armidale_5_4,Australia,-30.5108,151.66076
OCE,Armidale,5,5,u,Armidale_5_5,Australia,-30.5108,151.66076
OCE,Armidale,5,8,u,Armidale_5_8,Australia,-30.5108,151.66076
NAM,Athens,10,13,u,Athens_10_13,USA,33.95515,-83.37103
NAM,Athens,10,16,u,Athens_10_16,USA,33.95515,-83.37103
NAM,Athens,10,17,u,Athens_10_17,USA,33.95515,-83.37103
NAM,Athens,10,2,u,Athens_10_2,USA,33.95515,-83.37103
NAM,Athens,10,3,u,Athens_10_3,USA,33.95515,-83.37103
NAM,Athens,10,4,u,Athens_10_4,USA,33.95515,-83.37103
NAM,Athens,10,5,u,Athens_10_5,USA,33.95515,-83.37103
NAM,Athens,10,8,u,Athens_10_8,USA,33.95515,-83.37103
NAM,Athens,21,14,r,Athens_21_14,USA,33.87478,-83.28732
NAM,Athens,21,17,r,Athens_21_17,USA,33.87478,-83.28732
NAM,Athens,21,5,r,Athens_21_5,USA,33.87478,-83.28732
NAM,Athens,21,6,r,Athens_21_6,USA,33.87478,-83.28732
NAM,Athens,21,7,r,Athens_21_7,USA,33.87478,-83.28732
NAM,Athens,21,8,r,Athens_21_8,USA,33.87478,-83.28732
NAM,Athens,21,9,r,Athens_21_9,USA,33.87478,-83.28732
NAM,Athens,22,10,r,Athens_22_10,USA,33.84832,-83.28397
NAM,Athens,22,13,r,Athens_22_13,USA,33.84832,-83.28397
NAM,Athens,22,14,r,Athens_22_14,USA,33.84832,-83.28397
NAM,Athens,22,15,r,Athens_22_15,USA,33.84832,-83.28397
NAM,Athens,22,16,r,Athens_22_16,USA,33.84832,-83.28397
NAM,Athens,22,17,r,Athens_22_17,USA,33.84832,-83.28397
NAM,Athens,22,19,r,Athens_22_19,USA,33.84832,-83.28397
NAM,Athens,22,3,r,Athens_22_3,USA,33.84832,-83.28397
NAM,Athens,23,10,r,Athens_23_10,USA,33.8393,-83.27975
NAM,Athens,23,11,r,Athens_23_11,USA,33.8393,-83.27975
NAM,Athens,23,12,r,Athens_23_12,USA,33.8393,-83.27975
NAM,Athens,23,14,r,Athens_23_14,USA,33.8393,-83.27975
NAM,Athens,23,15,r,Athens_23_15,USA,33.8393,-83.27975
NAM,Athens,23,18,r,Athens_23_18,USA,33.8393,-83.27975
NAM,Athens,23,7,r,Athens_23_7,USA,33.8393,-83.27975
NAM,Athens,24,12,r,Athens_24_12,USA,33.82508,-83.27802
NAM,Athens,24,14,r,Athens_24_14,USA,33.82508,-83.27802
NAM,Athens,24,18,r,Athens_24_18,USA,33.82508,-83.27802
NAM,Athens,24,19,r,Athens_24_19,USA,33.82508,-83.27802
NAM,Athens,24,2,r,Athens_24_2,USA,33.82508,-83.27802
NAM,Athens,24,4,r,Athens_24_4,USA,33.82508,-83.27802
NAM,Athens,24,9,r,Athens_24_9,USA,33.82508,-83.27802
NAM,Athens,25,12,r,Athens_25_12,USA,33.85408,-83.30908
NAM,Athens,25,16,r,Athens_25_16,USA,33.85408,-83.30908
NAM,Athens,25,18,r,Athens_25_18,USA,33.85408,-83.30908
NAM,Athens,25,2,r,Athens_25_2,USA,33.85408,-83.30908
NAM,Athens,25,20,r,Athens_25_20,USA,33.85408,-83.30908
NAM,Athens,25,21,r,Athens_25_21,USA,33.85408,-83.30908
NAM,Athens,25,3,r,Athens_25_3,USA,33.85408,-83.30908
NAM,Athens,25,6,r,Athens_25_6,USA,33.85408,-83.30908
NAM,Athens,6,1,u,Athens_6_1,USA,33.96848,-83.3708
NAM,Athens,6,13,u,Athens_6_13,USA,33.96848,-83.3708
NAM,Athens,6,16,u,Athens_6_16,USA,33.96848,-83.3708
NAM,Athens,6,17,u,Athens_6_17,USA,33.96848,-83.3708
NAM,Athens,6,19,u,Athens_6_19,USA,33.96848,-83.3708
NAM,Athens,6,5,u,Athens_6_5,USA,33.96848,-83.3708
NAM,Athens,6,6,u,Athens_6_6,USA,33.96848,-83.3708
NAM,Athens,7,13,u,Athens_7_13,USA,33.9642,-83.37788
NAM,Athens,7,14,u,Athens_7_14,USA,33.9642,-83.37788
NAM,Athens,7,18,u,Athens_7_18,USA,33.9642,-83.37788
NAM,Athens,7,20,u,Athens_7_20,USA,33.9642,-83.37788
NAM,Athens,7,4,u,Athens_7_4,USA,33.9642,-83.37788
NAM,Athens,7,5,u,Athens_7_5,USA,33.9642,-83.37788
NAM,Athens,7,6,u,Athens_7_6,USA,33.9642,-83.37788
NAM,Athens,8,16,u,Athens_8_16,USA,33.96295,-83.3759
NAM,Athens,8,18,u,Athens_8_18,USA,33.96295,-83.3759
NAM,Athens,8,2,u,Athens_8_2,USA,33.96295,-83.3759
NAM,Athens,8,20,u,Athens_8_20,USA,33.96295,-83.3759
NAM,Athens,8,3,u,Athens_8_3,USA,33.96295,-83.3759
NAM,Athens,8,7,u,Athens_8_7,USA,33.96295,-83.3759
NAM,Athens,9,12,u,Athens_9_12,USA,33.96325,-83.37477
NAM,Athens,9,18,u,Athens_9_18,USA,33.96325,-83.37477
NAM,Athens,9,19,u,Athens_9_19,USA,33.96325,-83.37477
NAM,Athens,9,2,u,Athens_9_2,USA,33.96325,-83.37477
NAM,Athens,9,20,u,Athens_9_20,USA,33.96325,-83.37477
NAM,Athens,9,3,u,Athens_9_3,USA,33.96325,-83.37477
NAM,Athens,9,7,u,Athens_9_7,USA,33.96325,-83.37477
SAM,Bogota,1,2,u,Bogota_1_2,Colombia,4.65402,-74.07343
SAM,Bogota,1,3,u,Bogota_1_3,Colombia,4.65402,-74.07343
SAM,Bogota,1,6,u,Bogota_1_6,Colombia,4.65402,-74.07343
SAM,Bogota,2,1,u,Bogota_2_1,Colombia,4.66281,-74.06961
SAM,Bogota,3,10,u,Bogota_3_10,Colombia,4.66477,-74.07523
SAM,Bogota,3,3,u,Bogota_3_3,Colombia,4.66477,-74.07523
SAM,Bogota,3,4,u,Bogota_3_4,Colombia,4.66477,-74.07523
SAM,Bogota,3,6,u,Bogota_3_6,Colombia,4.66477,-74.07523
SAM,Bogota,36,2,r,Bogota_36_2,Colombia,4.82609,-74.23846
SAM,Bogota,36,3,r,Bogota_36_3,Colombia,4.82609,-74.23846
SAM,Bogota,36,7,r,Bogota_36_7,Colombia,4.82609,-74.23846
SAM,Bogota,37,10,r,Bogota_37_10,Colombia,4.83016,-74.24431
SAM,Bogota,38,10,r,Bogota_38_10,Colombia,4.83432,-74.25011
SAM,Bogota,38,2,r,Bogota_38_2,Colombia,4.83432,-74.25011
SAM,Bogota,38,3,r,Bogota_38_3,Colombia,4.83432,-74.25011
SAM,Bogota,38,7,r,Bogota_38_7,Colombia,4.83432,-74.25011
SAM,Bogota,39,1,r,Bogota_39_1,Colombia,4.83856,-74.25619
SAM,Bogota,39,3,r,Bogota_39_3,Colombia,4.83856,-74.25619
SAM,Bogota,39,4,r,Bogota_39_4,Colombia,4.83856,-74.25619
SAM,Bogota,39,5,r,Bogota_39_5,Colombia,4.83856,-74.25619
SAM,Bogota,39,7,r,Bogota_39_7,Colombia,4.83856,-74.25619
SAM,Bogota,39,9,r,Bogota_39_9,Colombia,4.83856,-74.25619
SAM,Bogota,4,1,u,Bogota_4_1,Colombia,4.66749,-74.07955
SAM,Bogota,4,2,u,Bogota_4_2,Colombia,4.66749,-74.07955
SAM,Bogota,4,3,u,Bogota_4_3,Colombia,4.66749,-74.07955
SAM,Bogota,4,4,u,Bogota_4_4,Colombia,4.66749,-74.07955
SAM,Bogota,4,5,u,Bogota_4_5,Colombia,4.66749,-74.07955
SAM,Bogota,4,6,u,Bogota_4_6,Colombia,4.66749,-74.07955
SAM,Bogota,4,8,u,Bogota_4_8,Colombia,4.66749,-74.07955
SAM,Bogota,4,9,u,Bogota_4_9,Colombia,4.66749,-74.07955
SAM,Bogota,40,2,r,Bogota_40_2,Colombia,4.84268,-74.26208
SAM,Bogota,40,4,r,Bogota_40_4,Colombia,4.84268,-74.26208
SAM,Bogota,40,5,r,Bogota_40_5,Colombia,4.84268,-74.26208
SAM,Bogota,40,6,r,Bogota_40_6,Colombia,4.84268,-74.26208
SAM,Bogota,40,9,r,Bogota_40_9,Colombia,4.84268,-74.26208
SAM,Bogota,5,1,u,Bogota_5_1,Colombia,4.67412,-74.08456
SAM,Bogota,5,2,u,Bogota_5_2,Colombia,4.67412,-74.08456
SAM,Bogota,5,3,u,Bogota_5_3,Colombia,4.67412,-74.08456
SAM,Bogota,5,5,u,Bogota_5_5,Colombia,4.67412,-74.08456
SAM,Bogota,5,6,u,Bogota_5_6,Colombia,4.67412,-74.08456
SAM,Bogota,5,7,u,Bogota_5_7,Colombia,4.67412,-74.08456
SAM,Bogota,5,8,u,Bogota_5_8,Colombia,4.67412,-74.08456
SAM,Buenos_Aires,1,11,r,Buen_Air_1_11,Argentina,-34.2951,-59.09554
SAM,Buenos_Aires,1,19,r,Buen_Air_1_19,Argentina,-34.2951,-59.09554
SAM,Buenos_Aires,1,20,r,Buen_Air_1_20,Argentina,-34.2951,-59.09554
SAM,Buenos_Aires,1,5,r,Buen_Air_1_5,Argentina,-34.2951,-59.09554
SAM,Buenos_Aires,1,6,r,Buen_Air_1_6,Argentina,-34.2951,-59.09554
SAM,Buenos_Aires,18,13,u,Buen_Air_18_13,Argentina,-34.60497,-58.36666
SAM,Buenos_Aires,18,15,u,Buen_Air_18_15,Argentina,-34.60497,-58.36666
SAM,Buenos_Aires,18,17,u,Buen_Air_18_17,Argentina,-34.60497,-58.36666
SAM,Buenos_Aires,18,2,u,Buen_Air_18_2,Argentina,-34.60497,-58.36666
SAM,Buenos_Aires,18,3,u,Buen_Air_18_3,Argentina,-34.60497,-58.36666
SAM,Buenos_Aires,18,4,u,Buen_Air_18_4,Argentina,-34.60497,-58.36666
SAM,Buenos_Aires,18,9,u,Buen_Air_18_9,Argentina,-34.60497,-58.36666
SAM,Buenos_Aires,19,1,u,Buen_Air_19_1,Argentina,-34.60818,-58.36636
SAM,Buenos_Aires,19,11,u,Buen_Air_19_11,Argentina,-34.60818,-58.36636
SAM,Buenos_Aires,19,13,u,Buen_Air_19_13,Argentina,-34.60818,-58.36636
SAM,Buenos_Aires,19,17,u,Buen_Air_19_17,Argentina,-34.60818,-58.36636
SAM,Buenos_Aires,19,19,u,Buen_Air_19_19,Argentina,-34.60818,-58.36636
SAM,Buenos_Aires,19,2,u,Buen_Air_19_2,Argentina,-34.60818,-58.36636
SAM,Buenos_Aires,19,3,u,Buen_Air_19_3,Argentina,-34.60818,-58.36636
SAM,Buenos_Aires,19,6,u,Buen_Air_19_6,Argentina,-34.60818,-58.36636
SAM,Buenos_Aires,2,12,r,Buen_Air_2_12,Argentina,-34.30603,-59.09023
SAM,Buenos_Aires,2,16,r,Buen_Air_2_16,Argentina,-34.30603,-59.09023
SAM,Buenos_Aires,2,20,r,Buen_Air_2_20,Argentina,-34.30603,-59.09023
SAM,Buenos_Aires,2,5,r,Buen_Air_2_5,Argentina,-34.30603,-59.09023
SAM,Buenos_Aires,2,7,r,Buen_Air_2_7,Argentina,-34.30603,-59.09023
SAM,Buenos_Aires,21,10,u,Buen_Air_21_10,Argentina,-34.59901,-58.36398
SAM,Buenos_Aires,21,16,u,Buen_Air_21_16,Argentina,-34.59901,-58.36398
SAM,Buenos_Aires,21,17,u,Buen_Air_21_17,Argentina,-34.59901,-58.36398
SAM,Buenos_Aires,21,6,u,Buen_Air_21_6,Argentina,-34.59901,-58.36398
SAM,Buenos_Aires,21,7,u,Buen_Air_21_7,Argentina,-34.59901,-58.36398
SAM,Buenos_Aires,22,11,u,Buen_Air_22_11,Argentina,-34.59457,-58.37413
SAM,Buenos_Aires,22,14,u,Buen_Air_22_14,Argentina,-34.59457,-58.37413
SAM,Buenos_Aires,22,17,u,Buen_Air_22_17,Argentina,-34.59457,-58.37413
SAM,Buenos_Aires,22,2,u,Buen_Air_22_2,Argentina,-34.59457,-58.37413
SAM,Buenos_Aires,22,3,u,Buen_Air_22_3,Argentina,-34.59457,-58.37413
SAM,Buenos_Aires,22,5,u,Buen_Air_22_5,Argentina,-34.59457,-58.37413
SAM,Buenos_Aires,22,9,u,Buen_Air_22_9,Argentina,-34.59457,-58.37413
SAM,Buenos_Aires,23,1,u,Buen_Air_23_1,Argentina,-34.60021,-58.38453
SAM,Buenos_Aires,23,10,u,Buen_Air_23_10,Argentina,-34.60021,-58.38453
SAM,Buenos_Aires,23,2,u,Buen_Air_23_2,Argentina,-34.60021,-58.38453
SAM,Buenos_Aires,23,7,u,Buen_Air_23_7,Argentina,-34.60021,-58.38453
SAM,Buenos_Aires,23,8,u,Buen_Air_23_8,Argentina,-34.60021,-58.38453
SAM,Buenos_Aires,3,20,r,Buen_Air_3_20,Argentina,-34.31504,-59.08238
SAM,Buenos_Aires,3,7,r,Buen_Air_3_7,Argentina,-34.31504,-59.08238
SAM,Buenos_Aires,4,12,r,Buen_Air_4_12,Argentina,-34.32504,-59.07651
SAM,Buenos_Aires,4,17,r,Buen_Air_4_17,Argentina,-34.32504,-59.07651
SAM,Buenos_Aires,4,2,r,Buen_Air_4_2,Argentina,-34.32504,-59.07651
SAM,Buenos_Aires,4,3,r,Buen_Air_4_3,Argentina,-34.32504,-59.07651
SAM,Buenos_Aires,4,4,r,Buen_Air_4_4,Argentina,-34.32504,-59.07651
SAM,Buenos_Aires,4,6,r,Buen_Air_4_6,Argentina,-34.32504,-59.07651
SAM,Buenos_Aires,4,8,r,Buen_Air_4_8,Argentina,-34.32504,-59.07651
SAM,Buenos_Aires,5,15,r,Buen_Air_5_15,Argentina,-34.33501,-59.07162
SAM,Buenos_Aires,5,18,r,Buen_Air_5_18,Argentina,-34.33501,-59.07162
SAM,Buenos_Aires,5,19,r,Buen_Air_5_19,Argentina,-34.33501,-59.07162
SAM,Buenos_Aires,5,2,r,Buen_Air_5_2,Argentina,-34.33501,-59.07162
SAM,Buenos_Aires,5,8,r,Buen_Air_5_8,Argentina,-34.33501,-59.07162
NAM,Calgary,2,1,u,Calgary_2_1,Canada,51.04075,-114.06948
NAM,Calgary,2,10,u,Calgary_2_10,Canada,51.04075,-114.06948
NAM,Calgary,2,3,u,Calgary_2_3,Canada,51.04075,-114.06948
NAM,Calgary,2,4,u,Calgary_2_4,Canada,51.04075,-114.06948
NAM,Calgary,2,5,u,Calgary_2_5,Canada,51.04075,-114.06948
NAM,Calgary,2,9,u,Calgary_2_9,Canada,51.04075,-114.06948
NAM,Calgary,23,13,r,Calgary_23_13,Canada,50.87806,-114.08672
NAM,Calgary,23,14,r,Calgary_23_14,Canada,50.87806,-114.08672
NAM,Calgary,23,15,r,Calgary_23_15,Canada,50.87806,-114.08672
NAM,Calgary,23,2,r,Calgary_23_2,Canada,50.87806,-114.08672
NAM,Calgary,23,3,r,Calgary_23_3,Canada,50.87806,-114.08672
NAM,Calgary,23,4,r,Calgary_23_4,Canada,50.87806,-114.08672
NAM,Calgary,23,6,r,Calgary_23_6,Canada,50.87806,-114.08672
NAM,Calgary,23,8,r,Calgary_23_8,Canada,50.87806,-114.08672
NAM,Calgary,24,1,r,Calgary_24_1,Canada,50.87458,-114.03414
NAM,Calgary,24,10,r,Calgary_24_10,Canada,50.87458,-114.03414
NAM,Calgary,24,13,r,Calgary_24_13,Canada,50.87458,-114.03414
NAM,Calgary,24,2,r,Calgary_24_2,Canada,50.87458,-114.03414
NAM,Calgary,24,3,r,Calgary_24_3,Canada,50.87458,-114.03414
NAM,Calgary,24,5,r,Calgary_24_5,Canada,50.87458,-114.03414
NAM,Calgary,24,6,r,Calgary_24_6,Canada,50.87458,-114.03414
NAM,Calgary,24,8,r,Calgary_24_8,Canada,50.87458,-114.03414
NAM,Calgary,25,1,r,Calgary_25_1,Canada,50.87047,-114.03283
NAM,Calgary,25,11,r,Calgary_25_11,Canada,50.87047,-114.03283
NAM,Calgary,25,17,r,Calgary_25_17,Canada,50.87047,-114.03283
NAM,Calgary,25,2,r,Calgary_25_2,Canada,50.87047,-114.03283
NAM,Calgary,25,3,r,Calgary_25_3,Canada,50.87047,-114.03283
NAM,Calgary,25,6,r,Calgary_25_6,Canada,50.87047,-114.03283
NAM,Calgary,25,7,r,Calgary_25_7,Canada,50.87047,-114.03283
NAM,Calgary,27,1,r,Calgary_27_1,Canada,50.84155,-114.01353
NAM,Calgary,27,13,r,Calgary_27_13,Canada,50.84155,-114.01353
NAM,Calgary,27,16,r,Calgary_27_16,Canada,50.84155,-114.01353
NAM,Calgary,27,18,r,Calgary_27_18,Canada,50.84155,-114.01353
NAM,Calgary,27,19,r,Calgary_27_19,Canada,50.84155,-114.01353
NAM,Calgary,27,2,r,Calgary_27_2,Canada,50.84155,-114.01353
NAM,Calgary,27,8,r,Calgary_27_8,Canada,50.84155,-114.01353
NAM,Calgary,27,9,r,Calgary_27_9,Canada,50.84155,-114.01353
NAM,Calgary,28,10,r,Calgary_28_10,Canada,50.77474,-113.9755
NAM,Calgary,28,11,r,Calgary_28_11,Canada,50.77474,-113.9755
NAM,Calgary,28,3,r,Calgary_28_3,Canada,50.77474,-113.9755
NAM,Calgary,28,4,r,Calgary_28_4,Canada,50.77474,-113.9755
NAM,Calgary,28,5,r,Calgary_28_5,Canada,50.77474,-113.9755
NAM,Calgary,28,6,r,Calgary_28_6,Canada,50.77474,-113.9755
NAM,Calgary,28,7,r,Calgary_28_7,Canada,50.77474,-113.9755
NAM,Calgary,32,1,u,Calgary_32_1,Canada,51.05188,-114.05332
NAM,Calgary,32,2,u,Calgary_32_2,Canada,51.05188,-114.05332
NAM,Calgary,32,3,u,Calgary_32_3,Canada,51.05188,-114.05332
NAM,Calgary,32,4,u,Calgary_32_4,Canada,51.05188,-114.05332
NAM,Calgary,32,7,u,Calgary_32_7,Canada,51.05188,-114.05332
NAM,Calgary,32,8,u,Calgary_32_8,Canada,51.05188,-114.05332
NAM,Calgary,35,10,u,Calgary_35_10,Canada,51.0489,-114.09502
NAM,Calgary,35,12,u,Calgary_35_12,Canada,51.0489,-114.09502
NAM,Calgary,35,16,u,Calgary_35_16,Canada,51.0489,-114.09502
NAM,Calgary,35,3,u,Calgary_35_3,Canada,51.0489,-114.09502
NAM,Calgary,35,6,u,Calgary_35_6,Canada,51.0489,-114.09502
NAM,Calgary,35,7,u,Calgary_35_7,Canada,51.0489,-114.09502
NAM,Calgary,35,8,u,Calgary_35_8,Canada,51.0489,-114.09502
NAM,Calgary,36,1,u,Calgary_36_1,Canada,51.04438,-114.10329
NAM,Calgary,36,2,u,Calgary_36_2,Canada,51.04438,-114.10329
NAM,Calgary,36,4,u,Calgary_36_4,Canada,51.04438,-114.10329
NAM,Calgary,36,5,u,Calgary_36_5,Canada,51.04438,-114.10329
NAM,Calgary,36,7,u,Calgary_36_7,Canada,51.04438,-114.10329
NAM,Calgary,36,8,u,Calgary_36_8,Canada,51.04438,-114.10329
NAM,Calgary,36,9,u,Calgary_36_9,Canada,51.04438,-114.10329
NAM,Calgary,37,11,u,Calgary_37_11,Canada,51.04114,-114.08866
NAM,Calgary,37,12,u,Calgary_37_12,Canada,51.04114,-114.08866
NAM,Calgary,37,2,u,Calgary_37_2,Canada,51.04114,-114.08866
NAM,Calgary,37,3,u,Calgary_37_3,Canada,51.04114,-114.08866
NAM,Calgary,37,4,u,Calgary_37_4,Canada,51.04114,-114.08866
NAM,Calgary,37,6,u,Calgary_37_6,Canada,51.04114,-114.08866
NAM,Calgary,37,8,u,Calgary_37_8,Canada,51.04114,-114.08866
NAM,Calgary,37,9,u,Calgary_37_9,Canada,51.04114,-114.08866
OCE,Canberra,1,1,u,Canberra_1_1,Australia,-35.31041,149.12485
OCE,Canberra,1,12,u,Canberra_1_12,Australia,-35.31041,149.12485
OCE,Canberra,1,17,u,Canberra_1_17,Australia,-35.31041,149.12485
OCE,Canberra,1,2,u,Canberra_1_2,Australia,-35.31041,149.12485
OCE,Canberra,1,6,u,Canberra_1_6,Australia,-35.31041,149.12485
OCE,Canberra,1,7,u,Canberra_1_7,Australia,-35.31041,149.12485
OCE,Canberra,2,12,u,Canberra_2_12,Australia,-35.31118,149.12993
OCE,Canberra,2,13,u,Canberra_2_13,Australia,-35.31118,149.12993
OCE,Canberra,2,2,u,Canberra_2_2,Australia,-35.31118,149.12993
OCE,Canberra,2,20,u,Canberra_2_20,Australia,-35.31118,149.12993
OCE,Canberra,2,4,u,Canberra_2_4,Australia,-35.31118,149.12993
OCE,Canberra,2,5,u,Canberra_2_5,Australia,-35.31118,149.12993
OCE,Canberra,2,9,u,Canberra_2_9,Australia,-35.31118,149.12993
OCE,Canberra,3,10,u,Canberra_3_10,Australia,-35.31301,149.12907
OCE,Canberra,3,11,u,Canberra_3_11,Australia,-35.31301,149.12907
OCE,Canberra,3,4,u,Canberra_3_4,Australia,-35.31301,149.12907
OCE,Canberra,3,5,u,Canberra_3_5,Australia,-35.31301,149.12907
OCE,Canberra,30,14,r,Canberra_30_14,Australia,-35.35902,149.16641
OCE,Canberra,30,6,r,Canberra_30_6,Australia,-35.35902,149.16641
OCE,Canberra,30,8,r,Canberra_30_8,Australia,-35.35902,149.16641
OCE,Canberra,31,15,r,Canberra_31_15,Australia,-35.3617,149.16696
OCE,Canberra,31,17,r,Canberra_31_17,Australia,-35.3617,149.16696
OCE,Canberra,31,19,r,Canberra_31_19,Australia,-35.3617,149.16696
OCE,Canberra,31,6,r,Canberra_31_6,Australia,-35.3617,149.16696
OCE,Canberra,31,9,r,Canberra_31_9,Australia,-35.3617,149.16696
OCE,Canberra,32,11,r,Canberra_32_11,Australia,-35.36799,149.16743
OCE,Canberra,32,13,r,Canberra_32_13,Australia,-35.36799,149.16743
OCE,Canberra,32,15,r,Canberra_32_15,Australia,-35.36799,149.16743
OCE,Canberra,32,17,r,Canberra_32_17,Australia,-35.36799,149.16743
OCE,Canberra,33,8,r,Canberra_33_8,Australia,-35.37851,149.17047
OCE,Canberra,34,7,r,Canberra_34_7,Australia,-35.37976,149.17206
OCE,Canberra,4,15,u,Canberra_4_15,Australia,-35.31265,149.13138
OCE,Canberra,4,16,u,Canberra_4_16,Australia,-35.31265,149.13138
OCE,Canberra,4,3,u,Canberra_4_3,Australia,-35.31265,149.13138
OCE,Canberra,4,8,u,Canberra_4_8,Australia,-35.31265,149.13138
OCE,Canberra,5,12,u,Canberra_5_12,Australia,-35.31401,149.13092
OCE,Canberra,5,13,u,Canberra_5_13,Australia,-35.31401,149.13092
OCE,Canberra,5,14,u,Canberra_5_14,Australia,-35.31401,149.13092
OCE,Canberra,5,4,u,Canberra_5_4,Australia,-35.31401,149.13092
AFR,Cape_Town,12,10,u,Cape_Town_12_10,South Africa,-33.93386,18.41194
AFR,Cape_Town,12,11,u,Cape_Town_12_11,South Africa,-33.93386,18.41194
AFR,Cape_Town,12,13,u,Cape_Town_12_13,South Africa,-33.93386,18.41194
AFR,Cape_Town,12,2,u,Cape_Town_12_2,South Africa,-33.93386,18.41194
AFR,Cape_Town,12,4,u,Cape_Town_12_4,South Africa,-33.93386,18.41194
AFR,Cape_Town,12,5,u,Cape_Town_12_5,South Africa,-33.93386,18.41194
AFR,Cape_Town,12,6,u,Cape_Town_12_6,South Africa,-33.93386,18.41194
AFR,Cape_Town,12,7,u,Cape_Town_12_7,South Africa,-33.93386,18.41194
AFR,Cape_Town,12,8,u,Cape_Town_12_8,South Africa,-33.93386,18.41194
AFR,Cape_Town,13,2,u,Cape_Town_13_2,South Africa,-33.92962,18.41584
AFR,Cape_Town,13,3,u,Cape_Town_13_3,South Africa,-33.92962,18.41584
AFR,Cape_Town,13,4,u,Cape_Town_13_4,South Africa,-33.92962,18.41584
AFR,Cape_Town,13,6,u,Cape_Town_13_6,South Africa,-33.92962,18.41584
AFR,Cape_Town,13,9,u,Cape_Town_13_9,South Africa,-33.92962,18.41584
AFR,Cape_Town,14,10,u,Cape_Town_14_10,South Africa,-33.93572,18.45076
AFR,Cape_Town,14,2,u,Cape_Town_14_2,South Africa,-33.93572,18.45076
AFR,Cape_Town,14,3,u,Cape_Town_14_3,South Africa,-33.93572,18.45076
AFR,Cape_Town,14,4,u,Cape_Town_14_4,South Africa,-33.93572,18.45076
AFR,Cape_Town,14,6,u,Cape_Town_14_6,South Africa,-33.93572,18.45076
AFR,Cape_Town,14,7,u,Cape_Town_14_7,South Africa,-33.93572,18.45076
AFR,Cape_Town,14,8,u,Cape_Town_14_8,South Africa,-33.93572,18.45076
AFR,Cape_Town,18,12,r,Cape_Town_18_12,South Africa,-33.8781,18.7619
AFR,Cape_Town,18,14,r,Cape_Town_18_14,South Africa,-33.8781,18.7619
AFR,Cape_Town,18,16,r,Cape_Town_18_16,South Africa,-33.8781,18.7619
AFR,Cape_Town,18,4,r,Cape_Town_18_4,South Africa,-33.8781,18.7619
AFR,Cape_Town,18,9,r,Cape_Town_18_9,South Africa,-33.8781,18.7619
AFR,Cape_Town,19,1,r,Cape_Town_19_1,South Africa,-33.8647,18.8476
AFR,Cape_Town,19,10,r,Cape_Town_19_10,South Africa,-33.8647,18.8476
AFR,Cape_Town,19,15,r,Cape_Town_19_15,South Africa,-33.8647,18.8476
AFR,Cape_Town,19,16,r,Cape_Town_19_16,South Africa,-33.8647,18.8476
AFR,Cape_Town,19,5,r,Cape_Town_19_5,South Africa,-33.8647,18.8476
AFR,Cape_Town,19,9,r,Cape_Town_19_9,South Africa,-33.8647,18.8476
AFR,Cape_Town,3,12,u,Cape_Town_3_12,South Africa,-33.98924,18.48708
AFR,Cape_Town,3,13,u,Cape_Town_3_13,South Africa,-33.98924,18.48708
AFR,Cape_Town,3,15,u,Cape_Town_3_15,South Africa,-33.98924,18.48708
AFR,Cape_Town,3,17,u,Cape_Town_3_17,South Africa,-33.98924,18.48708
AFR,Cape_Town,3,4,u,Cape_Town_3_4,South Africa,-33.98924,18.48708
AFR,Cape_Town,3,8,u,Cape_Town_3_8,South Africa,-33.98924,18.48708
AFR,Cape_Town,3,9,u,Cape_Town_3_9,South Africa,-33.98924,18.48708
AFR,Cape_Town,4,1,u,Cape_Town_4_1,South Africa,-33.94883,18.47793
AFR,Cape_Town,4,18,u,Cape_Town_4_18,South Africa,-33.94883,18.47793
AFR,Cape_Town,4,3,u,Cape_Town_4_3,South Africa,-33.94883,18.47793
AFR,Cape_Town,4,6,u,Cape_Town_4_6,South Africa,-33.94883,18.47793
AFR,Cape_Town,4,8,u,Cape_Town_4_8,South Africa,-33.94883,18.47793
