city,seed,tp_scaled_r,nSites_r,nSites_u,tp_diff,betaLog_Dist,pvalLog_Dist,betaLog_fromGlobalModel,sig
Landshut,95,0.01897313510124029,233692,234035,7.387145838245665e-5,-0.356,0.19,-0.127,Not significant
Landshut,96,0.0190029059072642,233946,233809,5.211911133377878e-5,-0.356,0.19,-0.127,Not significant
Landshut,97,0.018963580029471332,233855,233938,9.130651118336927e-5,-0.356,0.19,-0.127,Not significant
Landshut,98,0.01901180118819798,233917,233848,-1.0690986957006404e-5,-0.356,0.19,-0.127,Not significant
Landshut,99,0.018967166152459802,233623,234097,8.60279736671736e-5,-0.356,0.19,-0.127,Not significant
Linkoping,1,0.019307227802962026,232680,231053,5.0202273486527754e-5,4.106,0,3.357,Significantly positive
Linkoping,10,0.019342258225650187,232011,232034,-3.8372491755821886e-5,4.106,0,3.357,Significantly positive
Linkoping,100,0.019236627067244584,231661,232265,1.7486214222471597e-4,4.106,0,3.357,Significantly positive
Linkoping,11,0.019486816796836032,231161,232695,-2.861363271398909e-4,4.106,0,3.357,Significantly positive
Linkoping,12,0.019157188038770947,232448,231568,3.341539628271932e-4,4.106,0,3.357,Significantly positive
Linkoping,13,0.019462424580588375,231852,232068,-2.9097470537070916e-4,4.106,0,3.357,Significantly positive
Linkoping,14,0.019422733539508328,232151,231899,-1.8475831148121596e-4,4.106,0,3.357,Significantly positive
Linkoping,15,0.01907564920737509,231582,232373,4.4819684260146916e-4,4.106,0,3.357,Significantly positive
Linkoping,16,0.01949404735526013,232029,231966,-3.740650903083058e-4,4.106,0,3.357,Significantly positive
Linkoping,17,0.019603795669741794,231436,232449,-5.106587452677995e-4,4.106,0,3.357,Significantly positive
Linkoping,18,0.01938791272911235,231969,232154,-7.573634539091365e-5,4.106,0,3.357,Significantly positive
Linkoping,19,0.019397721887912764,232128,231869,-1.5096158793587514e-4,4.106,0,3.357,Significantly positive
Linkoping,2,0.019304641035511574,232312,231711,4.182197801652979e-5,4.106,0,3.357,Significantly positive
Linkoping,20,0.01946172792606224,231846,232124,-2.3987747630179607e-4,4.106,0,3.357,Significantly positive
Linkoping,21,0.019172045251803757,231746,232256,3.079695168079419e-4,4.106,0,3.357,Significantly positive
Linkoping,22,0.01953853213245283,232225,231813,-3.8157270464105053e-4,4.106,0,3.357,Significantly positive
Linkoping,23,0.019186779827961315,231865,232122,2.4691188361785146e-4,4.106,0,3.357,Significantly positive
Linkoping,24,0.019413676738771143,232176,231838,-1.517300228149089e-4,4.106,0,3.357,Significantly positive
Linkoping,25,0.019387147617864125,231948,231975,-1.2186010481312487e-4,4.106,0,3.357,Significantly positive
Linkoping,26,0.0192650001469913,232069,231853,1.4869310526341786e-4,4.106,0,3.357,Significantly positive
Linkoping,27,0.01924842156406153,230616,232869,1.5696259368715507e-4,4.106,0,3.357,Significantly positive
Linkoping,28,0.019381427861818734,231905,232193,-9.532269340092533e-5,4.106,0,3.357,Significantly positive
Linkoping,29,0.019283259490841125,232213,231679,9.817451136704541e-5,4.106,0,3.357,Significantly positive
Linkoping,3,0.019383853589790338,230410,232904,-8.216872658817556e-5,4.106,0,3.357,Significantly positive
Linkoping,30,0.019375395355416925,231885,232126,-8.884668963349968e-5,4.106,0,3.357,Significantly positive
Linkoping,31,0.019384742734390493,232055,231981,-8.94185064315052e-5,4.106,0,3.357,Significantly positive
Linkoping,32,0.019403818129820342,231337,232488,-1.4404432639439704e-4,4.106,0,3.357,Significantly positive
Linkoping,33,0.01922256563215617,231230,232478,2.249853550232543e-4,4.106,0,3.357,Significantly positive
Linkoping,34,0.019102792794265928,230856,232746,4.0567045471721214e-4,4.106,0,3.357,Significantly positive
Linkoping,35,0.019456962864833,231676,232320,-2.1021934678407822e-4,4.106,0,3.357,Significantly positive
Linkoping,36,0.019351648148202068,231706,232290,-2.4944562150224642e-5,4.106,0,3.357,Significantly positive
Linkoping,37,0.019150969527424046,232380,231543,3.845022181281389e-4,4.106,0,3.357,Significantly positive
Linkoping,38,0.019428887695408653,232420,231526,-1.976231871137213e-4,4.106,0,3.357,Significantly positive
Linkoping,39,0.019399423681082006,231671,232275,-1.0460054172180613e-4,4.106,0,3.357,Significantly positive
Linkoping,4,0.01936759933725092,232023,232052,-5.4908433521124594e-5,4.106,0,3.357,Significantly positive
Linkoping,40,0.019104264261699377,232151,231929,4.439951561980883e-4,4.106,0,3.357,Significantly positive
Linkoping,41,0.019278191002813656,232147,231862,1.4836574303228253e-4,4.106,0,3.357,Significantly positive
Linkoping,42,0.019475504799948976,232230,231749,-2.795179499207566e-4,4.106,0,3.357,Significantly positive
Linkoping,43,0.019114538969653067,232187,231789,4.3107916575798114e-4,4.106,0,3.357,Significantly positive
Linkoping,44,0.01941307624206326,231341,232489,-1.4273277714275945e-4,4.106,0,3.357,Significantly positive
Linkoping,45,0.019429185281035856,232166,231812,-2.1583865284436482e-4,4.106,0,3.357,Significantly positive
Linkoping,46,0.01944710506219856,232002,231984,-2.7912668435231894e-4,4.106,0,3.357,Significantly positive
Linkoping,47,0.019065969163377966,231066,232737,4.5562191690069406e-4,4.106,0,3.357,Significantly positive
Linkoping,48,0.019289279159072307,231998,232059,9.159156160578122e-5,4.106,0,3.357,Significantly positive
Linkoping,49,0.01939619377437923,232452,231314,-1.6210165392091178e-4,4.106,0,3.357,Significantly positive
Linkoping,5,0.019558486061526728,232216,231805,-4.6906082379717315e-4,4.106,0,3.357,Significantly positive
Linkoping,50,0.019380024006022893,232787,230912,-7.388386707311151e-5,4.106,0,3.357,Significantly positive
Linkoping,51,0.01932457459737087,232157,231813,3.7675102296869795e-5,4.106,0,3.357,Significantly positive
Linkoping,52,0.019247130910822318,231599,232368,1.8397948609942538e-4,4.106,0,3.357,Significantly positive
Linkoping,53,0.019089042325519487,232255,231677,5.186304817737034e-4,4.106,0,3.357,Significantly positive
Linkoping,54,0.019301195775242468,231810,232210,6.574976298441906e-5,4.106,0,3.357,Significantly positive
Linkoping,55,0.01952707372512125,232057,231890,-4.031797176165357e-4,4.106,0,3.357,Significantly positive
Linkoping,56,0.019410835398640698,232122,231928,-2.012120157059219e-4,4.106,0,3.357,Significantly positive
Linkoping,57,0.019491954365134945,232002,231998,-3.361202541805122e-4,4.106,0,3.357,Significantly positive
Linkoping,58,0.019485855797577195,232074,231920,-3.0286962997493755e-4,4.106,0,3.357,Significantly positive
Linkoping,59,0.019347020738543292,231303,232542,-2.4910768374672432e-5,4.106,0,3.357,Significantly positive
Linkoping,6,0.01940330776038487,231349,232462,-1.357757273872974e-4,4.106,0,3.357,Significantly positive
Linkoping,60,0.019526637251050704,231768,232213,-3.632518376914945e-4,4.106,0,3.357,Significantly positive
Linkoping,61,0.01936357697104733,232224,231759,-4.8252952755484246e-5,4.106,0,3.357,Significantly positive
Linkoping,62,0.01940610988833037,230717,232834,-9.818954146226938e-5,4.106,0,3.357,Significantly positive
Linkoping,63,0.019248260254714232,232493,231311,1.8585388661105512e-4,4.106,0,3.357,Significantly positive
Linkoping,64,0.01920566143968648,232875,230659,2.853637377636456e-4,4.106,0,3.357,Significantly positive
Linkoping,65,0.019149506467025474,231915,232029,3.247171586180826e-4,4.106,0,3.357,Significantly positive
Linkoping,66,0.01949719836489127,231970,231970,-3.3544433036035437e-4,4.106,0,3.357,Significantly positive
Linkoping,67,0.019336650550230317,232581,231186,1.7388838947741264e-5,4.106,0,3.357,Significantly positive
Linkoping,68,0.019180117280317602,231800,232158,2.767924173318892e-4,4.106,0,3.357,Significantly positive
Linkoping,69,0.01911162120939663,231724,232346,3.982799609593343e-4,4.106,0,3.357,Significantly positive
Linkoping,7,0.01946216949978162,232003,232062,-2.8183380922541107e-4,4.106,0,3.357,Significantly positive
Linkoping,70,0.01939514277467533,231605,232296,-1.4337736349413766e-4,4.106,0,3.357,Significantly positive
Linkoping,71,0.019081095843080986,232359,231607,5.491075310215913e-4,4.106,0,3.357,Significantly positive
Linkoping,72,0.019271349216861095,232186,231715,1.0342969246266223e-4,4.106,0,3.357,Significantly positive
Linkoping,73,0.019329426117597713,232500,231444,3.969476378495179e-5,4.106,0,3.357,Significantly positive
Linkoping,74,0.01922927727748037,232754,230790,2.767405302274706e-4,4.106,0,3.357,Significantly positive
Linkoping,75,0.019402760560027932,232285,231631,-1.0501912950820064e-4,4.106,0,3.357,Significantly positive
Linkoping,76,0.01918205444154701,231411,232449,2.691570104814793e-4,4.106,0,3.357,Significantly positive
Linkoping,77,0.01959273304378436,232507,231163,-6.295988586920154e-4,4.106,0,3.357,Significantly positive
Linkoping,78,0.019524326720341514,230820,232840,-3.3387518095986946e-4,4.106,0,3.357,Significantly positive
Linkoping,79,0.019159301655077305,232783,230635,3.406150564111178e-4,4.106,0,3.357,Significantly positive
Linkoping,8,0.019363159186809413,232640,231075,-8.490034327804027e-5,4.106,0,3.357,Significantly positive
Linkoping,80,0.019531535035849062,232228,231855,-4.073666009112298e-4,4.106,0,3.357,Significantly positive
Linkoping,81,0.019379472907610648,232169,231846,-1.199549757977085e-4,4.106,0,3.357,Significantly positive
Linkoping,82,0.019454952795048844,231768,232157,-3.526895498659338e-4,4.106,0,3.357,Significantly positive
Linkoping,83,0.019434238375292342,232556,231182,-1.887530216631919e-4,4.106,0,3.357,Significantly positive
Linkoping,84,0.019397433049732304,232103,231968,-1.0540454661613768e-4,4.106,0,3.357,Significantly positive
Linkoping,85,0.01948032900394738,232518,231378,-3.3331158820892187e-4,4.106,0,3.357,Significantly positive
Linkoping,86,0.01949147275819092,231751,232189,-2.4111410750045706e-4,4.106,0,3.357,Significantly positive
Linkoping,87,0.019537227417573112,231319,232560,-3.696395730144325e-4,4.106,0,3.357,Significantly positive
Linkoping,88,0.019091358722929105,231631,232223,4.966178424063057e-4,4.106,0,3.357,Significantly positive
Linkoping,89,0.0192400656672853,232212,231816,1.8595117258409302e-4,4.106,0,3.357,Significantly positive
Linkoping,9,0.01943816636007484,232353,231646,-2.3307671704166436e-4,4.106,0,3.357,Significantly positive
Linkoping,90,0.019446865492662436,232044,231937,-2.3712026438782105e-4,4.106,0,3.357,Significantly positive
Linkoping,91,0.019207436885521945,232589,231209,2.6440034459630085e-4,4.106,0,3.357,Significantly positive
Linkoping,92,0.01917827583263819,232085,231945,3.171830489571738e-4,4.106,0,3.357,Significantly positive
Linkoping,93,0.01942931653618752,232575,231275,-1.9428703405397277e-4,4.106,0,3.357,Significantly positive
Linkoping,94,0.019335510401971883,232196,231787,-2.6200664917843536e-5,4.106,0,3.357,Significantly positive
Linkoping,95,0.01942198637417526,232132,231836,-1.8730355134383148e-4,4.106,0,3.357,Significantly positive
Linkoping,96,0.019199449607967243,232233,231825,2.53932448194983e-4,4.106,0,3.357,Significantly positive
Linkoping,97,0.019155377255931912,232189,231815,3.532484851531438e-4,4.106,0,3.357,Significantly positive
Linkoping,98,0.019393104410263123,231631,232321,-1.317455524668075e-4,4.106,0,3.357,Significantly positive
Linkoping,99,0.01958203365133358,232941,230421,-6.256107574034685e-4,4.106,0,3.357,Significantly positive
Loja,1,0.018672477405738058,230892,231670,4.730443548305041e-5,1.113,0,1.571,Significantly positive
Loja,10,0.01872784014442607,230937,231604,-3.863286719794912e-5,1.113,0,1.571,Significantly positive
Loja,100,0.018808654683284076,231371,231269,-2.5453123934476157e-4,1.113,0,1.571,Significantly positive
Loja,11,0.018756446123489607,230902,231552,-1.1093321537629722e-4,1.113,0,1.571,Significantly positive
Loja,12,0.0188096675607479,231365,231200,-2.289088144333054e-4,1.113,0,1.571,Significantly positive
Loja,13,0.018891041344159868,231382,231214,-3.729424401160697e-4,1.113,0,1.571,Significantly positive
Loja,14,0.018805863622267088,231935,230468,-2.8342936605698504e-4,1.113,0,1.571,Significantly positive
Loja,15,0.018792273823326808,231155,231468,-2.1022130362446934e-4,1.113,0,1.571,Significantly positive
Loja,16,0.0189511390945563,231642,230892,-5.309080340317393e-4,1.113,0,1.571,Significantly positive
Loja,17,0.018854197566873083,231316,231309,-3.0250337979644687e-4,1.113,0,1.571,Significantly positive
Loja,18,0.018800261746550865,231634,230924,-2.354582759776687e-4,1.113,0,1.571,Significantly positive
Loja,19,0.01877761670625234,231126,231449,-1.4151820633794e-4,1.113,0,1.571,Significantly positive
Loja,2,0.01871710218987751,230013,232257,-5.393679656244196e-5,1.113,0,1.571,Significantly positive
Loja,20,0.018695653594452764,231252,231388,-6.040863130530455e-5,1.113,0,1.571,Significantly positive
Loja,21,0.018802696937323973,231117,231393,-2.187695682761455e-4,1.113,0,1.571,Significantly positive
Loja,22,0.01871386063510995,230914,231674,-6.054556055211727e-5,1.113,0,1.571,Significantly positive
Loja,23,0.018782380383833782,230778,231788,-1.8868873228975597e-4,1.113,0,1.571,Significantly positive
Loja,24,0.01880730744122235,230585,231815,-2.1802177597768715e-4,1.113,0,1.571,Significantly positive
Loja,25,0.018664737170691302,230442,231921,1.6122793445490224e-5,1.113,0,1.571,Significantly positive
Loja,26,0.01859318661236313,230367,231942,1.5450303638976648e-4,1.113,0,1.571,Significantly positive
Loja,27,0.018526405145310596,229925,232136,2.615057645044966e-4,1.113,0,1.571,Significantly positive
Loja,28,0.018893513947552745,231713,230698,-3.9652059046520194e-4,1.113,0,1.571,Significantly positive
Loja,29,0.01878537800842899,231374,231205,-1.459428411001891e-4,1.113,0,1.571,Significantly positive
Loja,3,0.01878581773723888,231355,231225,-2.1829499163823415e-4,1.113,0,1.571,Significantly positive
Loja,30,0.01870720237097372,230908,231593,-6.896635624175154e-5,1.113,0,1.571,Significantly positive
Loja,31,0.018713376190453306,230821,231742,-2.536555537284088e-5,1.113,0,1.571,Significantly positive
Loja,32,0.01851103840045036,229880,232276,3.207698007170745e-4,1.113,0,1.571,Significantly positive
Loja,33,0.018553081958116655,230363,231965,2.1429224755691728e-4,1.113,0,1.571,Significantly positive
Loja,34,0.01854631895716022,230185,232183,2.3488361129573795e-4,1.113,0,1.571,Significantly positive
Loja,35,0.018558320059099895,229769,232292,2.093787616263415e-4,1.113,0,1.571,Significantly positive
Loja,36,0.018722341860624676,230602,231871,-6.595516925008912e-5,1.113,0,1.571,Significantly positive
Loja,37,0.01861130267990159,231117,231451,1.014133182329173e-4,1.113,0,1.571,Significantly positive
Loja,38,0.01879200667517965,231760,230769,-2.593663595336325e-4,1.113,0,1.571,Significantly positive
Loja,39,0.018806026859784147,231385,231202,-2.316534383361088e-4,1.113,0,1.571,Significantly positive
Loja,4,0.01859692006406978,230982,231612,1.3238299516193583e-4,1.113,0,1.571,Significantly positive
Loja,40,0.018603086260889797,230389,231915,1.2263539881429003e-4,1.113,0,1.571,Significantly positive
Loja,41,0.018630529889522084,230647,231831,5.8394708247852534e-5,1.113,0,1.571,Significantly positive
Loja,42,0.018582802262256955,230545,231967,1.7398750342215163e-4,1.113,0,1.571,Significantly positive
Loja,43,0.01852761619138455,230360,232019,3.140780731485243e-4,1.113,0,1.571,Significantly positive
Loja,44,0.01864005888830788,230445,231961,4.896642418868516e-5,1.113,0,1.571,Significantly positive
Loja,45,0.01850756457187101,231075,231422,2.7243628335302597e-4,1.113,0,1.571,Significantly positive
Loja,46,0.018760955396865616,230873,231648,-1.4663436265579047e-4,1.113,0,1.571,Significantly positive
Loja,47,0.018739211356584413,230763,231777,-9.855058512518028e-5,1.113,0,1.571,Significantly positive
Loja,48,0.018611116112669177,230350,231952,1.7208522796929165e-4,1.113,0,1.571,Significantly positive
Loja,49,0.01879376850437325,231674,230894,-2.476531470913812e-4,1.113,0,1.571,Significantly positive
Loja,5,0.01852664059060932,229605,232369,2.8924887240480007e-4,1.113,0,1.571,Significantly positive
Loja,50,0.01855964547316041,230916,231639,2.045962191151475e-4,1.113,0,1.571,Significantly positive
Loja,51,0.018924030637840043,231765,230793,-5.641543895896495e-4,1.113,0,1.571,Significantly positive
Loja,52,0.018690255857514416,230840,231684,-3.8668845403301566e-5,1.113,0,1.571,Significantly positive
Loja,53,0.01867982327014113,230830,231617,4.989044463638015e-6,1.113,0,1.571,Significantly positive
Loja,54,0.018613774956868306,230680,231765,1.534781319218817e-4,1.113,0,1.571,Significantly positive
Loja,55,0.018664180638669415,231014,231498,2.684810973486995e-5,1.113,0,1.571,Significantly positive
Loja,56,0.01862928649178091,230108,232193,9.82724269295368e-5,1.113,0,1.571,Significantly positive
Loja,57,0.01859502808506131,231052,231499,1.7067383397934704e-4,1.113,0,1.571,Significantly positive
Loja,58,0.018644782264773573,231153,231288,2.6819563006232755e-5,1.113,0,1.571,Significantly positive
Loja,59,0.01872717295326461,230685,231746,-5.325279319051343e-5,1.113,0,1.571,Significantly positive
Loja,6,0.018633975022069142,230571,231875,8.536308321807282e-5,1.113,0,1.571,Significantly positive
Loja,60,0.018542128178228562,229562,232415,2.7610578226337085e-4,1.113,0,1.571,Significantly positive
Loja,61,0.018722392692856936,231068,231402,-5.879969527750398e-5,1.113,0,1.571,Significantly positive
Loja,62,0.01856988042389172,230255,232063,2.2419889493737605e-4,1.113,0,1.571,Significantly positive
Loja,63,0.018668264055383386,231382,231213,1.5321748036544597e-5,1.113,0,1.571,Significantly positive
Loja,64,0.018617234354305574,230370,231953,1.0617429009654802e-4,1.113,0,1.571,Significantly positive
Loja,65,0.018721787903554426,231499,231065,-7.132397250417255e-5,1.113,0,1.571,Significantly positive
Loja,66,0.018816087265944855,231479,231085,-2.711625108556444e-4,1.113,0,1.571,Significantly positive
Loja,67,0.018780877068784792,231307,231178,-2.0719759891182563e-4,1.113,0,1.571,Significantly positive
Loja,68,0.018828488149120103,231570,230970,-2.923182565503536e-4,1.113,0,1.571,Significantly positive
Loja,69,0.01872323884800108,231288,231349,-1.1511522888942027e-4,1.113,0,1.571,Significantly positive
Loja,7,0.018717083109306396,230976,231602,-4.254197576302604e-5,1.113,0,1.571,Significantly positive
Loja,70,0.018781309337465652,231872,230535,-1.4364568577401177e-4,1.113,0,1.571,Significantly positive
Loja,71,0.01856722178808726,230737,231709,1.936783272675005e-4,1.113,0,1.571,Significantly positive
Loja,72,0.018860115068622483,231759,230542,-3.478086695218735e-4,1.113,0,1.571,Significantly positive
Loja,73,0.01868812700018925,230602,231868,1.1242432638315647e-5,1.113,0,1.571,Significantly positive
Loja,74,0.018642747050990564,231247,231398,2.9424798070120523e-5,1.113,0,1.571,Significantly positive
Loja,75,0.01861873548850373,230787,231681,8.98576460609847e-5,1.113,0,1.571,Significantly positive
Loja,76,0.018681169543699992,230940,231573,7.885239734799557e-5,1.113,0,1.571,Significantly positive
Loja,77,0.018463827321163567,230205,231989,3.656836343683134e-4,1.113,0,1.571,Significantly positive
Loja,78,0.01862120032894397,230804,231644,9.552587673225185e-5,1.113,0,1.571,Significantly positive
Loja,79,0.018763152837950114,231276,231250,-1.6928464541565713e-4,1.113,0,1.571,Significantly positive
Loja,8,0.0185718971987182,230896,231705,2.061187197918389e-4,1.113,0,1.571,Significantly positive
Loja,80,0.018846104975050945,230622,231824,-3.3283055881987156e-4,1.113,0,1.571,Significantly positive
Loja,81,0.018796434589451506,231225,231382,-1.907284275803854e-4,1.113,0,1.571,Significantly positive
Loja,82,0.01871253549962952,230490,231935,-5.219364576442703e-5,1.113,0,1.571,Significantly positive
Loja,83,0.018551480137845015,230386,232074,1.92064466839878e-4,1.113,0,1.571,Significantly positive
Loja,84,0.018699532562684376,231141,231496,-2.8511060440016e-6,1.113,0,1.571,Significantly positive
Loja,85,0.01890940562540084,231565,230902,-4.581034015211545e-4,1.113,0,1.571,Significantly positive
Loja,86,0.01876875171860823,230713,231718,-1.9250480618199228e-4,1.113,0,1.571,Significantly positive
Loja,87,0.0187411902577721,231310,231185,-8.898049333442085e-5,1.113,0,1.571,Significantly positive
Loja,88,0.018742784575888953,230458,231936,-7.717281930165465e-5,1.113,0,1.571,Significantly positive
Loja,89,0.018685526195606632,230945,231671,2.139411579554773e-5,1.113,0,1.571,Significantly positive
Loja,9,0.018494885156752284,229917,232251,3.0505553861290974e-4,1.113,0,1.571,Significantly positive
Loja,90,0.018574117237394088,230903,231508,1.7966559995836323e-4,1.113,0,1.571,Significantly positive
Loja,91,0.01883305342210822,231590,230984,-3.176893908364356e-4,1.113,0,1.571,Significantly positive
Loja,92,0.018538047842813744,230119,232069,2.1595758597591289e-4,1.113,0,1.571,Significantly positive
Loja,93,0.018632559538603526,231026,231568,1.0453854913518301e-4,1.113,0,1.571,Significantly positive
Loja,94,0.018763535442154602,231443,231169,-1.90505880406297e-4,1.113,0,1.571,Significantly positive
Loja,95,0.018621123775650197,230622,231876,1.1373037856609453e-4,1.113,0,1.571,Significantly positive
Loja,96,0.018767339233666983,231250,231337,-1.6240872220680755e-4,1.113,0,1.571,Significantly positive
Loja,97,0.018697978884264697,230849,231767,-4.706483986224863e-5,1.113,0,1.571,Significantly positive
Loja,98,0.01850410925139481,230035,232187,3.565947516308114e-4,1.113,0,1.571,Significantly positive
Loja,99,0.018756908638014217,231174,231403,-1.2431494672584392e-4,1.113,0,1.571,Significantly positive
Medellin,1,0.01896727641659619,228566,229125,1.2401262411261202e-4,-3.45,0,-1.527,Significantly negative
Medellin,10,0.01887157873530971,228026,229600,2.616568054878213e-4,-3.45,0,-1.527,Significantly negative
Medellin,100,0.019082355225922564,230321,226794,-8.432105130919826e-5,-3.45,0,-1.527,Significantly negative
Medellin,11,0.019020388508252793,230002,227295,-1.3886257588635598e-5,-3.45,0,-1.527,Significantly negative
Medellin,12,0.01904242371292798,230098,227328,6.098401499253503e-6,-3.45,0,-1.527,Significantly negative
Medellin,13,0.018848433797123344,226326,230461,2.818031252921349e-4,-3.45,0,-1.527,Significantly negative
Medellin,14,0.01883976455992719,225679,230651,3.0493820242523395e-4,-3.45,0,-1.527,Significantly negative
Medellin,15,0.01896792421345464,230096,227397,1.638681912411212e-4,-3.45,0,-1.527,Significantly negative
Medellin,16,0.018890993644207897,228640,229225,1.8083666882655683e-4,-3.45,0,-1.527,Significantly negative
Medellin,17,0.018924847926720317,227430,230066,1.1361602376140298e-4,-3.45,0,-1.527,Significantly negative
Medellin,18,0.019080220986405272,229646,227940,-1.2037497492885588e-4,-3.45,0,-1.527,Significantly negative
Medellin,19,0.018980971753272,230057,227286,3.328085285615734e-5,-3.45,0,-1.527,Significantly negative
Medellin,2,0.01899764527007375,229513,228314,7.59424818586249e-5,-3.45,0,-1.527,Significantly negative
Medellin,20,0.019053842874352443,228921,229038,-1.0915385413243911e-4,-3.45,0,-1.527,Significantly negative
Medellin,21,0.019121933674807752,229607,228121,-1.7537603693419668e-4,-3.45,0,-1.527,Significantly negative
Medellin,22,0.01886339876116562,228030,229606,3.058294197856373e-4,-3.45,0,-1.527,Significantly negative
Medellin,23,0.01896766801221528,230103,227233,1.1958448856890305e-4,-3.45,0,-1.527,Significantly negative
Medellin,24,0.01900906519109304,229437,228391,6.642825408649175e-5,-3.45,0,-1.527,Significantly negative
Medellin,25,0.018921649571866424,229259,228565,1.9059704324778798e-4,-3.45,0,-1.527,Significantly negative
Medellin,26,0.019077669449433565,230093,227245,-1.381323153981269e-4,-3.45,0,-1.527,Significantly negative
Medellin,27,0.019104786178819753,228450,229331,-1.6381065305784773e-4,-3.45,0,-1.527,Significantly negative
Medellin,28,0.01898993768656796,229335,228258,2.1671461688181626e-5,-3.45,0,-1.527,Significantly negative
Medellin,29,0.01905375668716971,230075,227350,-1.372277361962014e-4,-3.45,0,-1.527,Significantly negative
Medellin,3,0.01894793498120574,228763,228880,1.0442656728045646e-4,-3.45,0,-1.527,Significantly negative
Medellin,30,0.019067596294852177,228170,229507,-3.16499795637859e-5,-3.45,0,-1.527,Significantly negative
Medellin,31,0.01900841005065184,228183,229597,-4.453191854209698e-5,-3.45,0,-1.527,Significantly negative
Medellin,32,0.01903824526156051,229758,227954,4.927290321230654e-6,-3.45,0,-1.527,Significantly negative
Medellin,33,0.018818851450429983,226082,230647,2.724733433692901e-4,-3.45,0,-1.527,Significantly negative
Medellin,34,0.01896344326758168,229339,228485,1.4742451756398836e-4,-3.45,0,-1.527,Significantly negative
Medellin,35,0.018870689075723427,229125,228672,2.5190753608394026e-4,-3.45,0,-1.527,Significantly negative
Medellin,36,0.019080156418193793,229538,228198,-6.790899398795985e-5,-3.45,0,-1.527,Significantly negative
Medellin,37,0.01904995471359525,230101,226996,6.121980426956192e-6,-3.45,0,-1.527,Significantly negative
Medellin,38,0.01906160914479039,230470,226431,-1.4482011722022e-4,-3.45,0,-1.527,Significantly negative
Medellin,39,0.018934223863039005,228282,229453,2.2701266035352052e-4,-3.45,0,-1.527,Significantly negative
Medellin,4,0.019063560781816296,229681,227976,-5.23894267983778e-5,-3.45,0,-1.527,Significantly negative
Medellin,40,0.019004962815053927,230381,226721,-6.3637203479322e-5,-3.45,0,-1.527,Significantly negative
Medellin,41,0.019019546173273442,226990,230248,-6.343690258085732e-6,-3.45,0,-1.527,Significantly negative
Medellin,42,0.019014783902988937,230028,227527,-8.721769081905528e-6,-3.45,0,-1.527,Significantly negative
Medellin,43,0.019084556009049694,230928,224666,-1.699087803134873e-4,-3.45,0,-1.527,Significantly negative
Medellin,44,0.01915748083900636,229270,228605,-2.385123888935317e-4,-3.45,0,-1.527,Significantly negative
Medellin,45,0.01879127864731333,227189,230114,3.9589516370533775e-4,-3.45,0,-1.527,Significantly negative
Medellin,46,0.019062020447899973,229965,227474,-5.435628338484877e-5,-3.45,0,-1.527,Significantly negative
Medellin,47,0.01892299645224594,230990,224802,1.1356304873274409e-4,-3.45,0,-1.527,Significantly negative
Medellin,48,0.01902751065918628,228456,229301,-3.971315768500766e-5,-3.45,0,-1.527,Significantly negative
Medellin,49,0.019028843542156143,228776,229016,-1.1637320981056423e-4,-3.45,0,-1.527,Significantly negative
Medellin,5,0.018966792168382995,229334,228557,1.5704591703967485e-4,-3.45,0,-1.527,Significantly negative
Medellin,50,0.019029398530852205,229983,227638,-2.0262689136064244e-5,-3.45,0,-1.527,Significantly negative
Medellin,51,0.019021090068482543,227772,229766,2.8269565072871344e-5,-3.45,0,-1.527,Significantly negative
Medellin,52,0.01900071211614612,230386,226919,3.550561018053622e-5,-3.45,0,-1.527,Significantly negative
Medellin,53,0.01897897777190559,229559,228178,1.0596361526777134e-4,-3.45,0,-1.527,Significantly negative
Medellin,54,0.019057134823988898,229009,228622,-1.4419147286277856e-4,-3.45,0,-1.527,Significantly negative
Medellin,55,0.0190476490107055,230314,226682,-2.7953318339671296e-5,-3.45,0,-1.527,Significantly negative
Medellin,56,0.018936202421690015,228694,229083,1.9650498041856243e-4,-3.45,0,-1.527,Significantly negative
Medellin,57,0.01899749014808693,230038,227343,3.770750575195908e-6,-3.45,0,-1.527,Significantly negative
Medellin,58,0.018902846384988067,228629,229126,2.1170663081741814e-4,-3.45,0,-1.527,Significantly negative
Medellin,59,0.019015662517184794,228014,229596,3.6864303571682716e-5,-3.45,0,-1.527,Significantly negative
Medellin,6,0.01894853719700978,229498,228186,1.4276985720953692e-4,-3.45,0,-1.527,Significantly negative
Medellin,60,0.01885615868508053,227539,229985,3.2118700783536486e-4,-3.45,0,-1.527,Significantly negative
Medellin,61,0.019067669403829774,228478,229262,-1.4050374867041748e-4,-3.45,0,-1.527,Significantly negative
Medellin,62,0.018925070170211736,226376,230487,1.4664953412583254e-4,-3.45,0,-1.527,Significantly negative
Medellin,63,0.018850307638134632,227021,230137,3.1496512848942435e-4,-3.45,0,-1.527,Significantly negative
Medellin,64,0.019118654177435808,230279,227010,-1.8367261614236907e-4,-3.45,0,-1.527,Significantly negative
Medellin,65,0.018998065907768123,230163,227125,8.7445592044582e-5,-3.45,0,-1.527,Significantly negative
Medellin,66,0.018900527043542725,228617,229105,1.9640835007686194e-4,-3.45,0,-1.527,Significantly negative
Medellin,67,0.018929609390392604,229373,228464,8.057286574934819e-5,-3.45,0,-1.527,Significantly negative
