continent,country,city,latitude_city,longitude_city,sampled_by,human_population_size,area,age,density,slope_rlm,pval_rlm,significant_rlm,freqHCN,num_populations,total_num_plants,transect_length,population,total_plants,annualAI_Mean,annualPET_Mean,DEM_Mean,GMIS_Mean,NDSI_Mean,summerLST_Mean,summerNDVI_Mean,winterLST_Mean,winterNDVI_Mean
North America,Mexico,Mexico_City,19.432608,-99.133209,Juan Fornoni; Mariana Chávez-Pesqueira; Diego Carmona,8421000,1579.06,205,5332.92,-0.103,0.559,No,0.05,33,648,28.33,33,20,0.467,1609,2265,70.972,-0.276,39.712,0.245,22.915,0.22
North America,USA,Minneapolis,44.9773,-93.265469,Amanda J. Gorton; Nicholas J. Deacon,382603,1442.55,131,265.227,0.018,0.512,No,0,44,653,51,1,14,0.833,923,307,0,0.815,34.799,0.627,-20.235,-0.008
North America,USA,Minneapolis,44.9773,-93.265469,Amanda J. Gorton; Nicholas J. Deacon,382603,1442.55,131,265.227,0.018,0.512,No,0,44,653,51,2,16,0.832,923,303,0,0.58,31.411,0.824,-18.633,0.083
North America,USA,Minneapolis,44.9773,-93.265469,Amanda J. Gorton; Nicholas J. Deacon,382603,1442.55,131,265.227,0.018,0.512,No,0.125,44,653,51,3,16,0.837,921,318,0,0.682,32.692,0.723,-18.96,0.062
North America,USA,Minneapolis,44.9773,-93.265469,Amanda J. Gorton; Nicholas J. Deacon,382603,1442.55,131,265.227,0.018,0.512,No,0.067,44,653,51,4,15,0.837,919,325,4.114,0.513,33.533,0.785,-19.483,0.159
North America,USA,Minneapolis,44.9773,-93.265469,Amanda J. Gorton; Nicholas J. Deacon,382603,1442.55,131,265.227,0.018,0.512,No,0,44,653,51,5,15,0.843,919,337,0,0.127,32.155,0.797,-19.567,0.25
North America,USA,Minneapolis,44.9773,-93.265469,Amanda J. Gorton; Nicholas J. Deacon,382603,1442.55,131,265.227,0.018,0.512,No,0,44,653,51,6,15,0.847,917,342,0,0.797,32.036,0.763,-20.619,-0.008
North America,USA,Minneapolis,44.9773,-93.265469,Amanda J. Gorton; Nicholas J. Deacon,382603,1442.55,131,265.227,0.018,0.512,No,0.133,44,653,51,7,15,0.847,916,336,0,0.746,31.139,0.824,-21.242,0.089
North America,USA,Minneapolis,44.9773,-93.265469,Amanda J. Gorton; Nicholas J. Deacon,382603,1442.55,131,265.227,0.018,0.512,No,0,44,653,51,8,15,0.84,918,315,0,0.558,31.512,0.776,-20.075,0.128
North America,USA,Minneapolis,44.9773,-93.265469,Amanda J. Gorton; Nicholas J. Deacon,382603,1442.55,131,265.227,0.018,0.512,No,0,44,653,51,9,14,0.836,917,304,0,0.773,33.147,0.818,-19.773,0.016
North America,USA,Minneapolis,44.9773,-93.265469,Amanda J. Gorton; Nicholas J. Deacon,382603,1442.55,131,265.227,0.018,0.512,No,0,44,653,51,10,15,0.836,918,305,0,0.536,34.016,0.75,-19.174,0.081
North America,USA,Minneapolis,44.9773,-93.265469,Amanda J. Gorton; Nicholas J. Deacon,382603,1442.55,131,265.227,0.018,0.512,No,0,44,653,51,11,9,0.834,918,307,0,0.766,33.564,0.715,-19.564,0.077
North America,USA,Minneapolis,44.9773,-93.265469,Amanda J. Gorton; Nicholas J. Deacon,382603,1442.55,131,265.227,0.018,0.512,No,0.067,44,653,51,12,15,0.834,918,303,0,0.795,31.875,0.873,-19.388,0.003
North America,USA,Minneapolis,44.9773,-93.265469,Amanda J. Gorton; Nicholas J. Deacon,382603,1442.55,131,265.227,0.018,0.512,No,0.333,44,653,51,13,15,0.834,925,276,0.444,0.689,32.422,0.782,-19.107,0.045
North America,USA,Minneapolis,44.9773,-93.265469,Amanda J. Gorton; Nicholas J. Deacon,382603,1442.55,131,265.227,0.018,0.512,No,0,44,653,51,14,15,0.833,918,299,45.943,0.744,43.318,0.426,-19.271,-0.004
North America,USA,Minneapolis,44.9773,-93.265469,Amanda J. Gorton; Nicholas J. Deacon,382603,1442.55,131,265.227,0.018,0.512,No,0.267,44,653,51,15,15,0.838,914,309,33.944,0.807,41.832,0.655,-17.92,0.018
North America,USA,Minneapolis,44.9773,-93.265469,Amanda J. Gorton; Nicholas J. Deacon,382603,1442.55,131,265.227,0.018,0.512,No,0.067,44,653,51,16,15,0.834,917,302,26.886,0.784,37.397,0.705,-19.728,0.048
North America,USA,Minneapolis,44.9773,-93.265469,Amanda J. Gorton; Nicholas J. Deacon,382603,1442.55,131,265.227,0.018,0.512,No,0,44,653,51,17,15,0.839,913,315,69.406,0.7,46.039,0.325,-18.122,0.014
North America,USA,Minneapolis,44.9773,-93.265469,Amanda J. Gorton; Nicholas J. Deacon,382603,1442.55,131,265.227,0.018,0.512,No,0.125,44,653,51,18,16,0.841,912,316,17.657,0.61,38.411,0.728,-18.653,0.138
North America,USA,Minneapolis,44.9773,-93.265469,Amanda J. Gorton; Nicholas J. Deacon,382603,1442.55,131,265.227,0.018,0.512,No,0.312,44,653,51,19,16,0.843,912,333,47.531,0.538,43.896,0.367,-18.386,0.056
North America,USA,Minneapolis,44.9773,-93.265469,Amanda J. Gorton; Nicholas J. Deacon,382603,1442.55,131,265.227,0.018,0.512,No,0,44,653,51,20,11,0.847,907,331,32.343,0.416,39.773,0.618,-19.397,0.19
North America,USA,Minneapolis,44.9773,-93.265469,Amanda J. Gorton; Nicholas J. Deacon,382603,1442.55,131,265.227,0.018,0.512,No,0.062,44,653,51,21,16,0.847,907,329,13.727,0.707,36.987,0.715,-19.786,0.04
North America,USA,Minneapolis,44.9773,-93.265469,Amanda J. Gorton; Nicholas J. Deacon,382603,1442.55,131,265.227,0.018,0.512,No,0,44,653,51,22,6,0.835,914,298,43.088,0.756,43.538,0.475,-19.467,0.002
North America,USA,Minneapolis,44.9773,-93.265469,Amanda J. Gorton; Nicholas J. Deacon,382603,1442.55,131,265.227,0.018,0.512,No,0,44,653,51,23,15,0.828,914,287,37.625,0.738,36.91,0.6,-19.375,0.051
North America,USA,Minneapolis,44.9773,-93.265469,Amanda J. Gorton; Nicholas J. Deacon,382603,1442.55,131,265.227,0.018,0.512,No,0.2,44,653,51,24,15,0.835,909,315,12.944,0.79,41.082,0.662,-19.192,0.041
North America,USA,Minneapolis,44.9773,-93.265469,Amanda J. Gorton; Nicholas J. Deacon,382603,1442.55,131,265.227,0.018,0.512,No,0.067,44,653,51,25,15,0.83,911,305,8.829,0.454,36.814,0.784,-20.026,0.269
North America,USA,Minneapolis,44.9773,-93.265469,Amanda J. Gorton; Nicholas J. Deacon,382603,1442.55,131,265.227,0.018,0.512,No,0.067,44,653,51,26,15,0.812,917,270,35.886,0.634,40.286,0.626,-18.613,0.113
North America,USA,Minneapolis,44.9773,-93.265469,Amanda J. Gorton; Nicholas J. Deacon,382603,1442.55,131,265.227,0.018,0.512,No,0,44,653,51,27,15,0.794,925,247,61.472,0.706,44.346,0.395,-19.322,0.028
North America,USA,Minneapolis,44.9773,-93.265469,Amanda J. Gorton; Nicholas J. Deacon,382603,1442.55,131,265.227,0.018,0.512,No,0,44,653,51,28,16,0.806,916,249,40.486,0.766,43.525,0.519,-18.933,0.03
North America,USA,Minneapolis,44.9773,-93.265469,Amanda J. Gorton; Nicholas J. Deacon,382603,1442.55,131,265.227,0.018,0.512,No,0,44,653,51,29,16,0.806,916,252,59.892,0.819,47.852,0.438,-19.351,-0.014
North America,USA,Minneapolis,44.9773,-93.265469,Amanda J. Gorton; Nicholas J. Deacon,382603,1442.55,131,265.227,0.018,0.512,No,0,44,653,51,30,16,0.801,916,249,93.844,0.662,50.49,0.174,-18.309,-0.002
North America,USA,Minneapolis,44.9773,-93.265469,Amanda J. Gorton; Nicholas J. Deacon,382603,1442.55,131,265.227,0.018,0.512,No,0.062,44,653,51,31,16,0.801,916,250,72.946,0.794,48.527,0.374,-19.203,0.016
North America,USA,Minneapolis,44.9773,-93.265469,Amanda J. Gorton; Nicholas J. Deacon,382603,1442.55,131,265.227,0.018,0.512,No,0,44,653,51,32,16,0.805,912,247,38.75,0.712,44.408,0.52,-18.551,0.021
North America,USA,Minneapolis,44.9773,-93.265469,Amanda J. Gorton; Nicholas J. Deacon,382603,1442.55,131,265.227,0.018,0.512,No,0.062,44,653,51,33,16,0.805,913,252,36.686,0.821,42.764,0.603,-19.742,0.009
North America,USA,Minneapolis,44.9773,-93.265469,Amanda J. Gorton; Nicholas J. Deacon,382603,1442.55,131,265.227,0.018,0.512,No,0,44,653,51,34,15,0.805,912,254,40.114,0.665,42.846,0.556,-18.692,0.076
North America,USA,Minneapolis,44.9773,-93.265469,Amanda J. Gorton; Nicholas J. Deacon,382603,1442.55,131,265.227,0.018,0.512,No,0.062,44,653,51,35,16,0.806,912,258,41.086,0.709,45.735,0.546,-18.141,0.063
North America,USA,Minneapolis,44.9773,-93.265469,Amanda J. Gorton; Nicholas J. Deacon,382603,1442.55,131,265.227,0.018,0.512,No,0,44,653,51,36,15,0.808,911,261,27.257,0.806,44.083,0.55,-19.209,0.038
North America,USA,Minneapolis,44.9773,-93.265469,Amanda J. Gorton; Nicholas J. Deacon,382603,1442.55,131,265.227,0.018,0.512,No,0,44,653,51,37,15,0.812,909,256,30.286,0.693,41.483,0.644,-17.848,0.072
North America,USA,Minneapolis,44.9773,-93.265469,Amanda J. Gorton; Nicholas J. Deacon,382603,1442.55,131,265.227,0.018,0.512,No,0,44,653,51,38,16,0.812,909,264,55.088,0.755,46.641,0.434,-18.634,0.03
North America,USA,Minneapolis,44.9773,-93.265469,Amanda J. Gorton; Nicholas J. Deacon,382603,1442.55,131,265.227,0.018,0.512,No,0.133,44,653,51,39,15,0.813,909,264,35.514,0.669,44.589,0.561,-18.234,0.096
North America,USA,Minneapolis,44.9773,-93.265469,Amanda J. Gorton; Nicholas J. Deacon,382603,1442.55,131,265.227,0.018,0.512,No,0,44,653,51,40,15,0.814,909,261,63.676,0.679,48.725,0.427,-17.826,0.127
North America,USA,Minneapolis,44.9773,-93.265469,Amanda J. Gorton; Nicholas J. Deacon,382603,1442.55,131,265.227,0.018,0.512,No,0.062,44,653,51,41,16,0.814,909,266,45.528,0.645,45.733,0.538,-17.247,0.149
North America,USA,Minneapolis,44.9773,-93.265469,Amanda J. Gorton; Nicholas J. Deacon,382603,1442.55,131,265.227,0.018,0.512,No,0,44,653,51,42,15,0.812,910,270,23.059,0.545,39.741,0.692,-18.547,0.138
North America,USA,Minneapolis,44.9773,-93.265469,Amanda J. Gorton; Nicholas J. Deacon,382603,1442.55,131,265.227,0.018,0.512,No,0.067,44,653,51,43,15,0.807,914,256,60.941,0.686,45.844,0.404,-17.908,0.052
North America,USA,Minneapolis,44.9773,-93.265469,Amanda J. Gorton; Nicholas J. Deacon,382603,1442.55,131,265.227,0.018,0.512,No,0,44,653,51,44,15,0.807,914,252,76.429,0.501,45.553,0.306,NA,0.027
North America,Canada,Moncton,46.088879,-64.775818,Emily J. Austen; SHAD Mount Allison 2018,108620,85.71,NA,1267.297,0.008,0.856,No,0.2,40,756,8.99,1,15,1.389,817,8,64.382,0.391,34.071,0.425,-10.665,0.027
North America,Canada,Moncton,46.088879,-64.775818,Emily J. Austen; SHAD Mount Allison 2018,108620,85.71,NA,1267.297,0.008,0.856,No,0.1,40,756,8.99,2,20,1.389,817,10,74.971,0.573,38.056,0.428,-11.099,0.01
North America,Canada,Moncton,46.088879,-64.775818,Emily J. Austen; SHAD Mount Allison 2018,108620,85.71,NA,1267.297,0.008,0.856,No,0.05,40,756,8.99,3,20,1.389,817,10,77.857,0.52,37.435,0.396,-10.205,0.019
North America,Canada,Moncton,46.088879,-64.775818,Emily J. Austen; SHAD Mount Allison 2018,108620,85.71,NA,1267.297,0.008,0.856,No,0.1,40,756,8.99,4,20,1.389,817,14,76.2,0.564,36.772,0.417,-10.349,0.015
North America,Canada,Moncton,46.088879,-64.775818,Emily J. Austen; SHAD Mount Allison 2018,108620,85.71,NA,1267.297,0.008,0.856,No,0,40,756,8.99,5,17,1.392,817,17,59.556,0.661,37.415,0.498,-9.921,0.024
North America,Canada,Moncton,46.088879,-64.775818,Emily J. Austen; SHAD Mount Allison 2018,108620,85.71,NA,1267.297,0.008,0.856,No,0.2,40,756,8.99,6,20,1.392,817,17,64.556,0.642,38.07,0.451,-9.89,0.031
North America,Canada,Moncton,46.088879,-64.775818,Emily J. Austen; SHAD Mount Allison 2018,108620,85.71,NA,1267.297,0.008,0.856,No,0.1,40,756,8.99,7,20,1.393,817,14,81.143,0.466,37.709,0.366,-10.411,0.033
North America,Canada,Moncton,46.088879,-64.775818,Emily J. Austen; SHAD Mount Allison 2018,108620,85.71,NA,1267.297,0.008,0.856,No,0.05,40,756,8.99,8,20,1.393,817,18,87.73,0.633,41.011,0.362,-10.845,0.022
North America,Canada,Moncton,46.088879,-64.775818,Emily J. Austen; SHAD Mount Allison 2018,108620,85.71,NA,1267.297,0.008,0.856,No,0.2,40,756,8.99,9,20,1.391,818,18,40.486,0.755,35.501,0.536,-11.255,0.015
North America,Canada,Moncton,46.088879,-64.775818,Emily J. Austen; SHAD Mount Allison 2018,108620,85.71,NA,1267.297,0.008,0.856,No,0.158,40,756,8.99,10,19,1.394,818,16,50.405,0.628,35.475,0.491,-10.509,0.025
North America,Canada,Moncton,46.088879,-64.775818,Emily J. Austen; SHAD Mount Allison 2018,108620,85.71,NA,1267.297,0.008,0.856,No,0.2,40,756,8.99,11,20,1.394,818,9,77.6,0.207,37.093,0.364,-9.951,0.042
North America,Canada,Moncton,46.088879,-64.775818,Emily J. Austen; SHAD Mount Allison 2018,108620,85.71,NA,1267.297,0.008,0.856,No,0.1,40,756,8.99,12,20,1.394,818,7,52.938,0.279,34.866,0.482,-10.711,0.027
North America,Canada,Moncton,46.088879,-64.775818,Emily J. Austen; SHAD Mount Allison 2018,108620,85.71,NA,1267.297,0.008,0.856,No,0.1,40,756,8.99,13,20,1.394,818,15,82.73,0.588,37.999,0.388,-10.253,0.025
North America,Canada,Moncton,46.088879,-64.775818,Emily J. Austen; SHAD Mount Allison 2018,108620,85.71,NA,1267.297,0.008,0.856,No,0.053,40,756,8.99,14,19,1.394,818,22,91.972,0.533,39.885,0.321,-10.899,0.015
North America,Canada,Moncton,46.088879,-64.775818,Emily J. Austen; SHAD Mount Allison 2018,108620,85.71,NA,1267.297,0.008,0.856,No,0.05,40,756,8.99,15,20,1.394,818,17,47.545,0.678,35.14,0.545,-11.138,0.051
North America,Canada,Moncton,46.088879,-64.775818,Emily J. Austen; SHAD Mount Allison 2018,108620,85.71,NA,1267.297,0.008,0.856,No,0.2,40,756,8.99,16,20,1.394,818,17,62.167,0.577,35.718,0.456,-10.593,0.019
North America,Canada,Moncton,46.088879,-64.775818,Emily J. Austen; SHAD Mount Allison 2018,108620,85.71,NA,1267.297,0.008,0.856,No,0.118,40,756,8.99,17,17,1.397,818,22,19.216,0.522,28.881,0.644,-12.195,0.183
North America,Canada,Moncton,46.088879,-64.775818,Emily J. Austen; SHAD Mount Allison 2018,108620,85.71,NA,1267.297,0.008,0.856,No,0.333,40,756,8.99,18,15,1.389,820,24,58.688,0.665,32.837,0.467,-11.501,0.032
North America,Canada,Moncton,46.088879,-64.775818,Emily J. Austen; SHAD Mount Allison 2018,108620,85.71,NA,1267.297,0.008,0.856,No,0.15,40,756,8.99,19,20,1.391,818,30,14.6,0.64,28.9,0.687,-11.81,0.101
North America,Canada,Moncton,46.088879,-64.775818,Emily J. Austen; SHAD Mount Allison 2018,108620,85.71,NA,1267.297,0.008,0.856,No,0.105,40,756,8.99,20,19,1.391,818,25,24.194,0.59,31.206,0.653,-11.713,0.177
North America,Canada,Moncton,46.088879,-64.775818,Emily J. Austen; SHAD Mount Allison 2018,108620,85.71,NA,1267.297,0.008,0.856,No,0,40,756,8.99,21,20,1.398,817,28,30.543,0.643,31.942,0.595,-11.452,0.058
North America,Canada,Moncton,46.088879,-64.775818,Emily J. Austen; SHAD Mount Allison 2018,108620,85.71,NA,1267.297,0.008,0.856,No,0.1,40,756,8.99,22,20,1.398,817,28,11.8,0.449,27.717,0.713,-11.883,0.245
North America,Canada,Moncton,46.088879,-64.775818,Emily J. Austen; SHAD Mount Allison 2018,108620,85.71,NA,1267.297,0.008,0.856,No,0.1,40,756,8.99,23,20,1.392,817,14,13.054,0.489,29.255,0.667,-10.795,0.141
North America,Canada,Moncton,46.088879,-64.775818,Emily J. Austen; SHAD Mount Allison 2018,108620,85.71,NA,1267.297,0.008,0.856,No,0.308,40,756,8.99,24,13,1.392,817,15,21.171,0.642,31.242,0.67,-10.947,0.078
North America,Canada,Moncton,46.088879,-64.775818,Emily J. Austen; SHAD Mount Allison 2018,108620,85.71,NA,1267.297,0.008,0.856,No,0.176,40,756,8.99,25,17,1.392,817,13,9,0.45,28.539,0.631,-9.971,0.131
North America,Canada,Moncton,46.088879,-64.775818,Emily J. Austen; SHAD Mount Allison 2018,108620,85.71,NA,1267.297,0.008,0.856,No,0.286,40,756,8.99,26,14,1.392,817,22,17.543,0.606,29.59,0.652,-11.395,0.079
North America,Canada,Moncton,46.088879,-64.775818,Emily J. Austen; SHAD Mount Allison 2018,108620,85.71,NA,1267.297,0.008,0.856,No,0.2,40,756,8.99,27,20,1.392,817,16,18.829,0.747,30.72,0.654,-11.635,0.021
North America,Canada,Moncton,46.088879,-64.775818,Emily J. Austen; SHAD Mount Allison 2018,108620,85.71,NA,1267.297,0.008,0.856,No,0,40,756,8.99,28,20,1.392,817,16,62.515,0.648,35.341,0.509,-10.652,0.024
North America,Canada,Moncton,46.088879,-64.775818,Emily J. Austen; SHAD Mount Allison 2018,108620,85.71,NA,1267.297,0.008,0.856,No,0.2,40,756,8.99,29,20,1.395,818,13,29.639,0.679,34.482,0.576,-10.819,0.045
North America,Canada,Moncton,46.088879,-64.775818,Emily J. Austen; SHAD Mount Allison 2018,108620,85.71,NA,1267.297,0.008,0.856,No,0.059,40,756,8.99,30,17,1.395,818,8,13.594,0.771,30.339,0.549,-11.596,0.005
North America,Canada,Moncton,46.088879,-64.775818,Emily J. Austen; SHAD Mount Allison 2018,108620,85.71,NA,1267.297,0.008,0.856,No,0.1,40,756,8.99,31,20,1.397,818,14,48.75,0.627,34.662,0.536,-10.193,0.065
North America,Canada,Moncton,46.088879,-64.775818,Emily J. Austen; SHAD Mount Allison 2018,108620,85.71,NA,1267.297,0.008,0.856,No,0.05,40,756,8.99,32,20,1.397,818,27,18.886,0.709,32.428,0.649,-11.675,0.083
North America,Canada,Moncton,46.088879,-64.775818,Emily J. Austen; SHAD Mount Allison 2018,108620,85.71,NA,1267.297,0.008,0.856,No,0.2,40,756,8.99,33,20,1.396,818,29,22,0.707,30.916,0.639,-11.946,0.027
North America,Canada,Moncton,46.088879,-64.775818,Emily J. Austen; SHAD Mount Allison 2018,108620,85.71,NA,1267.297,0.008,0.856,No,0.15,40,756,8.99,34,20,1.396,818,27,8,0.426,28.921,0.728,-12.664,0.155
North America,Canada,Moncton,46.088879,-64.775818,Emily J. Austen; SHAD Mount Allison 2018,108620,85.71,NA,1267.297,0.008,0.856,No,0.05,40,756,8.99,35,20,1.397,818,24,13,0.709,29.885,0.685,-12.493,0.023
North America,Canada,Moncton,46.088879,-64.775818,Emily J. Austen; SHAD Mount Allison 2018,108620,85.71,NA,1267.297,0.008,0.856,No,0,40,756,8.99,36,20,1.388,819,26,5.568,0.767,29.234,0.747,-12.269,0.019
North America,Canada,Moncton,46.088879,-64.775818,Emily J. Austen; SHAD Mount Allison 2018,108620,85.71,NA,1267.297,0.008,0.856,No,0.067,40,756,8.99,37,15,1.388,819,28,5.344,0.638,28.434,0.741,-11.459,0.091
North America,Canada,Moncton,46.088879,-64.775818,Emily J. Austen; SHAD Mount Allison 2018,108620,85.71,NA,1267.297,0.008,0.856,No,0.1,40,756,8.99,38,20,1.389,819,24,19.306,0.727,30.159,0.695,-11.857,0.048
North America,Canada,Moncton,46.088879,-64.775818,Emily J. Austen; SHAD Mount Allison 2018,108620,85.71,NA,1267.297,0.008,0.856,No,0.15,40,756,8.99,39,20,1.389,819,25,17.371,0.703,30.672,0.682,-12.046,0.083
North America,Canada,Moncton,46.088879,-64.775818,Emily J. Austen; SHAD Mount Allison 2018,108620,85.71,NA,1267.297,0.008,0.856,No,0.158,40,756,8.99,40,19,1.389,819,23,30.429,0.71,29.381,0.616,-12.326,0.053
North America,Canada,Montreal,45.50169,-73.567253,Ken A. Thompson; Marc T.J. Johnson,1782844,1048.97,152,1699.614,-0.079,0.482,No,0.6,49,969,39.17,1,20,1.139,827,46,0,0.776,29.281,0.669,-19.988,-0.053
North America,Canada,Montreal,45.50169,-73.567253,Ken A. Thompson; Marc T.J. Johnson,1782844,1048.97,152,1699.614,-0.079,0.482,No,0.35,49,969,39.17,2,20,1.158,821,61,0,0.829,27.421,0.76,-19.913,0.016
North America,Canada,Montreal,45.50169,-73.567253,Ken A. Thompson; Marc T.J. Johnson,1782844,1048.97,152,1699.614,-0.079,0.482,No,0.4,49,969,39.17,3,20,1.148,825,64,0,0.862,27.518,0.739,-20.134,-0.01
North America,Canada,Montreal,45.50169,-73.567253,Ken A. Thompson; Marc T.J. Johnson,1782844,1048.97,152,1699.614,-0.079,0.482,No,0.737,49,969,39.17,4,19,1.138,828,47,0,0.85,27.773,0.748,-19.426,-0.017
North America,Canada,Montreal,45.50169,-73.567253,Ken A. Thompson; Marc T.J. Johnson,1782844,1048.97,152,1699.614,-0.079,0.482,No,0.2,49,969,39.17,5,20,1.135,830,43,0,0.875,27.362,0.757,-20.349,-0.035
North America,Canada,Montreal,45.50169,-73.567253,Ken A. Thompson; Marc T.J. Johnson,1782844,1048.97,152,1699.614,-0.079,0.482,No,0.3,49,969,39.17,6,20,1.14,827,42,3.278,0.872,26.79,0.741,-20.575,-0.029
North America,Canada,Montreal,45.50169,-73.567253,Ken A. Thompson; Marc T.J. Johnson,1782844,1048.97,152,1699.614,-0.079,0.482,No,0.55,49,969,39.17,7,20,1.14,828,61,3.286,0.835,28.246,0.731,-18.532,-0.01
North America,Canada,Montreal,45.50169,-73.567253,Ken A. Thompson; Marc T.J. Johnson,1782844,1048.97,152,1699.614,-0.079,0.482,No,0.25,49,969,39.17,8,20,1.133,831,35,1.657,0.725,28.728,0.78,-17.402,0.054
North America,Canada,Montreal,45.50169,-73.567253,Ken A. Thompson; Marc T.J. Johnson,1782844,1048.97,152,1699.614,-0.079,0.482,No,0.5,49,969,39.17,9,20,1.133,831,38,18.406,0.798,29.873,0.676,-16.923,0.005
North America,Canada,Montreal,45.50169,-73.567253,Ken A. Thompson; Marc T.J. Johnson,1782844,1048.97,152,1699.614,-0.079,0.482,No,0.5,49,969,39.17,10,20,1.133,831,35,0.806,0.861,29.712,0.571,-18.95,-0.03
North America,Canada,Montreal,45.50169,-73.567253,Ken A. Thompson; Marc T.J. Johnson,1782844,1048.97,152,1699.614,-0.079,0.482,No,0.5,49,969,39.17,11,20,1.135,831,35,0,0.846,29.411,0.652,-18.343,-0.018
North America,Canada,Montreal,45.50169,-73.567253,Ken A. Thompson; Marc T.J. Johnson,1782844,1048.97,152,1699.614,-0.079,0.482,No,0.25,49,969,39.17,12,20,1.137,830,30,33.794,0.809,31.682,0.599,-16.779,-0
North America,Canada,Montreal,45.50169,-73.567253,Ken A. Thompson; Marc T.J. Johnson,1782844,1048.97,152,1699.614,-0.079,0.482,No,0.15,49,969,39.17,13,20,1.135,832,31,68.222,0.804,34.357,0.355,-15.79,-0.027
North America,Canada,Montreal,45.50169,-73.567253,Ken A. Thompson; Marc T.J. Johnson,1782844,1048.97,152,1699.614,-0.079,0.482,No,0.45,49,969,39.17,14,20,1.136,831,31,23.457,0.816,32.692,0.667,-15.024,0.053
North America,Canada,Montreal,45.50169,-73.567253,Ken A. Thompson; Marc T.J. Johnson,1782844,1048.97,152,1699.614,-0.079,0.482,No,0.2,49,969,39.17,15,20,1.137,830,30,48.081,0.778,32.948,0.533,-14.396,0.019
North America,Canada,Montreal,45.50169,-73.567253,Ken A. Thompson; Marc T.J. Johnson,1782844,1048.97,152,1699.614,-0.079,0.482,No,0.7,49,969,39.17,16,20,1.131,833,28,53.206,0.767,30.637,0.321,-14.263,-0.018
North America,Canada,Montreal,45.50169,-73.567253,Ken A. Thompson; Marc T.J. Johnson,1782844,1048.97,152,1699.614,-0.079,0.482,No,0.2,49,969,39.17,17,20,1.131,833,24,33.278,0.678,29.594,0.665,-15.139,0.055
North America,Canada,Montreal,45.50169,-73.567253,Ken A. Thompson; Marc T.J. Johnson,1782844,1048.97,152,1699.614,-0.079,0.482,No,0.4,49,969,39.17,18,20,1.132,832,28,58.139,0.737,34.951,0.433,-14.305,0.012
North America,Canada,Montreal,45.50169,-73.567253,Ken A. Thompson; Marc T.J. Johnson,1782844,1048.97,152,1699.614,-0.079,0.482,No,0.6,49,969,39.17,19,20,1.137,831,24,47.657,0.751,31.302,0.514,-14.949,0.01
North America,Canada,Montreal,45.50169,-73.567253,Ken A. Thompson; Marc T.J. Johnson,1782844,1048.97,152,1699.614,-0.079,0.482,No,0.75,49,969,39.17,20,20,1.138,830,31,42.857,0.677,31.5,0.524,-15.187,0.04
North America,Canada,Montreal,45.50169,-73.567253,Ken A. Thompson; Marc T.J. Johnson,1782844,1048.97,152,1699.614,-0.079,0.482,No,0.45,49,969,39.17,21,20,1.141,831,29,68.971,0.838,34.124,0.392,-15.059,-0.028
North America,Canada,Montreal,45.50169,-73.567253,Ken A. Thompson; Marc T.J. Johnson,1782844,1048.97,152,1699.614,-0.079,0.482,No,0.55,49,969,39.17,22,20,1.142,830,31,77.486,0.702,36.429,0.324,-13.493,0.013
North America,Canada,Montreal,45.50169,-73.567253,Ken A. Thompson; Marc T.J. Johnson,1782844,1048.97,152,1699.614,-0.079,0.482,No,0.3,49,969,39.17,23,20,1.147,829,33,57.722,0.797,35.632,0.436,-13.323,0.004
North America,Canada,Montreal,45.50169,-73.567253,Ken A. Thompson; Marc T.J. Johnson,1782844,1048.97,152,1699.614,-0.079,0.482,No,0.5,49,969,39.17,24,20,1.152,829,39,47.543,0.719,34.524,0.524,-14.159,0.035
North America,Canada,Montreal,45.50169,-73.567253,Ken A. Thompson; Marc T.J. Johnson,1782844,1048.97,152,1699.614,-0.079,0.482,No,0.722,49,969,39.17,25,18,1.153,829,40,89.306,0.749,38.921,0.238,-13.705,-0.02
North America,Canada,Montreal,45.50169,-73.567253,Ken A. Thompson; Marc T.J. Johnson,1782844,1048.97,152,1699.614,-0.079,0.482,No,0.5,49,969,39.17,26,20,1.154,829,40,91.833,0.789,38.834,0.21,-14.185,-0.033
North America,Canada,Montreal,45.50169,-73.567253,Ken A. Thompson; Marc T.J. Johnson,1782844,1048.97,152,1699.614,-0.079,0.482,No,0.5,49,969,39.17,27,20,1.153,831,39,86.171,0.743,37.864,0.289,-13.552,-0.026
North America,Canada,Montreal,45.50169,-73.567253,Ken A. Thompson; Marc T.J. Johnson,1782844,1048.97,152,1699.614,-0.079,0.482,No,0.35,49,969,39.17,28,20,1.155,830,40,72.938,0.702,37.607,0.332,-14.214,-0.026
North America,Canada,Montreal,45.50169,-73.567253,Ken A. Thompson; Marc T.J. Johnson,1782844,1048.97,152,1699.614,-0.079,0.482,No,0.35,49,969,39.17,29,20,1.154,831,39,90,0.724,39.975,0.226,-13.168,-0.018
North America,Canada,Montreal,45.50169,-73.567253,Ken A. Thompson; Marc T.J. Johnson,1782844,1048.97,152,1699.614,-0.079,0.482,No,0.35,49,969,39.17,30,20,1.153,832,30,93.97,0.683,39.528,0.139,-12.945,-0.004
North America,Canada,Montreal,45.50169,-73.567253,Ken A. Thompson; Marc T.J. Johnson,1782844,1048.97,152,1699.614,-0.079,0.482,No,0.55,49,969,39.17,31,20,1.151,834,33,63.027,0.725,37.32,0.417,-13.697,-0.016
