continent,name,city,row,column,pop,individual,site,new comments,Tissue weight,original extraction comment,Qubit_ng.ul,Nanodrop ng/ul,
NAM,Norfolk,NORF,f,7,34,1,u,,,,0,,
NAM,Norfolk,NORF,g,7,34,14,u,,,,3.38,,
NAM,Norfolk,NORF,h,7,34,11,u,,,no leaf,0,,
NAM,Norfolk,NORF,a,8,34,13,u,,,no leaf,7,,
NAM,Norfolk,NORF,b,8,35,7,u,,,no leaf,0,,
NAM,Norfolk,NORF,c,8,35,9,u,,,no leaf,0,,
NAM,Norfolk,NORF,d,8,35,11,u,,,,0,,
NAM,Norfolk,NORF,e,8,35,8,u,,,no leaf,5.42,,
NAM,Norfolk,NORF,f,8,35,5,u,,,no leaf,15.4,,
NAM,Norfolk,NORF,g,8,35,4,u,,,no leaf,4.34,,
NAM,Norfolk,NORF,h,8,35,2,u,,,no leaf,0,,
NAM,Norfolk,NORF,a,9,35,13,u,,,no leaf,0,,
NAM,Norfolk,NORF,b,9,35,1,u,,,1 ind. left off pop 35,0,,
NAM,Norfolk,NORF,c,9,36,1,u,,,,0,,
NAM,Norfolk,NORF,d,9,36,2,u,,,,0,,
NAM,Norfolk,NORF,e,9,36,3,u,,,,0,,
NAM,Norfolk,NORF,f,9,36,4,u,,,,0,,
NAM,Norfolk,NORF,g,9,36,7,u,,,,0,,
NAM,Norfolk,NORF,h,9,36,15,u,,,,0,,
NAM,Norfolk,NORF,a,10,36,6,u,,,no leaf,4.98,,
NAM,Norfolk,NORF,b,10,36,9,u,,,,0,,
NAM,Norfolk,NORF,c,10,36,10,u,,,no leaf,0,,
NAM,Norfolk,NORF,d,10,36,5,u,,,,0,,
NAM,Norfolk,NORF,e,10,38,8,u,,,,0,,
NAM,Norfolk,NORF,f,10,38,7,u,,,,2.08,,
NAM,Norfolk,NORF,g,10,38,6,u,,,,0,,
NAM,Norfolk,NORF,h,10,38,5,u,,,,0,,
NAM,Norfolk,NORF,a,11,38,15,u,,,,0,,
NAM,Norfolk,NORF,b,11,38,14,u,,,,12.9,,
NAM,Norfolk,NORF,c,11,38,11,u,,,,0,,
NAM,Norfolk,NORF,d,11,38,3,u,,,,0,,
NAM,Norfolk,NORF,e,11,38,2,u,,,,0,,
NAM,Norfolk,NORF,f,11,38,1,u,,,,0,,
NAM,Norfolk,NORF,g,11,39,10,u,,,no leaf,0,,
NAM,Norfolk,NORF,h,11,39,8,u,,,no leaf,0,,
NAM,Norfolk,NORF,a,12,39,7,u,,,,5.2,,
NAM,Norfolk,NORF,b,12,39,2,u,,,,11.5,,
NAM,Norfolk,NORF,c,12,39,15,u,,,,0,,
NAM,Norfolk,NORF,d,12,39,14,u,,,,0,,
NAM,Norfolk,NORF,e,12,39,11,u,no tissue,,no leaf,0,,
NAM,Norfolk,NORF,f,12,39,12,u,,,no leaf,0,,
NAM,Norfolk,NORF,g,12,39,5,u,,,no leaf,0,,
NAM,Norfolk,NORF,h,12,39,9,u,,,no leaf,0,,
NAM,Sacramento,SAC,a,1,1,2,u,,,,,,
NAM,Sacramento,SAC,b,1,1,7,u,,,,,,
NAM,Sacramento,SAC,c,1,1,18,u,,,,,,
NAM,Sacramento,SAC,d,1,1,13,u,,,,,,
NAM,Sacramento,SAC,e,1,1,14,u,,,left off 2.2,,,
NAM,Sacramento,SAC,f,1,2,6,u,,,,,,
NAM,Sacramento,SAC,g,1,2,11,u,,,,,,
NAM,Sacramento,SAC,h,1,2,12,u,,,,,,
NAM,Sacramento,SAC,a,2,2,15,u,,,,,,
NAM,Sacramento,SAC,b,2,2,10,u,,,,,,
NAM,Sacramento,SAC,c,2,3,6,u,,,,,,
NAM,Sacramento,SAC,d,2,3,14,u,,,,,,
NAM,Sacramento,SAC,e,2,3,8,u,,,,,,
NAM,Sacramento,SAC,f,2,3,20,u,,,,,,
NAM,Sacramento,SAC,g,2,3,17,u,leftout3.7,,,,,
NAM,Sacramento,SAC,h,2,3,3,u,,,,,,
NAM,Sacramento,SAC,a,3,3,16,u,,,,,,
NAM,Sacramento,SAC,b,3,3,18,u,,,,,,
NAM,Sacramento,SAC,c,3,4,8,u,,,,,,
NAM,Sacramento,SAC,d,3,4,15,u,,,,,,
NAM,Sacramento,SAC,e,3,4,12,u,,,,,,
NAM,Sacramento,SAC,f,3,4,2,u,,,,,,
NAM,Sacramento,SAC,g,3,4,5,u,,,,,,
NAM,Sacramento,SAC,h,3,4,4,u,,,,,,
NAM,Sacramento,SAC,a,4,4,13,u,,,,,,
NAM,Sacramento,SAC,b,4,4,9,u,,,,,,
NAM,Sacramento,SAC,c,4,4,6,u,,,,,,
NAM,Sacramento,SAC,d,4,4,7,u,,,,,,
NAM,Sacramento,SAC,e,4,5,11,u,,,,,,
NAM,Sacramento,SAC,f,4,5,21,u,,,,,,
NAM,Sacramento,SAC,g,4,5,3,u,,,,,,
NAM,Sacramento,SAC,h,4,5,19,u,,,,,,
NAM,Sacramento,SAC,a,5,5,13,u,,,,,,
NAM,Sacramento,SAC,b,5,5,7,u,,,,,,
NAM,Sacramento,SAC,c,5,5,16,u,,,,,,
NAM,Sacramento,SAC,d,5,5,9,u,,,,,,
NAM,Sacramento,SAC,e,5,5,8,u,added5.8toreplace3.7,,left off 5.8,,,
NAM,Sacramento,SAC,f,5,37,6,r,,,,,,
NAM,Sacramento,SAC,g,5,37,4,r,,,,,,
NAM,Sacramento,SAC,h,5,37,2,r,,,,,,
NAM,Sacramento,SAC,a,6,37,5,r,,,,,,
NAM,Sacramento,SAC,b,6,37,3,r,,,,,,
NAM,Sacramento,SAC,c,6,37,11,r,,,,,,
NAM,Sacramento,SAC,d,6,37,8,r,,,,,,
NAM,Sacramento,SAC,e,6,37,7,r,,,,,,
NAM,Sacramento,SAC,f,6,38,3,r,,,,,,
NAM,Sacramento,SAC,g,6,38,12,r,,,,,,
NAM,Sacramento,SAC,h,6,38,2,r,,,,,,
NAM,Sacramento,SAC,a,7,38,6,r,no tissue,,,,,
NAM,Sacramento,SAC,b,7,38,4,r,no tissue,,,,,
NAM,Sacramento,SAC,c,7,38,18,r,,,,,,
NAM,Sacramento,SAC,d,7,38,1,r,,,,,,
NAM,Sacramento,SAC,e,7,39,17,r,,,,,,
NAM,Sacramento,SAC,f,7,40,4,r,,,,,,
NAM,Sacramento,SAC,g,7,40,9,r,,,,,,
NAM,Sacramento,SAC,h,7,40,8,r,,,,,,
NAM,Sacramento,SAC,a,8,40,17,r,,,,,,
NAM,Sacramento,SAC,b,8,40,2,r,,,,,,
NAM,Sacramento,SAC,c,8,40,7,r,,,,,,
NAM,Sacramento,SAC,d,8,41,3,r,,,left off 41.16,,,
NAM,Vancouver,VAN,a,1,1,11,u,,,,,,
NAM,Vancouver,VAN,b,1,1,15,u,,,,,,
NAM,Vancouver,VAN,c,1,1,16,u,,,,,,
NAM,Vancouver,VAN,d,1,1,17,u,,,,,,
NAM,Vancouver,VAN,e,1,1,18,u,,,,,,
NAM,Vancouver,VAN,f,1,2,3,u,,,,,,
NAM,Vancouver,VAN,g,1,2,5,u,,,,,,
NAM,Vancouver,VAN,h,1,2,8,u,,,,,,
NAM,Vancouver,VAN,a,2,2,14,u,,,,,,
NAM,Vancouver,VAN,b,2,3,6,u,,,,,,
NAM,Vancouver,VAN,c,2,3,15,u,,,,,,
NAM,Vancouver,VAN,d,2,3,16,u,,,,,,
NAM,Vancouver,VAN,e,2,4,7,u,,,,,,
NAM,Vancouver,VAN,f,2,5,3,u,,,,,,
NAM,Vancouver,VAN,g,2,5,5,u,,,,,,
NAM,Vancouver,VAN,h,2,5,9,u,,,,,,
NAM,Vancouver,VAN,a,3,36,1,r,,,,,,
NAM,Vancouver,VAN,b,3,36,3,r,,,,,,
NAM,Vancouver,VAN,c,3,36,10,r,,,,,,
NAM,Vancouver,VAN,d,3,36,8,r,,,,,,
NAM,Vancouver,VAN,e,3,37,6,r,,,,,,
NAM,Vancouver,VAN,f,3,37,13,r,,,,,,
NAM,Vancouver,VAN,g,3,38,1,r,,,,,,
NAM,Vancouver,VAN,h,3,38,9,r,,,,,,
NAM,Vancouver,VAN,a,4,39,2,r,,,,,,
NAM,Vancouver,VAN,b,4,39,4,r,,,,,,
NAM,Vancouver,VAN,c,4,39,8,r,,,,,,
NAM,Vancouver,VAN,d,4,39,12,r,,,,,,
NAM,Vancouver,VAN,e,4,39,15,r,,,,,,
NAM,Vancouver,VAN,f,4,40,2,r,,,,,,
NAM,Vancouver,VAN,g,4,40,3,r,,,,,,
NAM,Vancouver,VAN,h,4,40,5,r,,,,,,
NAM,Vancouver,VAN,a,5,40,6,r,in with athens v2,,,6.58,,
NAM,Vancouver,VAN,b,5,40,14,r,,,,0,,
NAM,Vancouver,VAN,c,5,40,11,r,,,,11,,
NAM,Vancouver,VAN,d,5,40,10,r,,,,0,,
NAM,Mexico City,MEX,a,1,2,13,u,,,,0,,
NAM,Mexico City,MEX,b,1,2,19,u,,,,10.3,,
NAM,Mexico City,MEX,c,1,2,15,u,,,,4.02,,
NAM,Mexico City,MEX,d,1,2,17,u,,,,2,,
NAM,Mexico City,MEX,e,1,3,5,u,,,,11.6,,
NAM,Mexico City,MEX,f,1,3,3,u,no tissue,,,0,,
NAM,Mexico City,MEX,g,1,3,9,u,,,,4.7,,
NAM,Mexico City,MEX,h,1,3,11,u,,,,0,,
NAM,Mexico City,MEX,a,2,3,13,u,,,,0,,
NAM,Mexico City,MEX,b,2,3,17,u,,,,31.8,,
NAM,Mexico City,MEX,c,2,3,19,u,no tissue,,,0,,
NAM,Mexico City,MEX,d,2,3,14,u,,,,15.2,,
NAM,Mexico City,MEX,e,2,28,2,u,no tissue,,,28.8,,
NAM,Mexico City,MEX,f,2,28,4,u,no tissue,,,14.5,,
NAM,Mexico City,MEX,g,2,28,6,u,no tissue,,,29.6,,
NAM,Mexico City,MEX,h,2,28,22,u,,,,19.2,,
NAM,Mexico City,MEX,a,3,30,2,u,,,,14.7,,
NAM,Mexico City,MEX,b,3,30,4,u,,,,49.8,,
NAM,Mexico City,MEX,c,3,30,7,u,,,,3.2,,
NAM,Mexico City,MEX,d,3,30,11,u,no tissue,,,25,,
NAM,Mexico City,MEX,e,3,30,12,u,no tissue,,,3.84,,
NAM,Mexico City,MEX,f,3,30,14,u,no tissue,,left off 30.13,28.8,,
NAM,Mexico City,MEX,g,3,18,2,r,,,,9.42,,
NAM,Mexico City,MEX,h,3,18,3,r,,,,19.6,,
NAM,Mexico City,MEX,a,4,18,4,r,,,,38.8,,
NAM,Mexico City,MEX,b,4,18,5,r,,,,34.8,,
NAM,Mexico City,MEX,c,4,18,7,r,no tissue,,,42.4,,
NAM,Mexico City,MEX,d,4,18,9,r,,,,33.4,,
NAM,Mexico City,MEX,e,4,18,12,r,,,,16.3,,
NAM,Mexico City,MEX,f,4,18,14,r,no tissue,,,0,,
NAM,Mexico City,MEX,g,4,20,3,r,,,,9,,
NAM,Mexico City,MEX,h,4,20,9,r,,,,28.8,,
NAM,Mexico City,MEX,a,5,20,6,r,no tissue,,,0,,
NAM,Mexico City,MEX,b,5,20,18,r,,,,8.4,,
NAM,Mexico City,MEX,c,5,20,10,r,,,,0,,
NAM,Mexico City,MEX,d,5,20,13,r,no tissue,,,0,,
NAM,Mexico City,MEX,e,5,20,14,r,,,,0,,
NAM,Mexico City,MEX,f,5,20,17,r,no tissue,,,0,,
NAM,Mexico City,MEX,g,5,22,1,r,left off 22.16; no tissue,,left off 22.1,0,,
NAM,Mexico City,MEX,h,5,22,3,r,,,,5.4,,
NAM,Mexico City,MEX,a,6,22,4,r,no tissue,,,4.42,,
NAM,Mexico City,MEX,b,6,22,8,r,,,,9.56,,
NAM,Mexico City,MEX,c,6,22,14,r,no tissue,,,6.46,,
NAM,Mexico City,MEX,d,6,22,20,r,no24.20 ,,,6.8,,
NAM,Mexico City,MEX,e,6,24,1,r,no tissue,,,24.4,,
NAM,Mexico City,MEX,f,6,24,5,r,,,,0,,
NAM,Mexico City,MEX,g,6,24,7,r,no tissue,,,2.8,,
NAM,Mexico City,MEX,h,6,24,9,r,,,,16.4,,
NAM,Mexico City,MEX,a,7,24,13,r,,,,0,,
NAM,Mexico City,MEX,b,7,24,15,r,,,,51.8,,
NAM,Mexico City,MEX,c,7,24,17,r,,,,0,,
NAM,Mexico City,MEX,d,7,25,19,r,no tissue,,,51.6,,
NAM,Mexico City,MEX,e,7,25,4,r,,,,22,,
NAM,Mexico City,MEX,f,7,25,7,r,,,,13.3,,
NAM,Mexico City,MEX,g,7,25,8,r,,,left off 25.12,27,,
NAM,Mexico City,MEX,h,7,25,13,r,no tissue,,,17.2,,
NAM,Mexico City,MEX,a,8,25,15,r,,,,0,,
NAM,Mexico City,MEX,b,8,25,12,r,not extracted before,,,0,,
NAM,Mexico City,MEX,c,8,25,20,r,no tissue,,,3.68,,
SAM,Punta Arenas,PAR,a,1,1,1,u,PAR was never extracted with the old protocol,,,39.6,,
SAM,Punta Arenas,PAR,b,1,1,2,u,,,,24.2,,
SAM,Punta Arenas,PAR,c,1,1,5,u,,,,5.7,,
SAM,Punta Arenas,PAR,d,1,1,6,u,,,,59.6,,
SAM,Punta Arenas,PAR,e,1,2,3,u,accidentally put this one in pop one column :p,,,27.2,,
SAM,Punta Arenas,PAR,f,1,1,9,u,,,,7.38,,
SAM,Punta Arenas,PAR,g,1,1,11,u,,,,39.8,,
SAM,Punta Arenas,PAR,h,1,1,12,u,,,,8.08,,
SAM,Punta Arenas,PAR,a,2,1,15,u,,,,4.16,,
SAM,Punta Arenas,PAR,b,2,1,19,u,,,,4.28,,
SAM,Punta Arenas,PAR,c,2,1,20,u,,,,141,,
SAM,Punta Arenas,PAR,d,2,2,2,u,,,,87.2,,
SAM,Punta Arenas,PAR,e,2,2,4,u,,,,162,,
SAM,Punta Arenas,PAR,f,2,2,5,u,,,,22.8,,
SAM,Punta Arenas,PAR,g,2,2,7,u,,,,8.1,,
SAM,Punta Arenas,PAR,h,2,2,9,u,left off 2.17,,,31,,
SAM,Punta Arenas,PAR,a,3,2,13,u,,,,8.38,,
SAM,Punta Arenas,PAR,b,3,2,15,u,,,,28,,
SAM,Punta Arenas,PAR,c,3,2,19,u,,,,12.6,,
SAM,Punta Arenas,PAR,d,3,3,3,u,,,,64,,
SAM,Punta Arenas,PAR,e,3,3,4,u,,,,74.8,,
SAM,Punta Arenas,PAR,f,3,3,5,u,,,,72.8,,
SAM,Punta Arenas,PAR,g,3,3,6,u,,,,0,,
SAM,Punta Arenas,PAR,h,3,3,8,u,,,,0,,
SAM,Punta Arenas,PAR,a,4,3,11,u,,,,24.8,,
SAM,Punta Arenas,PAR,b,4,3,16,u,,,,19.2,,
SAM,Punta Arenas,PAR,c,4,3,17,u,,,,25.2,,
SAM,Punta Arenas,PAR,d,4,3,18,u,,,,17.7,,
SAM,Punta Arenas,PAR,e,4,3,19,u,,,,5.92,,
SAM,Punta Arenas,PAR,f,4,4,4,u,left off 4.3,,,86.4,,
SAM,Punta Arenas,PAR,g,4,4,6,u,,,,9.84,,
SAM,Punta Arenas,PAR,h,4,4,8,u,,,,14.6,,
SAM,Punta Arenas,PAR,a,5,4,10,u,,,,16.8,,
SAM,Punta Arenas,PAR,b,5,4,11,u,,,,33.2,,
SAM,Punta Arenas,PAR,c,5,4,13,u,,,,8.34,,
SAM,Punta Arenas,PAR,d,5,4,14,u,,,,9.7,,
SAM,Punta Arenas,PAR,e,5,4,16,u,,,,54.6,,
SAM,Punta Arenas,PAR,f,5,4,18,u,,,,30.6,,
SAM,Punta Arenas,PAR,g,5,5,1,u,,,,19.3,,
SAM,Punta Arenas,PAR,h,5,5,2,u,,,,14.9,,
SAM,Punta Arenas,PAR,a,6,5,3,u,,,,14.2,,
SAM,Punta Arenas,PAR,b,6,5,5,u,,,,30.2,,
SAM,Punta Arenas,PAR,c,6,5,6,u,,,,9.52,,
SAM,Punta Arenas,PAR,d,6,5,8,u,,,,18.9,,
SAM,Punta Arenas,PAR,e,6,5,16,u,,,,98.2,,
SAM,Punta Arenas,PAR,f,6,5,17,u,,,,36.6,,
SAM,Punta Arenas,PAR,g,6,5,18,u,,,,0,,
SAM,Punta Arenas,PAR,h,6,5,20,u,,,,14.9,,
SAM,Punta Arenas,PAR,a,7,20,2,r,,,,29,,
SAM,Punta Arenas,PAR,b,7,20,3,r,,,,6.16,,
SAM,Punta Arenas,PAR,c,7,20,6,r,,,,36.6,,
SAM,Punta Arenas,PAR,d,7,20,7,r,,,,8.2,,
SAM,Punta Arenas,PAR,e,7,20,9,r,,,,2,,
SAM,Punta Arenas,PAR,f,7,20,11,r,,,,0,,
SAM,Punta Arenas,PAR,g,7,20,15,r,,,,9.88,,
SAM,Punta Arenas,PAR,h,7,20,16,r,,,,9.54,,
SAM,Punta Arenas,PAR,a,8,20,18,r,,,,49,,
SAM,Punta Arenas,PAR,b,8,20,19,r,,,,37.6,,
SAM,Punta Arenas,PAR,c,8,21,3,r,,,,7.08,,
SAM,Punta Arenas,PAR,d,8,21,5,r,,,,17.6,,
SAM,Punta Arenas,PAR,e,8,21,6,r,,,,8.56,,
SAM,Punta Arenas,PAR,f,8,21,8,r,,,,0,,
SAM,Punta Arenas,PAR,g,8,21,9,r,,,,24.8,,
SAM,Punta Arenas,PAR,h,8,21,10,r,,,,4.82,,
SAM,Punta Arenas,PAR,a,9,21,15,r,,,,25.2,,
SAM,Punta Arenas,PAR,b,9,21,16,r,,,,104,,
SAM,Punta Arenas,PAR,c,9,21,19,r,,,,12.2,,
SAM,Punta Arenas,PAR,d,9,22,20,,,,,8.2,,
SAM,Punta Arenas,PAR,e,9,22,14,r,,,,18.6,,
SAM,Punta Arenas,PAR,f,9,22,12,r,,,,19.2,,
SAM,Punta Arenas,PAR,g,9,22,11,r,left off 21.11,,,16.1,,
SAM,Punta Arenas,PAR,h,9,22,10,r,,,,0,,
SAM,Punta Arenas,PAR,a,10,22,9,r,,,,11.9,,
SAM,Punta Arenas,PAR,b,10,22,7,r,,,,0,,
SAM,Punta Arenas,PAR,c,10,22,6,r,,,,20.4,,
SAM,Punta Arenas,PAR,d,10,22,8,r,,,,13.1,,
SAM,Punta Arenas,PAR,e,10,23,20,r,,,,60.2,,
SAM,Punta Arenas,PAR,f,10,23,19,r,left off 22.19,,,8.94,,
SAM,Punta Arenas,PAR,g,10,23,13,r,,,,13.8,,
SAM,Punta Arenas,PAR,h,10,23,12,r,,,,9.4,,
SAM,Punta Arenas,PAR,a,11,23,11,r,,,,16.6,,
SAM,Punta Arenas,PAR,b,11,23,8,r,,,,3.8,,
SAM,Punta Arenas,PAR,c,11,23,5,r,,,,0,,
SAM,Punta Arenas,PAR,d,11,23,4,r,,,,3.7,,
SAM,Punta Arenas,PAR,e,11,23,3,r,,,,22.8,,
SAM,Punta Arenas,PAR,f,11,23,1,r,,,,53.6,,
SAM,Punta Arenas,PAR,g,11,24,2,r,,,,5.42,,
SAM,Punta Arenas,PAR,h,11,24,3,r,,,,17.3,,
SAM,Punta Arenas,PAR,a,12,24,6,r,,,,11.4,,
SAM,Punta Arenas,PAR,b,12,24,7,r,,,,7.12,,
SAM,Punta Arenas,PAR,c,12,24,8,r,,,,10.6,,
SAM,Punta Arenas,PAR,d,12,24,11,r,,,,3.24,,
SAM,Punta Arenas,PAR,e,12,24,13,r,,,,7.6,,
SAM,Punta Arenas,PAR,f,12,24,14,r,,,,0,,
SAM,Punta Arenas,PAR,g,12,24,18,r,,,,44.8,,
SAM,Punta Arenas,PAR,h,12,24,20,r,,,,12.7,,
SAM,Santiago,SAN,a,1,38,1,u,no tissue left,,,,,
SAM,Santiago,SAN,b,1,38,2,u,no tissue left,,,,,
SAM,Santiago,SAN,c,1,38,4,u,no tissue left,,little tissue left,,,
SAM,Santiago,SAN,d,1,38,5,u,no tissue left,,little tissue left,,,
SAM,Santiago,SAN,e,1,38,7,u,no tissue left,,,,,
SAM,Santiago,SAN,f,1,38,9,u,no tissue left,,little tissue left,,,
SAM,Santiago,SAN,g,1,38,10,u,no tissue left,,,,,
SAM,Santiago,SAN,h,1,38,11,u,no tissue left,,,,,
SAM,Santiago,SAN,a,2,38,12,u,no tissue left,,,,,
SAM,Santiago,SAN,b,2,38,15,u,no tissue left,,,,,
SAM,Santiago,SAN,c,2,34,1,u,no tissue left,,,,,
SAM,Santiago,SAN,d,2,34,3,u,no tissue left,,,,,
SAM,Santiago,SAN,e,2,34,4,u,no tissue left,,,,,
SAM,Santiago,SAN,f,2,34,5,u,no tissue left,,,,,
SAM,Santiago,SAN,g,2,34,6,u,no tissue left,,,,,
SAM,Santiago,SAN,h,2,34,8,u,no tissue left,,,,,
SAM,Santiago,SAN,a,3,34,10,u,little tissue left,,,,,
SAM,Santiago,SAN,b,3,34,12,u,no tissue left,,little tissue left,,,
SAM,Santiago,SAN,c,3,34,14,u,no tissue left,,,,,
SAM,Santiago,SAN,d,3,34,16,u,no tissue left,,,,,
SAM,Santiago,SAN,e,3,30,1,u,no tissue left,,,,,
SAM,Santiago,SAN,f,3,30,3,u,no tissue left,,,,,
SAM,Santiago,SAN,g,3,30,4,u,no tissue left,,,,,
SAM,Santiago,SAN,h,3,30,6,u,no tissue left,,,,,
SAM,Santiago,SAN,a,4,30,10,u,no tissue left,,,,,
SAM,Santiago,SAN,b,4,30,11,u,no tissue left,,,,,
SAM,Santiago,SAN,c,4,30,12,u,no tissue left,,left off 30.15,,,
SAM,Santiago,SAN,d,4,30,13,u,little tissue left,,,,,
SAM,Santiago,SAN,e,4,30,20,u,no tissue left,,,,,
SAM,Santiago,SAN,f,4,26,1,u,no tissue left,,,,,
SAM,Santiago,SAN,g,4,26,2,u,no tissue left,,little tissue left,,,
SAM,Santiago,SAN,h,4,26,4,u,no tissue left,,,,,
SAM,Santiago,SAN,a,5,26,6,u,no tissue left,,,,,
SAM,Santiago,SAN,b,5,26,9,u,no tissue left,,,,,
SAM,Santiago,SAN,c,5,26,11,u,,,,,,
SAM,Santiago,SAN,d,5,26,16,u,no tissue left,,,,,
SAM,Santiago,SAN,e,5,26,18,u,little tissue left,,,,,
SAM,Santiago,SAN,f,5,26,19,u,no tissue left,,,,,
SAM,Santiago,SAN,g,5,26,20,u,no tissue left,,,,,
SAM,Santiago,SAN,h,5,22,1,u,no tissue left,,,,,
SAM,Santiago,SAN,a,6,22,2,u,no tissue left,,,,,
SAM,Santiago,SAN,b,6,22,4,u,no tissue left,,,,,
SAM,Santiago,SAN,c,6,22,5,u,no tissue left,,,,,
SAM,Santiago,SAN,d,6,22,6,u,little tissue left,,,,,
SAM,Santiago,SAN,e,6,22,8,u,no tissue left,,,,,
SAM,Santiago,SAN,f,6,22,9,u,,,,,,
SAM,Santiago,SAN,g,6,22,12,u,little tissue left,,left off 22.17,,,
SAM,Santiago,SAN,h,6,22,19,u,no tissue left,,,,,
SAM,Santiago,SAN,a,7,17,1,r,no tissue left,,,,,
SAM,Santiago,SAN,b,7,17,4,r,no tissue left,,left off 17.3,,,
SAM,Santiago,SAN,c,7,17,7,r,no tissue left,,,,,
SAM,Santiago,SAN,d,7,17,8,r,no tissue left,,,,,
SAM,Santiago,SAN,e,7,17,11,r,no tissue left,,,,,
SAM,Santiago,SAN,f,7,17,12,r,no tissue left,,,,,
SAM,Santiago,SAN,g,7,17,13,r,no tissue left,,,,,
SAM,Santiago,SAN,h,7,17,16,r,no tissue left,,,,,
SAM,Santiago,SAN,a,8,17,17,r,no tissue left,,,,,
SAM,Santiago,SAN,b,8,13,2,r,no tissue left,,,,,
SAM,Santiago,SAN,c,8,13,4,r,no tissue left,,,,,
SAM,Santiago,SAN,d,8,13,8,r,no tissue left,,,,,
SAM,Santiago,SAN,e,8,13,9,r,no tissue left,,,,,
SAM,Santiago,SAN,f,8,13,10,r,no tissue left,,little tissue left,,,
SAM,Santiago,SAN,g,8,13,11,r,no tissue left,,left off 13.10,,,
SAM,Santiago,SAN,h,8,13,12,r,no tissue left,,,,,
SAM,Santiago,SAN,a,9,13,17,r,no tissue left,,,,,
SAM,Santiago,SAN,b,9,13,18,r,no tissue left,,,,,
SAM,Santiago,SAN,c,9,13,20,r,no tissue left,,,,,
SAM,Santiago,SAN,d,9,9,1,r,no tissue left,,,,,
SAM,Santiago,SAN,e,9,9,3,r,no tissue left,,,,,
SAM,Santiago,SAN,f,9,9,9,r,little tissue left,,,,,
SAM,Santiago,SAN,g,9,9,11,r,no tissue left,,,,,
SAM,Santiago,SAN,h,9,9,15,r,no tissue left,,,,,
SAM,Santiago,SAN,a,10,9,16,r,,,,,,
SAM,Santiago,SAN,b,10,9,17,r,,,,,,
SAM,Santiago,SAN,c,10,9,18,r,left off 9.20,,left off 9.20,,,
SAM,Santiago,SAN,d,10,9,19,r,little tissue left,,little tissue left,,,
SAM,Santiago,SAN,e,10,5,1,r,no tissue left,,no tissue left,,,
SAM,Santiago,SAN,f,10,5,2,r,no tissue left to use,,no tissue left,,,
SAM,Santiago,SAN,g,10,5,3,r,little tissue left,,little tissue left,,,
SAM,Santiago,SAN,h,10,5,5,r,no tissue left,,,,,
SAM,Santiago,SAN,a,11,5,8,r,no tissue left to use,,no tissue left,,,
SAM,Santiago,SAN,b,11,5,10,r,no tissue left,,,,,
SAM,Santiago,SAN,c,11,5,11,r,no tissue left,,,,,
SAM,Santiago,SAN,d,11,5,12,r,no tissue left,,,,,
SAM,Santiago,SAN,e,11,5,16,r,no tissue left,,,,,
SAM,Santiago,SAN,f,11,5,20,r,no tissue left,,,,,
SAM,Santiago,SAN,g,11,1,1,r,no tissue left,,,,,
SAM,Santiago,SAN,h,11,1,4,r,no tissue left,,little tissue left,,,
SAM,Santiago,SAN,a,12,1,6,r,no tissue left,,,,,
SAM,Santiago,SAN,b,12,1,9,r,no tissue left,,,,,
SAM,Santiago,SAN,c,12,1,10,r,no tissue left,,,,,
SAM,Santiago,SAN,d,12,1,15,r,no tissue left,,,,,
SAM,Santiago,SAN,e,12,1,16,r,no tissue left to use,,no tissue left,,,
SAM,Santiago,SAN,f,12,1,17,r,no tissue left to use,,no tissue left,,,
SAM,Santiago,SAN,g,12,1,19,r,no tissue left to use,,no tissue left,,,
SAM,Santiago,SAN,h,12,1,20,r,no tissue left,,,,,
SAM,Buenos Aires,BUE,a,1,23,16,u,,,,0,,
SAM,Buenos Aires,BUE,b,1,23,14,u,,,,0,,
SAM,Buenos Aires,BUE,c,1,23,13,u,,,,39.2,,
SAM,Buenos Aires,BUE,d,1,23,10,u,,,,20.2,,
SAM,Buenos Aires,BUE,e,1,23,9,u,,,,20.6,,
SAM,Buenos Aires,BUE,f,1,23,2,u,,,,5.5,,
SAM,Buenos Aires,BUE,g,1,23,5,u,,,,73.2,,
SAM,Buenos Aires,BUE,h,1,23,1,u,,,,35.2,,
SAM,Buenos Aires,BUE,a,2,23,7,u,,,,27.2,,
SAM,Buenos Aires,BUE,b,2,23,8,u,,,,8.62,,
SAM,Buenos Aires,BUE,c,2,22,11,u,,,,23.6,,
SAM,Buenos Aires,BUE,d,2,22,9,u,,,,19.6,,
SAM,Buenos Aires,BUE,e,2,22,8,u,,,,14,,
SAM,Buenos Aires,BUE,f,2,22,6,u,,,,0,,
SAM,Buenos Aires,BUE,g,2,22,5,u,,,,44.8,,
SAM,Buenos Aires,BUE,h,2,22,3,u,no tissue left,,,14.3,,
SAM,Buenos Aires,BUE,a,3,22,2,u,no tissue left,,,35,,
SAM,Buenos Aires,BUE,b,3,22,14,u,,,,9.32,,
SAM,Buenos Aires,BUE,c,3,22,17,u,,,,10.8,,
SAM,Buenos Aires,BUE,d,3,22,18,u,,,,19.2,,
SAM,Buenos Aires,BUE,e,3,21,10,u,no tissue left,,,13.5,,
SAM,Buenos Aires,BUE,f,3,21,11,u,,,,0,,
