continent,city,pop,individual,site,plantID,qubit_1,qubit_2,qubit_3,row_firstPlating,column_firstPlating,row_secondPlating,column_secondPlating,max_qubit,initial_vol,TE_vol,leftover,Bioruptor_label,Batch/lane,i5,i7,Date prepped,Library success,Notes,Re-PCRed,Pooled,Qubit1_ng/ul (BR),Qubit1_ng/ul (HS),Qubit2_ng/ul(HS),Qubit3_ng/ul(HS),Reprepped,Qubit4_ng/ul(HS)
ASI,Kunming,1,9,u,Kunming_1_9,NA,NA,15.1,NA,NA,f,1,15.1,16.56,8.44,Yes,KUN-11,1,iTru5_01_G,iTru7_103_05,11-Nov-2020,Yes,,,No,,7.7,,,,
ASI,Kunming,1,3,u,Kunming_1_3,NA,NA,26.4,NA,NA,c,1,26.4,9.47,15.53,Yes,KUN-12,1,iTru5_01_H,iTru7_103_05,11-Nov-2020,Yes,,,No,,2.38,,,,
ASI,Kunming,2,12,u,Kunming_2_12,NA,NA,34.6,NA,NA,b,3,34.6,7.23,17.77,Yes,KUN-13,1,iTru5_01_A,iTru7_103_06,11-Nov-2020,Yes,,,No,,3.48,,,,
ASI,Kunming,2,7,u,Kunming_2_7,NA,NA,14,NA,NA,g,2,14,17.86,7.14,Yes,KUN-14,1,iTru5_01_B,iTru7_103_06,11-Nov-2020,Yes,,,No,,10.6,,,,
ASI,Kunming,3,16,u,Kunming_3_16,NA,NA,25.6,NA,NA,f,4,25.6,9.77,15.23,Yes,KUN-15,1,iTru5_01_C,iTru7_103_06,11-Nov-2020,Yes,,,No,,6.42,,,,
ASI,Kunming,4,4,u,Kunming_4_4,NA,NA,63.6,NA,NA,g,4,63.6,3.93,21.07,Yes,KUN-16,1,iTru5_01_D,iTru7_103_06,11-Nov-2020,Yes,,,No,,7.06,,,,
ASI,Kunming,4,13,u,Kunming_4_13,NA,NA,21.4,NA,NA,f,5,21.4,11.68,13.32,Yes,KUN-17,1,iTru5_01_E,iTru7_103_06,11-Nov-2020,Yes,,,No,,4.92,,,,
ASI,Kunming,5,5,u,Kunming_5_5,NA,NA,10.1,NA,NA,a,6,10.1,24.75,0.25,No,KUN-18,1,iTru5_01_F,iTru7_103_06,11-Nov-2020,Yes,,,No,,2.62,,,,
ASI,Kunming,5,13,u,Kunming_5_13,NA,NA,53.4,NA,NA,f,6,53.4,4.68,20.32,Yes,KUN-19,1,iTru5_01_G,iTru7_103_06,11-Nov-2020,Yes,,15-Dec-2020,No,,0.102,1.44,,,
ASI,Kunming,5,9,u,Kunming_5_9,NA,NA,12.3,NA,NA,c,6,12.3,20.33,4.67,No,KUN-20,1,iTru5_01_H,iTru7_103_06,11-Nov-2020,Yes,,,No,,1.82,,,,
ASI,Kyoto,22,4,r,Kyoto_22_4,11.9,NA,3.4,f,8,a,11,11.9,21.01,3.99,No,KYT-1,1,iTru5_01_A,iTru7_103_07,12-Nov-2020,Yes,,,No,,6.66,,,,
ASI,Kyoto,22,3,r,Kyoto_22_3,0,NA,19,g,8,b,11,19,13.16,11.84,Yes,KYT-2,1,iTru5_01_B,iTru7_103_07,12-Nov-2020,Yes,,,No,,7.44,,,,
ASI,Kyoto,23,19,r,Kyoto_23_19,0,NA,20.2,h,9,f,11,20.2,12.38,12.62,Yes,KYT-3,1,iTru5_01_C,iTru7_103_07,12-Nov-2020,Yes,,,No,,8.02,,,,
ASI,Kyoto,23,15,r,Kyoto_23_15,15.3,NA,62.8,f,9,d,11,62.8,3.98,21.02,Yes,KYT-4,1,iTru5_01_D,iTru7_103_07,12-Nov-2020,Yes,,,No,,6.58,,,,
ASI,Kyoto,24,7,r,Kyoto_24_7,6.76,NA,32.4,d,11,c,12,32.4,7.72,17.28,Yes,KYT-5,1,iTru5_01_E,iTru7_103_07,12-Nov-2020,Yes,,,No,,1.11,,,,
ASI,Kyoto,24,16,r,Kyoto_24_16,25.2,NA,NA,f,10,NA,NA,25.2,9.92,15.08,Yes,KYT-6,1,iTru5_01_F,iTru7_103_07,12-Nov-2020,Yes,,,No,,4.8,,,,
ASI,Kyoto,25,11,r,Kyoto_25_11,7.1,NA,15.8,d,12,f,12,15.8,15.82,9.18,Yes,KYT-7,1,iTru5_01_G,iTru7_103_07,12-Nov-2020,Yes,,,No,,6.26,,,,
ASI,Kyoto,25,16,r,Kyoto_25_16,19.9,NA,NA,c,12,NA,NA,19.9,12.56,12.44,Yes,KYT-8,1,iTru5_01_H,iTru7_103_07,12-Nov-2020,Yes,,,No,,7.44,,,,
ASI,Kyoto,25,2,r,Kyoto_25_2,14.1,NA,NA,e,12,NA,NA,14.1,17.73,7.27,Yes,KYT-9,1,iTru5_01_A,iTru7_103_08,12-Nov-2020,Yes,,,No,,6.76,,,,
ASI,Kyoto,24,6,r,Kyoto_24_6,3,NA,37.8,e,11,d,12,37.8,6.61,18.39,Yes,KYT-10,1,iTru5_01_B,iTru7_103_08,12-Nov-2020,Yes,,15-Dec-2020,No,,0.604,0.966,,,
ASI,Kyoto,1,7,u,Kyoto_1_7,15.1,NA,4.44,h,1,a,7,15.1,16.56,8.44,Yes,KYT-11,1,iTru5_01_C,iTru7_103_08,12-Nov-2020,Yes,,15-Dec-2020,No,,0.13,2.06,,,
ASI,Kyoto,1,3,u,Kyoto_1_3,9.9,NA,14,g,1,b,7,14,17.86,7.14,Yes,KYT-12,1,iTru5_01_D,iTru7_103_08,12-Nov-2020,Yes,,,No,,1.92,,,,
ASI,Kyoto,3,17,u,Kyoto_3_17,24.2,NA,NA,f,3,NA,NA,24.2,10.33,14.67,Yes,KYT-13,1,iTru5_01_E,iTru7_103_08,12-Nov-2020,Yes,,,No,,3.74,,,,
ASI,Kyoto,3,8,u,Kyoto_3_8,12,NA,3.7,a,4,g,8,12,20.83,4.17,No,KYT-14,1,iTru5_01_F,iTru7_103_08,12-Nov-2020,Yes,,,No,,2.16,,,,
ASI,Kyoto,4,2,u,Kyoto_4_2,0,NA,16,f,4,h,8,16,15.62,9.38,Yes,KYT-15,1,iTru5_01_G,iTru7_103_08,12-Nov-2020,Yes,,,No,,5.72,,,,
ASI,Kyoto,4,6,u,Kyoto_4_6,0,NA,14.2,h,4,b,9,14.2,17.61,7.39,Yes,KYT-16,1,iTru5_01_H,iTru7_103_08,12-Nov-2020,Yes,,,No,,4.18,,,,
ASI,Kyoto,5,13,u,Kyoto_5_13,13.7,NA,NA,f,6,NA,NA,13.7,18.25,6.75,Yes,KYT-17,1,iTru5_01_A,iTru7_103_09,12-Nov-2020,Yes,,,No,,7.1,,,,
ASI,Kyoto,5,20,u,Kyoto_5_20,0,NA,14.3,a,6,f,9,14.3,17.48,7.52,Yes,KYT-18,1,iTru5_01_B,iTru7_103_09,12-Nov-2020,Yes,,,No,,2.12,,,,
ASI,Kyoto,5,8,u,Kyoto_5_8,0,NA,22.6,h,5,e,9,22.6,11.06,13.94,Yes,KYT-19,1,iTru5_01_C,iTru7_103_09,12-Nov-2020,Yes,,,No,,1.05,,,,
ASI,Kyoto,5,9,u,Kyoto_5_9,25.6,NA,21,c,6,g,9,25.6,9.77,15.23,Yes,KYT-20,1,iTru5_01_D,iTru7_103_09,12-Nov-2020,Yes,,,No,,0.882,,,,
EU,Landshut,1,1,r,Landshut_1_1,28.5,NA,NA,a,1,NA,NA,28.5,8.77,16.23,Yes,LND-1,1,iTru5_01_E,iTru7_103_09,13-Nov-2020,Yes,1/4 taq begins,,No,,3.8,,,,
EU,Landshut,1,18,r,Landshut_1_18,19.2,NA,NA,b,2,NA,NA,19.2,13.02,11.98,Yes,LND-2,1,iTru5_01_F,iTru7_103_09,13-Nov-2020,Yes,,,No,,3.98,,,,
EU,Landshut,2,8,r,Landshut_2_8,14.7,NA,NA,f,2,NA,NA,14.7,17.01,7.99,Yes,LND-3,1,iTru5_01_G,iTru7_103_09,13-Nov-2020,Yes,,,No,,4.28,,,,
EU,Landshut,2,20,r,Landshut_2_20,19,NA,NA,c,3,NA,NA,19,13.16,11.84,Yes,LND-4,1,iTru5_01_H,iTru7_103_09,13-Nov-2020,Yes,,,No,,4.48,,,,
EU,Landshut,3,16,r,Landshut_3_16,19.2,NA,NA,c,4,NA,NA,19.2,13.02,11.98,Yes,LND-5,1,iTru5_01_A,iTru7_103_10,13-Nov-2020,Yes,,,No,,3.18,,,,
EU,Landshut,3,20,r,Landshut_3_20,13.3,NA,NA,e,4,NA,NA,13.3,18.8,6.2,Yes,LND-6,1,iTru5_01_B,iTru7_103_10,13-Nov-2020,Yes,,,No,,3.12,,,,
EU,Landshut,4,11,r,Landshut_4_11,19.3,NA,NA,d,5,NA,NA,19.3,12.95,12.05,Yes,LND-7,1,iTru5_01_C,iTru7_103_10,13-Nov-2020,Yes,,,No,,4.6,,,,
EU,Landshut,4,4,r,Landshut_4_4,12.5,NA,NA,f,4,NA,NA,12.5,20,5,No,LND-8,1,iTru5_01_D,iTru7_103_10,13-Nov-2020,Yes,,,No,,7.48,,,,
EU,Landshut,5,15,r,Landshut_5_15,19,NA,NA,f,6,NA,NA,19,13.16,11.84,Yes,LND-9,1,iTru5_01_E,iTru7_103_10,13-Nov-2020,Yes,,,No,,3.5,,,,
EU,Landshut,5,12,r,Landshut_5_12,11.4,NA,NA,c,6,NA,NA,11.4,21.93,3.07,No,LND-10,1,iTru5_01_F,iTru7_103_10,13-Nov-2020,Yes,,,No,,1.68,,,,
EU,Landshut,47,14,u,Landshut_47_14,40.75,NA,NA,e,7,NA,NA,40.75,6.13,18.87,Yes,LND-11,1,iTru5_01_G,iTru7_103_10,13-Nov-2020,Yes,,,No,,3.54,,,,
EU,Landshut,47,1,u,Landshut_47_1,27.75,NA,NA,a,7,NA,NA,27.75,9.01,15.99,Yes,LND-12,1,iTru5_01_H,iTru7_103_10,13-Nov-2020,Yes,,,No,,4.24,,,,
EU,Landshut,48,8,u,Landshut_48_8,11.9,NA,NA,e,8,NA,NA,11.9,21.01,3.99,No,LND-13,1,iTru5_01_A,iTru7_103_11,13-Nov-2020,Yes,,,No,,1.68,,,,
EU,Landshut,48,6,u,Landshut_48_6,11.4,NA,NA,d,8,NA,NA,11.4,21.93,3.07,No,LND-14,1,iTru5_01_B,iTru7_103_11,13-Nov-2020,Yes,,,No,,1.7,,,,
EU,Landshut,49,19,u,Landshut_49_19,53.75,NA,NA,d,10,NA,NA,53.75,4.65,20.35,Yes,LND-15,1,iTru5_01_C,iTru7_103_11,13-Nov-2020,Yes,,,No,,3.3,,,,
EU,Landshut,49,15,u,Landshut_49_15,20.1,NA,NA,c,10,NA,NA,20.1,12.44,12.56,Yes,LND-16,1,iTru5_01_D,iTru7_103_11,13-Nov-2020,Yes,,,No,,2.18,,,,
EU,Landshut,50,20,u,Landshut_50_20,16,NA,NA,f,11,NA,NA,16,15.62,9.38,Yes,LND-17,1,iTru5_01_E,iTru7_103_11,13-Nov-2020,Yes,,,No,,3.2,,,,
EU,Landshut,50,14,u,Landshut_50_14,15.4,NA,NA,c,11,NA,NA,15.4,16.23,8.77,Yes,LND-18,1,iTru5_01_F,iTru7_103_11,13-Nov-2020,Yes,,,No,,1.08,,,,
EU,Landshut,51,14,u,Landshut_51_14,10.3,NA,NA,f,12,NA,NA,10.3,24.27,0.73,No,LND-19,1,iTru5_01_G,iTru7_103_11,13-Nov-2020,Yes,,15-Dec-2020,No,,0.176,3.62,,,
EU,Landshut,51,8,u,Landshut_51_8,21.7,NA,NA,c,12,NA,NA,21.7,11.52,13.48,Yes,LND-20,1,iTru5_01_H,iTru7_103_11,13-Nov-2020,Yes,,,No,,2.32,,,,
EU,Linkoping,25,9,r,Linkoping_25_9,36.6,NA,NA,a,8,NA,NA,36.6,6.83,18.17,Yes,LNK-1,1,iTru5_01_A,iTru7_103_12,17-Nov-2020,Yes,,15-Dec-2020,No,,0.288,23.8,,,
EU,Linkoping,25,7,r,Linkoping_25_7,18,NA,NA,g,7,NA,NA,18,13.89,11.11,Yes,LNK-2,1,iTru5_01_B,iTru7_103_12,17-Nov-2020,Yes,,,No,,7.6,,,,
EU,Linkoping,27,8,r,Linkoping_27_8,11.2,NA,NA,a,9,NA,NA,11.2,22.32,2.68,No,LNK-3,1,iTru5_01_C,iTru7_103_12,17-Nov-2020,Yes,,,No,,2.12,,,,
EU,Linkoping,27,6,r,Linkoping_27_6,2.89,NA,28.8,g,8,b,5,28.8,8.68,16.32,Yes,LNK-4,1,iTru5_01_D,iTru7_103_12,17-Nov-2020,Yes,,,No,,3.56,,,,
EU,Linkoping,37,7,r,Linkoping_37_7,14.5,NA,NA,b,10,NA,NA,14.5,17.24,7.76,Yes,LNK-5,1,iTru5_01_E,iTru7_103_12,17-Nov-2020,Yes,,,No,,8.2,,,,
EU,Linkoping,37,6,r,Linkoping_37_6,18.3,NA,NA,a,10,NA,NA,18.3,13.66,11.34,Yes,LNK-6,1,iTru5_01_F,iTru7_103_12,17-Nov-2020,Yes,,,No,,19.7,,,,
EU,Linkoping,38,1,r,Linkoping_38_1,0,NA,20.8,f,10,h,5,20.8,12.02,12.98,Yes,LNK-7,1,iTru5_01_G,iTru7_103_12,17-Nov-2020,Yes,,,No,,7.98,,,,
EU,Linkoping,38,10,r,Linkoping_38_10,20.7,NA,NA,g,11,NA,NA,20.7,12.08,12.92,Yes,LNK-8,1,iTru5_01_H,iTru7_103_12,17-Nov-2020,Yes,,,No,,7.22,,,,
EU,Linkoping,40,1,r,Linkoping_40_1,NA,NA,44.6,NA,NA,e,6,44.6,5.61,19.39,Yes,LNK-9,1,iTru5_02_A,iTru7_101_01,17-Nov-2020,Yes,,,No,,6.08,,,,
EU,Linkoping,40,2,r,Linkoping_40_2,4.86,NA,39.4,h,11,b,6,39.4,6.35,18.65,Yes,LNK-10,1,iTru5_02_B,iTru7_101_01,17-Nov-2020,Yes,,,No,,6.26,,,,
EU,Linkoping,13,3,u,Linkoping_13_3,5.28,NA,77.4,f,3,g,2,77.4,3.23,21.77,Yes,LNK-11,1,iTru5_02_C,iTru7_101_01,17-Nov-2020,Yes,,,No,,2.86,,,,
EU,Linkoping,13,7,u,Linkoping_13_7,6.38,NA,13.8,b,4,b,3,13.8,18.12,6.88,Yes,LNK-12,1,iTru5_02_D,iTru7_101_01,17-Nov-2020,Yes,,,No,,1.47,,,,
EU,Linkoping,15,4,u,Linkoping_15_4,17.4,NA,NA,a,5,NA,NA,17.4,14.37,10.63,Yes,LNK-13,1,iTru5_02_E,iTru7_101_01,17-Nov-2020,Yes,,,No,,3.24,,,,
EU,Linkoping,15,1,u,Linkoping_15_1,10.2,NA,NA,f,4,NA,NA,10.2,24.51,0.49,No,LNK-14,1,iTru5_02_F,iTru7_101_01,17-Nov-2020,Yes,,,No,,0.974,,,,
EU,Linkoping,16,3,u,Linkoping_16_3,3.29,NA,88.2,a,6,h,3,88.2,2.83,22.17,Yes,LNK-15,1,iTru5_02_G,iTru7_101_01,17-Nov-2020,Yes,,15-Dec-2020,No,,0.436,7.74,,,
EU,Linkoping,16,1,u,Linkoping_16_1,5.3,NA,10.1,g,5,g,3,10.1,24.75,0.25,No,LNK-16,1,iTru5_02_H,iTru7_101_01,17-Nov-2020,Yes,,,No,,3.8,,,,
EU,Linkoping,5,7,u,Linkoping_5_7,21.2,NA,NA,g,1,NA,NA,21.2,11.79,13.21,Yes,LNK-17,1,iTru5_02_A,iTru7_101_02,17-Nov-2020,Yes,,,No,,3.12,,,,
EU,Linkoping,5,6,u,Linkoping_5_6,10.5,NA,NA,f,1,NA,NA,10.5,23.81,1.19,No,LNK-18,1,iTru5_02_B,iTru7_101_02,17-Nov-2020,No?,,15-Dec-2020,No,,0,6.82,,,
EU,Linkoping,8,8,u,Linkoping_8_8,11.5,NA,NA,a,3,NA,NA,11.5,21.74,3.26,No,LNK-19,1,iTru5_02_C,iTru7_101_02,17-Nov-2020,No?,,15-Dec-2020,No,,0,3.94,,,
EU,Linkoping,8,7,u,Linkoping_8_7,9.32,NA,36.6,h,2,b,2,36.6,6.83,18.17,Yes,LNK-20,1,iTru5_02_D,iTru7_101_02,17-Nov-2020,Yes,,,No,,1.65,,,,
SAM,Loja,1,19,r,Loja_1_19,NA,13.5,NA,b,2,NA,NA,13.5,18.52,6.48,Yes,LOJ-1,1,iTru5_02_E,iTru7_101_02,20-Nov-2020,Yes,,,No,,7.66,,,,
SAM,Loja,1,7,r,Loja_1_7,NA,42.8,NA,c,1,NA,NA,42.8,5.84,19.16,Yes,LOJ-2,1,iTru5_02_F,iTru7_101_02,20-Nov-2020,Yes,,,No,,10.2,,,,
SAM,Loja,2,10,r,Loja_2_10,NA,20,NA,h,2,NA,NA,20,12.5,12.5,Yes,LOJ-3,1,iTru5_02_G,iTru7_101_02,20-Nov-2020,Yes,,,No,,4.82,,,,
SAM,Loja,2,20,r,Loja_2_20,NA,46.8,NA,d,3,NA,NA,46.8,5.34,19.66,Yes,LOJ-4,1,iTru5_02_H,iTru7_101_02,20-Nov-2020,Yes,,,No,,3.04,,,,
SAM,Loja,3,5,r,Loja_3_5,NA,15.4,NA,g,3,NA,NA,15.4,16.23,8.77,Yes,LOJ-5,1,iTru5_02_A,iTru7_101_03,20-Nov-2020,Yes,,,No,,1.92,,,,
SAM,Loja,3,4,r,Loja_3_4,NA,404,NA,f,3,NA,NA,404,0.62,24.38,Yes,LOJ-6,1,iTru5_02_B,iTru7_101_03,20-Nov-2020,Yes,,,No,,7.92,,,,
SAM,Loja,3,2,r,Loja_3_2,NA,97.4,NA,e,3,NA,NA,97.4,2.57,22.43,Yes,LOJ-7,1,iTru5_02_C,iTru7_101_03,20-Nov-2020,Yes,,,No,,3.7,,,,
SAM,Loja,2,7,r,Loja_2_7,NA,32.2,NA,g,2,NA,NA,32.2,7.76,17.24,Yes,LOJ-8,1,iTru5_02_D,iTru7_101_03,20-Nov-2020,Yes,,,No,,9.96,,,,
SAM,Loja,2,6,r,Loja_2_6,NA,28.2,NA,f,2,NA,NA,28.2,8.87,16.13,Yes,LOJ-9,1,iTru5_02_E,iTru7_101_03,20-Nov-2020,Yes,,,No,,7.5,,,,
SAM,Loja,2,2,r,Loja_2_2,NA,16.2,NA,d,2,NA,NA,16.2,15.43,9.57,Yes,LOJ-10,1,iTru5_02_F,iTru7_101_03,20-Nov-2020,Yes,,,No,,2.3,,,,
SAM,Loja,36,5,u,Loja_36_5,NA,38.2,NA,c,7,NA,NA,38.2,6.54,18.46,Yes,LOJ-11,1,iTru5_02_G,iTru7_101_03,20-Nov-2020,Yes,,,No,,2.44,,,,
SAM,Loja,36,19,u,Loja_36_19,NA,23.6,NA,d,8,NA,NA,23.6,10.59,14.41,Yes,LOJ-12,1,iTru5_02_H,iTru7_101_03,20-Nov-2020,Yes,,,No,,4.94,,,,
SAM,Loja,37,15,u,Loja_37_15,NA,22.8,NA,d,9,NA,NA,22.8,10.96,14.04,Yes,LOJ-13,1,iTru5_02_A,iTru7_101_04,20-Nov-2020,Yes,,,No,,3.78,,,,
SAM,Loja,37,10,u,Loja_37_10,NA,55.8,NA,a,9,NA,NA,55.8,4.48,20.52,Yes,LOJ-14,1,iTru5_02_B,iTru7_101_04,20-Nov-2020,Yes,,,No,,1.66,,,,
SAM,Loja,38,7,u,Loja_38_7,NA,15,NA,c,10,NA,NA,15,16.67,8.33,Yes,LOJ-15,1,iTru5_02_C,iTru7_101_04,20-Nov-2020,Yes,,,No,,4.44,,,,
SAM,Loja,38,12,u,Loja_38_12,NA,34.8,NA,e,10,NA,NA,34.8,7.18,17.82,Yes,LOJ-16,1,iTru5_02_D,iTru7_101_04,20-Nov-2020,Yes,,,No,,7.94,,,,
SAM,Loja,39,9,u,Loja_39_9,NA,11.3,NA,d,11,NA,NA,11.3,22.12,2.88,No,LOJ-17,1,iTru5_02_E,iTru7_101_04,20-Nov-2020,Yes,,,No,,2.44,,,,
SAM,Loja,40,12,u,Loja_40_12,NA,25,NA,g,12,NA,NA,25,10,15,Yes,LOJ-18,1,iTru5_02_F,iTru7_101_04,20-Nov-2020,Yes,,,No,,3.18,,,,
SAM,Loja,40,7,u,Loja_40_7,NA,21,NA,e,12,NA,NA,21,11.9,13.1,Yes,LOJ-19,1,iTru5_02_G,iTru7_101_04,20-Nov-2020,Yes,,,No,,2.56,,,,
SAM,Loja,40,4,u,Loja_40_4,NA,10.3,NA,c,12,NA,NA,10.3,24.27,0.73,No,LOJ-20,1,iTru5_02_H,iTru7_101_04,20-Nov-2020,Yes,,,No,,1.38,,,,
SAM,Medellin,37,10,r,Medellin_37_10,NA,NA,15.7,NA,NA,b,9,15.7,15.92,9.08,Yes,MED-1,1,iTru5_02_A,iTru7_101_05,23-Nov-2020,Yes,,,No,,13.8,,,,
SAM,Medellin,36,1,r,Medellin_36_1,NA,NA,15.6,NA,NA,d,7,15.6,16.03,8.97,Yes,MED-2,1,iTru5_02_B,iTru7_101_05,23-Nov-2020,Yes,,,No,,9.12,,,,
SAM,Medellin,36,10,r,Medellin_36_10,NA,NA,16,NA,NA,f,7,16,15.62,9.38,Yes,MED-3,1,iTru5_02_C,iTru7_101_05,23-Nov-2020,Yes,,,No,,11.3,,,,
SAM,Medellin,36,3,r,Medellin_36_3,NA,NA,16.3,NA,NA,b,7,16.3,15.34,9.66,Yes,MED-4,1,iTru5_02_D,iTru7_101_05,23-Nov-2020,Yes,,,No,,7.32,,,,
SAM,Medellin,37,4,r,Medellin_37_4,NA,NA,17.4,NA,NA,d,8,17.4,14.37,10.63,Yes,MED-5,1,iTru5_02_E,iTru7_101_05,23-Nov-2020,Yes,,,No,,3.04,,,,
SAM,Medellin,37,11,r,Medellin_37_11,NA,NA,12.1,NA,NA,h,8,12.1,20.66,4.34,No,MED-6,1,iTru5_02_F,iTru7_101_05,23-Nov-2020,Yes,,,No,,4.64,,,,
SAM,Medellin,36,12,r,Medellin_36_12,NA,NA,23,NA,NA,g,7,23,10.87,14.13,Yes,MED-7,1,iTru5_02_G,iTru7_101_05,23-Nov-2020,Yes,,,No,,5.08,,,,
SAM,Medellin,36,9,r,Medellin_36_9,NA,NA,16,NA,NA,e,7,16,15.62,9.38,Yes,MED-8,1,iTru5_02_H,iTru7_101_05,23-Nov-2020,Yes,,,No,,10.6,,,,
SAM,Medellin,38,3,r,Medellin_38_3,NA,NA,16.2,NA,NA,f,9,16.2,15.43,9.57,Yes,MED-9,1,iTru5_02_A,iTru7_101_06,23-Nov-2020,Yes,,,No,,2.98,,,,
SAM,Medellin,36,16,r,Medellin_36_16,NA,NA,9.86,NA,NA,c,7,9.86,25,0,No,MED-10,1,iTru5_02_B,iTru7_101_06,23-Nov-2020,Yes,,,No,,7.28,,,,
SAM,Medellin,4,10,u,Medellin_4_10,NA,NA,11.8,NA,NA,f,5,11.8,21.19,3.81,No,MED-11,1,iTru5_02_C,iTru7_101_06,23-Nov-2020,Yes,,,No,,2.58,,,,
SAM,Medellin,2,8,u,Medellin_2_8,NA,NA,22.2,NA,NA,h,2,22.2,11.26,13.74,Yes,MED-12,1,iTru5_02_D,iTru7_101_06,23-Nov-2020,Yes,,,No,,1.5,,,,
SAM,Medellin,2,9,u,Medellin_2_9,NA,NA,8.86,NA,NA,c,2,8.86,25,0,No,MED-13,1,iTru5_02_E,iTru7_101_06,23-Nov-2020,Yes,,,No,,2.24,,,,
SAM,Medellin,2,3,u,Medellin_2_3,NA,NA,6.88,NA,NA,c,3,6.88,25,0,No,MED-14,1,iTru5_02_F,iTru7_101_06,23-Nov-2020,Yes,,,No,,2.72,,,,
SAM,Medellin,1,8,u,Medellin_1_8,NA,NA,6.7,NA,NA,h,1,6.7,25,0,No,MED-15,1,iTru5_02_G,iTru7_101_06,23-Nov-2020,Yes,,15-Dec-2020,No,,0.6,3,,,
SAM,Medellin,1,17,u,Medellin_1_17,NA,NA,6.62,NA,NA,f,1,6.62,25,0,No,MED-16,1,iTru5_02_H,iTru7_101_06,23-Nov-2020,Yes,,,No,,7.14,,,,
SAM,Medellin,2,19,u,Medellin_2_19,NA,NA,6,NA,NA,g,2,6,25,0,No,MED-17,1,iTru5_02_A,iTru7_101_07,23-Nov-2020,Yes,,,No,,2.18,,,,
SAM,Medellin,3,2,u,Medellin_3_2,NA,NA,5.78,NA,NA,f,3,5.78,25,0,No,MED-18,1,iTru5_02_B,iTru7_101_07,23-Nov-2020,Yes,,,No,,3.6,,,,
SAM,Medellin,5,2,u,Medellin_5_2,NA,NA,5.32,NA,NA,a,6,5.32,25,0,No,MED-19,1,iTru5_02_C,iTru7_101_07,23-Nov-2020,Yes,,,No,,1.13,,,,
SAM,Medellin,4,6,u,Medellin_4_6,NA,NA,5,NA,NA,c,5,5,25,0,No,MED-20,1,iTru5_02_D,iTru7_101_07,23-Nov-2020,Yes,,,No,,2.56,,,,
OCE,Melbourne,2,3,r,Melbourne_2_3,11.3,NA,0,c,3,g,1,11.3,22.12,2.88,No,MEL-1,1,iTru5_02_E,iTru7_101_07,24-Nov-2020,Yes,,,No,,0.968,,,,
OCE,Melbourne,6,19,r,Melbourne_6_19,33.6,NA,NA,f,5,NA,NA,33.6,7.44,17.56,Yes,MEL-2,1,iTru5_02_F,iTru7_101_07,24-Nov-2020,Yes,,,No,,3.98,,,,
OCE,Melbourne,6,11,r,Melbourne_6_11,10.6,NA,NA,f,4,NA,NA,10.6,23.58,1.42,No,MEL-3,1,iTru5_02_G,iTru7_101_07,24-Nov-2020,Yes,,,No,,1.22,,,,
OCE,Melbourne,5,11,r,Melbourne_5_11,2.9,NA,12.1,e,4,e,2,12.1,20.66,4.34,No,MEL-4,1,iTru5_02_H,iTru7_101_07,24-Nov-2020,Yes,,15-Dec-2020,Yes - elute in 5ul,,0.162,0.23,0.726,,
OCE,Melbourne,2,13,r,Melbourne_2_13,2,NA,21.6,h,2,b,2,21.6,11.57,13.43,Yes,MEL-5,1,iTru5_02_A,iTru7_101_08,24-Nov-2020,Yes,,,No,,1.3,,,,
OCE,Melbourne,2,2,r,Melbourne_2_2,13.4,NA,91,b,3,f,1,91,2.75,22.25,Yes,MEL-6,1,iTru5_02_B,iTru7_101_08,24-Nov-2020,Yes,,,No,,1.72,,,,
OCE,Melbourne,5,8,r,Melbourne_5_8,9.98,NA,2.56,f,3,d,2,9.98,25,0,No,MEL-7,1,iTru5_02_C,iTru7_101_08,24-Nov-2020,Yes,,,No,,2.88,,,,
OCE,Melbourne,6,17,r,Melbourne_6_17,9.9,NA,4.18,d,5,c,3,9.9,25,0,No,MEL-8,1,iTru5_02_D,iTru7_101_08,24-Nov-2020,Yes,,,No,,2.46,,,,
OCE,Melbourne,5,13,r,Melbourne_5_13,9.6,NA,NA,d,4,NA,NA,9.6,25,0,No,MEL-9,1,iTru5_02_E,iTru7_101_08,24-Nov-2020,Yes,,,No,,5.94,,,,
OCE,Melbourne,5,19,r,Melbourne_5_19,8.7,NA,NA,e,3,NA,NA,8.7,25,0,No,MEL-10,1,iTru5_02_F,iTru7_101_08,24-Nov-2020,Yes,,,No,,3.92,,,,
OCE,Melbourne,25,14,u,Melbourne_25_14,26.4,NA,NA,b,8,NA,NA,26.4,9.47,15.53,Yes,MEL-11,1,iTru5_02_G,iTru7_101_08,24-Nov-2020,Yes,,,No,,2.42,,,,
OCE,Melbourne,25,6,u,Melbourne_25_6,3.88,NA,10.4,a,8,b,4,10.4,24.04,0.96,No,MEL-12,1,iTru5_02_H,iTru7_101_08,24-Nov-2020,Yes,,,No,,2.42,,,,
OCE,Melbourne,29,2,u,Melbourne_29_2,12.4,NA,13.7,d,9,c,5,13.7,18.25,6.75,Yes,MEL-13,1,iTru5_02_A,iTru7_101_09,24-Nov-2020,Yes,,,No,,2.62,,,,
OCE,Melbourne,29,4,u,Melbourne_29_4,9.5,NA,23.6,h,9,d,5,23.6,10.59,14.41,Yes,MEL-14,1,iTru5_02_B,iTru7_101_09,24-Nov-2020,Yes,,,No,,3.02,,,,
