continent,name,city,row,column,pop,individual,site,original comments,Qubit_ng.ul Ext 1,Number that need to be rextracted:,,Qubit_ng.ul Ext 2 (SK),
EU,Reading,RDG,c,12,43,5,r,used all tissue,1.09,,,,
EU,Reading,RDG,d,12,43,10,r,,25.4,,,,
EU,Reading,RDG,e,12,43,11,r,,1.02,,,,
EU,Reading,RDG,f,12,43,3,r,,3.58,,,,
EU,Reading,RDG,g,12,43,4,r,,0,,,,
EU,Reading,RDG,h,12,43,6,r,left off 43.14,2.85,,,,
NAM,Memphis,MEM,a,1,1,1,u,looks like enough dna left for 1 xtraction,6.57,75,,,
NAM,Memphis,MEM,b,1,1,14,u,,12.3,,,,
NAM,Memphis,MEM,c,1,1,9,u,,6.71,,,,
NAM,Memphis,MEM,d,1,1,7,u,,11.7,,,,
NAM,Memphis,MEM,e,1,1,2,u,,21.7,,,,
NAM,Memphis,MEM,f,1,1,11,u,,11.7,,,,
NAM,Memphis,MEM,g,1,1,4,u,,17.4,,,,
NAM,Memphis,MEM,h,1,1,13,u,,12.6,,,,
NAM,Memphis,MEM,a,2,1,8,u,,16.5,,,,
NAM,Memphis,MEM,b,2,1,20,u,,7.24,,,,
NAM,Memphis,MEM,c,2,2,2,u,,7.46,,,,
NAM,Memphis,MEM,d,2,2,20,u,,13.5,,,,
NAM,Memphis,MEM,e,2,2,3,u,,6.27,,,,
NAM,Memphis,MEM,f,2,2,7,u,,16.3,,,,
NAM,Memphis,MEM,g,2,2,6,u,,5.95,,,,
NAM,Memphis,MEM,h,2,2,12,u,,6.68,,,,
NAM,Memphis,MEM,a,3,2,11,u,,13.9,,,,
NAM,Memphis,MEM,b,3,2,4,u,,7.99,,,,
NAM,Memphis,MEM,c,3,2,15,u,,7.11,,,,
NAM,Memphis,MEM,d,3,2,1,u,,10.3,,,,
NAM,Memphis,MEM,e,3,3,1,u,,8.29,,,,
NAM,Memphis,MEM,f,3,3,2,u,,9.37,,,,
NAM,Memphis,MEM,g,3,3,5,u,,5.73,,,,
NAM,Memphis,MEM,h,3,3,6,u,,6.96,,,,
NAM,Memphis,MEM,a,4,3,10,u,,11.2,,,,
NAM,Memphis,MEM,b,4,3,9,u,,8.43,,,,
NAM,Memphis,MEM,c,4,3,12,u,,6.88,,,,
NAM,Memphis,MEM,d,4,3,15,u,,9.35,,,,
NAM,Memphis,MEM,e,4,3,17,u,,8.12,,,,
NAM,Memphis,MEM,f,4,3,18,u,,9.21,,,,
NAM,Memphis,MEM,g,4,4,17,u,,10.1,,,,
NAM,Memphis,MEM,h,4,4,18,u,,4.66,,,,
NAM,Memphis,MEM,a,5,4,16,u,,6.16,,,,
NAM,Memphis,MEM,b,5,4,13,u,,8.34,,,,
NAM,Memphis,MEM,c,5,4,10,u,,22.2,,,,
NAM,Memphis,MEM,d,5,4,6,u,,9.21,,,,
NAM,Memphis,MEM,e,5,4,5,u,,17.2,,,,
NAM,Memphis,MEM,f,5,4,3,u,,8.75,,,,
NAM,Memphis,MEM,g,5,4,1,u,1 ind. left off for pop 4,4.82,,,,
NAM,Memphis,MEM,h,5,5,4,u,,2.86,,,,
NAM,Memphis,MEM,a,6,5,19,u,,4.47,,,,
NAM,Memphis,MEM,b,6,5,8,u,,9.79,,,,
NAM,Memphis,MEM,c,6,5,10,u,,5.44,,,,
NAM,Memphis,MEM,d,6,5,12,u,,11.2,,,,
NAM,Memphis,MEM,e,6,5,14,u,,12.1,,,,
NAM,Memphis,MEM,f,6,5,16,u,,6.28,,,,
NAM,Memphis,MEM,g,6,5,18,u,1 ind. left off pop 5,11.9,,,,
NAM,Memphis,MEM,h,6,5,20,u,,9.41,,,,
NAM,Memphis,MEM,a,7,43,13,r,,4.89,,,,
NAM,Memphis,MEM,b,7,43,11,r,,2.92,,,,
NAM,Memphis,MEM,c,7,43,3,r,,4.42,,,,
NAM,Memphis,MEM,d,7,43,2,r,,9.12,,,,
NAM,Memphis,MEM,e,7,43,6,r,,5.62,,,,
NAM,Memphis,MEM,f,7,43,5,r,,6.58,,,,
NAM,Memphis,MEM,g,7,43,8,r,,8.85,,,,
NAM,Memphis,MEM,h,7,43,10,r,,6.71,,,,
NAM,Memphis,MEM,a,8,43,12,r,,4.61,,,,
NAM,Memphis,MEM,b,8,43,14,r,,3.39,,,,
NAM,Memphis,MEM,c,8,44,2,r,,5.84,,,,
NAM,Memphis,MEM,d,8,44,3,r,,7.66,,,,
NAM,Memphis,MEM,e,8,44,5,r,,3.46,,,,
NAM,Memphis,MEM,f,8,44,7,r,,8.75,,,,
NAM,Memphis,MEM,g,8,44,6,r,,2.88,,,,
NAM,Memphis,MEM,h,8,44,9,r,,7.73,,,,
NAM,Memphis,MEM,a,9,44,12,r,,NA,,"qubit below 10, I just wrote 7",,
NAM,Memphis,MEM,b,9,44,14,r,,NA,,,,
NAM,Memphis,MEM,c,9,44,16,r,,NA,,,,
NAM,Memphis,MEM,d,9,44,18,r,,NA,,,,
NAM,Memphis,MEM,e,9,45,11,r,,NA,,,,
NAM,Memphis,MEM,f,9,45,9,r,,NA,,,,
NAM,Memphis,MEM,g,9,45,2,r,,NA,,,,
NAM,Memphis,MEM,h,9,45,3,r,,NA,,,,
NAM,Memphis,MEM,a,10,45,5,r,,NA,,,,
NAM,Memphis,MEM,b,10,45,6,r,,NA,,,,
NAM,Memphis,MEM,c,10,45,8,r,,NA,,,,
NAM,Memphis,MEM,d,10,45,10,r,,NA,,,,
NAM,Memphis,MEM,e,10,45,12,r,,11,,,,
NAM,Memphis,MEM,f,10,45,14,r,,17,,,,
NAM,Memphis,MEM,g,10,46,1,r,,NA,,,,
NAM,Memphis,MEM,h,10,46,2,r,,NA,,,,
NAM,Memphis,MEM,a,11,46,4,r,,NA,,,,
NAM,Memphis,MEM,b,11,46,6,r,,NA,,,,
NAM,Memphis,MEM,c,11,46,8,r,,NA,,,,
NAM,Memphis,MEM,d,11,46,10,r,,NA,,,,
NAM,Memphis,MEM,e,11,46,12,r,,NA,,,,
NAM,Memphis,MEM,f,11,46,15,r,,NA,,,,
NAM,Memphis,MEM,g,11,46,17,r,,NA,,,,
NAM,Memphis,MEM,h,11,47,1,r,,14,,,,
NAM,Memphis,MEM,a,12,47,2,r,,NA,,,,
NAM,Memphis,MEM,b,12,47,3,r,,NA,,,,
NAM,Memphis,MEM,c,12,47,5,r,,NA,,,,
NAM,Memphis,MEM,d,12,47,6,r,,NA,,,,
NAM,Memphis,MEM,e,12,47,8,r,,NA,,,,
NAM,Memphis,MEM,f,12,47,9,r,,NA,,,,
NAM,Memphis,MEM,g,12,,,r,,NA,,,,
NAM,Memphis,MEM,h,12,,,r,,NA,,,,
NAM,Albuquerque,ALBQ,a,1,1,19,u,enough dna for 1 more xtraction,6.78,9,54,,
NAM,Albuquerque,ALBQ,b,1,1,13,u,,15.8,,,,
NAM,Albuquerque,ALBQ,c,1,1,10,u,,8.29,,,,
NAM,Albuquerque,ALBQ,d,1,1,9,u,,27.6,,,,
NAM,Albuquerque,ALBQ,e,1,1,8,u,,3.32,,,,
NAM,Albuquerque,ALBQ,f,1,1,7,u,,8.05,,,,
NAM,Albuquerque,ALBQ,g,1,1,5,u,,22.6,,,,
NAM,Albuquerque,ALBQ,h,1,1,4,u,,15.3,,,,
NAM,Albuquerque,ALBQ,a,2,1,3,u,,6.68,,,,
NAM,Albuquerque,ALBQ,b,2,2,14,u,,8.28,,,,
NAM,Albuquerque,ALBQ,c,2,2,13,u,,9.97,,,,
NAM,Albuquerque,ALBQ,d,2,2,12,u,,1.18,,,,
NAM,Albuquerque,ALBQ,e,2,2,8,u,,0,,,,
NAM,Albuquerque,ALBQ,f,2,2,7,u,,0,,,,
NAM,Albuquerque,ALBQ,g,2,2,6,u,,0,,,,
NAM,Albuquerque,ALBQ,h,2,2,3,u,,3.97,,,,
NAM,Albuquerque,ALBQ,a,3,2,1,u,,0,,,,
NAM,Albuquerque,ALBQ,b,3,2,15,u,,0,,,,
NAM,Albuquerque,ALBQ,c,3,2,19,u,,2.49,,,,
NAM,Albuquerque,ALBQ,d,3,3,1,u,,0,,,,
NAM,Albuquerque,ALBQ,e,3,3,2,u,,0,,,,
NAM,Albuquerque,ALBQ,f,3,3,7,u,,0,,,,
NAM,Albuquerque,ALBQ,g,3,3,8,u,,1.97,,,,
NAM,Albuquerque,ALBQ,h,3,3,9,u,,0,,,,
NAM,Albuquerque,ALBQ,a,4,3,10,u,,2.04,,,,
NAM,Albuquerque,ALBQ,b,4,3,11,u,,0,,,,
NAM,Albuquerque,ALBQ,c,4,3,12,u,,8.19,,,,
NAM,Albuquerque,ALBQ,d,4,3,14,u,,0,,,,
NAM,Albuquerque,ALBQ,e,4,3,16,u,,0,,,,
NAM,Albuquerque,ALBQ,f,4,14,1,u,,0,,,,
NAM,Albuquerque,ALBQ,g,4,14,3,u,,0,,,,
NAM,Albuquerque,ALBQ,h,4,14,4,u,,0,,,,
NAM,Albuquerque,ALBQ,a,5,14,5,u,,1.55,,,,
NAM,Albuquerque,ALBQ,b,5,14,7,u,,1.67,,,,
NAM,Albuquerque,ALBQ,c,5,14,8,u,,6.73,,,,
NAM,Albuquerque,ALBQ,d,5,14,10,u,,0,,,,
NAM,Albuquerque,ALBQ,e,5,14,14,u,,0,,,,
NAM,Albuquerque,ALBQ,f,5,14,17,u,,0,,,,
NAM,Albuquerque,ALBQ,g,5,14,18,u,,1.11,,,,
NAM,Albuquerque,ALBQ,h,5,15,1,u,,0,,,,
NAM,Albuquerque,ALBQ,a,6,15,2,u,,0,,,,
NAM,Albuquerque,ALBQ,b,6,15,4,u,,17.5,,,,
NAM,Albuquerque,ALBQ,c,6,15,5,u,,1.42,,,,
NAM,Albuquerque,ALBQ,d,6,15,8,u,,0,,,,
NAM,Albuquerque,ALBQ,e,6,15,9,u,,1.56,,,,
NAM,Albuquerque,ALBQ,f,6,15,10,u,,1.19,,,,
NAM,Albuquerque,ALBQ,g,6,15,11,u,,2.85,,,,
NAM,Albuquerque,ALBQ,h,6,15,7,u,,0,,,,
NAM,Albuquerque,ALBQ,a,7,29,1,r,,1.16,,,,
NAM,Albuquerque,ALBQ,b,7,29,2,r,,0,,,,
NAM,Albuquerque,ALBQ,c,7,29,5,r,,6.45,,,,
NAM,Albuquerque,ALBQ,d,7,29,6,r,,2.06,,,,
NAM,Albuquerque,ALBQ,e,7,29,7,r,,20.4,,,,
NAM,Albuquerque,ALBQ,f,7,29,8,r,,1.33,,,,
NAM,Albuquerque,ALBQ,g,7,29,9,r,,0,,,,
NAM,Albuquerque,ALBQ,h,7,29,12,r,,1.26,,,,
NAM,Albuquerque,ALBQ,a,8,29,13,r,,2.5,,,,
NAM,Albuquerque,ALBQ,b,8,32,1,r,,3.09,,,,
NAM,Albuquerque,ALBQ,c,8,32,3,r,,4.21,,,,
NAM,Albuquerque,ALBQ,d,8,32,7,r,,8.89,,,,
NAM,Albuquerque,ALBQ,e,8,32,8,r,,0,,,,
NAM,Albuquerque,ALBQ,f,8,32,9,r,,7.03,,,,
NAM,Albuquerque,ALBQ,g,8,32,10,r,,7.2,,,,
NAM,Albuquerque,ALBQ,h,8,32,11,r,,2.12,,,,
NAM,Albuquerque,ALBQ,a,9,32,12,r,,5.47,,,,
NAM,Albuquerque,ALBQ,b,9,32,13,r,,30.8,,,,
NAM,Albuquerque,ALBQ,c,9,32,14,r,,12.9,,,,
NAM,Albuquerque,ALBQ,d,9,33,1,r,,22.5,,,,
NAM,Albuquerque,ALBQ,e,9,33,2,r,,7.03,,,,
NAM,Albuquerque,ALBQ,f,9,33,4,r,,26.3,,,,
NAM,Albuquerque,ALBQ,g,9,33,6,r,,3.93,,,,
NAM,Albuquerque,ALBQ,h,9,33,7,r,,14,,,,
NAM,Albuquerque,ALBQ,a,10,33,9,r,,4.13,,,,
NAM,Albuquerque,ALBQ,b,10,33,10,r,,6.73,,,,
NAM,Albuquerque,ALBQ,c,10,33,11,r,,9.94,,,,
NAM,Albuquerque,ALBQ,d,10,33,12,r,,3.7,,,,
NAM,Albuquerque,ALBQ,e,10,33,14,r,,44.3,,,,
NAM,Albuquerque,ALBQ,f,10,35,8,r,,2.51,,,,
NAM,Albuquerque,ALBQ,g,10,35,3,r,,3.16,,,,
NAM,Albuquerque,ALBQ,h,10,35,4,r,,5.07,,,,
NAM,Albuquerque,ALBQ,a,11,35,12,r,,4.23,,,,
NAM,Albuquerque,ALBQ,b,11,35,9,r,,19.6,,,,
NAM,Albuquerque,ALBQ,c,11,35,7,r,,4.07,,,,
NAM,Albuquerque,ALBQ,d,11,35,5,r,,4.11,,,,
NAM,Albuquerque,ALBQ,e,11,35,10,r,,5.05,,,,
NAM,Albuquerque,ALBQ,f,11,35,11,r,,2.85,,,,
NAM,Albuquerque,ALBQ,g,11,36,2,r,,4.02,,,,
NAM,Albuquerque,ALBQ,h,11,36,9,r,,13.9,,,,
NAM,Albuquerque,ALBQ,a,12,36,3,r,,4.14,,,,
NAM,Albuquerque,ALBQ,b,12,36,11,r,,9.26,,,,
NAM,Albuquerque,ALBQ,c,12,36,7,r,,21.5,,,,
NAM,Albuquerque,ALBQ,d,12,36,13,r,,6.3,,,,
NAM,Albuquerque,ALBQ,e,12,36,12,r,Was duplicated as 36_9,10.5,,,,
NAM,Albuquerque,ALBQ,f,12,36,10,r,,3.44,,,,
NAM,Albuquerque,ALBQ,g,12,36,1,r,,3.04,,,,
NAM,Albuquerque,ALBQ,h,12,36,6,r,,14.1,,,,
NAM,Athens,ATH,a,1,6,3,u,good amount of tissue left,0,66,,,
NAM,Athens,ATH,b,1,6,13,u,,1.46,,,,
NAM,Athens,ATH,c,1,6,16,u,,9.92,,,,
NAM,Athens,ATH,d,1,6,17,u,,1.31,,,,
NAM,Athens,ATH,e,1,6,10,u,,12.7,,,,
NAM,Athens,ATH,f,1,6,6,u,,9.21,,,,
NAM,Athens,ATH,g,1,6,19,u,,3.1,,,,
NAM,Athens,ATH,h,1,6,4,u,,1.21,,,,
NAM,Athens,ATH,a,2,6,5,u,,1.6,,,,
NAM,Athens,ATH,b,2,6,1,u,,4.41,,,,
NAM,Athens,ATH,c,2,7,13,u,,6.35,,,,
NAM,Athens,ATH,d,2,7,5,u,,10.2,,,,
NAM,Athens,ATH,e,2,7,6,u,,16.9,,,,
NAM,Athens,ATH,f,2,7,14,u,did not use 7.12,14.3,,,,
NAM,Athens,ATH,g,2,7,3,u,,11.4,,,,
NAM,Athens,ATH,h,2,7,18,u,,1.13,,,,
NAM,Athens,ATH,a,3,7,4,u,,5.13,,,,
NAM,Athens,ATH,b,3,7,20,u,,7.23,,,,
NAM,Athens,ATH,c,3,8,16,u,,1.66,,,,
NAM,Athens,ATH,d,3,8,9,u,,0,,,,
NAM,Athens,ATH,e,3,8,5,u,,0,,,,
NAM,Athens,ATH,f,3,8,7,u,,2.35,,,,
NAM,Athens,ATH,g,3,7,19,u,**accidently missed this 7 earlier**,7.4,,,,
NAM,Athens,ATH,h,3,8,20,u,,2.19,,,,
NAM,Athens,ATH,a,4,8,3,u,,4.21,,,,
NAM,Athens,ATH,b,4,8,19,u,,7.09,,,,
NAM,Athens,ATH,c,4,8,4,u,,2.65,,,,
NAM,Athens,ATH,d,4,8,18,u,,29.9,,,,
NAM,Athens,ATH,e,4,8,2,u,,2.44,,,,
NAM,Athens,ATH,f,4,9,15,u,,9.8,,,,
NAM,Athens,ATH,g,4,9,18,u,,2.85,,,,
NAM,Athens,ATH,h,4,9,7,u,did not use 9.16,4.6,,,,
NAM,Athens,ATH,a,5,9,20,u,,5.52,,,,
NAM,Athens,ATH,b,5,9,5,u,,8.57,,,,
NAM,Athens,ATH,c,5,9,2,u,,5.14,,,,
NAM,Athens,ATH,d,5,9,12,u,,0,,,,
NAM,Athens,ATH,e,5,9,19,u,,3.16,,,,
NAM,Athens,ATH,f,5,9,3,u,,9.98,,,,
NAM,Athens,ATH,g,5,10,13,u,,3.36,,,,
NAM,Athens,ATH,h,5,10,4,u,,4.74,,,,
NAM,Athens,ATH,a,6,10,17,u,,2.79,,,,
NAM,Athens,ATH,b,6,10,5,u,,4.37,,,,
NAM,Athens,ATH,c,6,10,16,u,,5.12,,,,
NAM,Athens,ATH,d,6,10,15,u,,7.66,,,,
NAM,Athens,ATH,e,6,10,2,u,,4.66,,,,
NAM,Athens,ATH,f,6,10,14,u,,4.21,,,,
NAM,Athens,ATH,g,6,10,3,u,,11.7,,,,
NAM,Athens,ATH,h,6,10,8,u,,11.7,,,,
NAM,Athens,ATH,a,7,21,14,r,,12.2,,,,
NAM,Athens,ATH,b,7,21,8,r,,5.79,,,,
NAM,Athens,ATH,c,7,21,18,r,,4.75,,,,
NAM,Athens,ATH,d,7,21,7,r,,5.49,,,,
NAM,Athens,ATH,e,7,21,17,r,,3.41,,,,
NAM,Athens,ATH,f,7,21,6,r,did not use 21.20,4.36,,,,
NAM,Athens,ATH,g,7,21,5,r,,3.04,,,,
NAM,Athens,ATH,h,7,21,3,r,,17.6,,,,
NAM,Athens,ATH,a,8,21,9,r,,30.4,,,,
NAM,Athens,ATH,b,8,22,14,r,,4.61,,,,
NAM,Athens,ATH,c,8,22,16,r,,2.96,,,,
NAM,Athens,ATH,d,8,22,13,r,,52.6,,,,
NAM,Athens,ATH,e,8,22,15,r,,4.64,,,,
NAM,Athens,ATH,f,8,22,3,r,,15.1,,,,
NAM,Athens,ATH,g,8,22,10,r,,10.5,,,,
NAM,Athens,ATH,h,8,22,17,r,,9.29,,,,
NAM,Athens,ATH,a,9,23,6,r,,5.83,,,,
NAM,Athens,ATH,b,9,23,12,r,,3.79,,,,
NAM,Athens,ATH,c,9,23,5,r,,10.3,,,,
NAM,Athens,ATH,d,9,22,6,r,"**accidently started putting 23 without putting all 22, all is labelled**",10.6,,,,
NAM,Athens,ATH,e,9,22,19,r,,6.86,,,,
NAM,Athens,ATH,f,9,22,4,r,,10.9,,,,
NAM,Athens,ATH,g,9,23,18,r,,45.8,,,,
NAM,Athens,ATH,h,9,23,11,r,,7.58,,,,
NAM,Athens,ATH,a,10,23,14,r,did not use 23.19,8.47,,,,
NAM,Athens,ATH,b,10,23,15,r,,16.9,,,,
NAM,Athens,ATH,c,10,23,10,r,,5,,,,
NAM,Athens,ATH,d,10,23,7,r,,11.7,,,,
NAM,Athens,ATH,e,10,24,13,r,,18.3,,,,
NAM,Athens,ATH,f,10,24,19,r,,12.9,,,,
NAM,Athens,ATH,g,10,24,18,r,,8.12,,,,
NAM,Athens,ATH,h,10,24,17,r,,18.5,,,,
NAM,Athens,ATH,a,11,24,7,r,,25.5,,,,
NAM,Athens,ATH,b,11,24,14,r,,5.64,,,,
NAM,Athens,ATH,c,11,24,4,r,,6,,,,
NAM,Athens,ATH,d,11,24,9,r,,10,,,,
NAM,Athens,ATH,e,11,24,12,r,,3.42,,,,
NAM,Athens,ATH,f,11,24,2,r,,2.85,,,,
NAM,Athens,ATH,g,11,25,2,r,,3.8,,,,
NAM,Athens,ATH,h,11,25,21,r,,4.25,,,,
NAM,Athens,ATH,a,12,25,8,r,,0,,,,
NAM,Athens,ATH,b,12,25,6,r,,3.05,,,,
NAM,Athens,ATH,c,12,25,12,r,,4.67,,,,
NAM,Athens,ATH,d,12,25,18,r,,2.97,,,,
NAM,Athens,ATH,e,12,25,3,r,,3.13,,,,
NAM,Athens,ATH,f,12,25,16,r,,2.45,,,,
NAM,Athens,ATH,g,12,25,17,r,,5.01,,,,
NAM,Athens,ATH,h,12,25,20,r,,2.35,,,,
NAM,Tampa,TPA,a,1,1,1,r,,7.13,,,,
NAM,Tampa,TPA,b,1,1,2,r,lots of tissue left,14.5,,,,
NAM,Tampa,TPA,c,1,1,3,r,,9.31,,,,
NAM,Tampa,TPA,d,1,1,4,r,,8.15,,,,
NAM,Tampa,TPA,e,1,1,6,r,,6.32,,,,
NAM,Tampa,TPA,f,1,1,8,r,,4.85,,,,
NAM,Tampa,TPA,g,1,1,9,r,,6.28,,,,
NAM,Tampa,TPA,h,1,1,11,r,,4.78,,,,
NAM,Tampa,TPA,a,2,1,13,r,,10.5,,,,
NAM,Tampa,TPA,b,2,1,14,r,,4.59,,,,
NAM,Tampa,TPA,c,2,12,1,r,,0,,,,
NAM,Tampa,TPA,d,2,12,2,r,,12.1,,,,
NAM,Tampa,TPA,e,2,12,3,r,,7.76,,,,
NAM,Tampa,TPA,f,2,12,5,r,,12.3,,,,
NAM,Tampa,TPA,g,2,12,7,r,,23.8,,,,
NAM,Tampa,TPA,h,2,12,8,r,,14.7,,,,
NAM,Tampa,TPA,a,3,12,9,r,,7.24,,,,
NAM,Tampa,TPA,b,3,12,12,r,,8.21,,,,
NAM,Tampa,TPA,c,3,12,13,r,,2.78,,,,
NAM,Tampa,TPA,d,3,13,1,r,,4.95,,,,
NAM,Tampa,TPA,e,3,13,3,r,,7.32,,,,
NAM,Tampa,TPA,f,3,13,5,r,,5.58,,,,
NAM,Tampa,TPA,g,3,13,7,r,,12.3,,,,
NAM,Tampa,TPA,h,3,13,8,r,,14.2,,,,
NAM,Tampa,TPA,a,4,13,9,r,,7.65,,,,
NAM,Tampa,TPA,b,4,13,10,r,,2.76,,,,
NAM,Tampa,TPA,c,4,13,11,r,,3.95,,,,
NAM,Tampa,TPA,d,4,13,12,r,,17.8,,,,
NAM,Tampa,TPA,e,4,13,15,r,,5.86,,,,
NAM,Tampa,TPA,f,4,14,2,r,,7.03,,,,
NAM,Tampa,TPA,g,4,14,3,r,,40.4,,,,
NAM,Tampa,TPA,h,4,14,4,r,,9.44,,,,
NAM,Tampa,TPA,a,5,14,7,r,,5.85,,,,
NAM,Tampa,TPA,b,5,14,8,r,,6.35,,,,
NAM,Tampa,TPA,c,5,14,10,r,,2.39,,,,
NAM,Tampa,TPA,d,5,14,11,r,,32.8,,,,
NAM,Tampa,TPA,e,5,14,12,r,,1.62,,,,
NAM,Tampa,TPA,f,5,14,14,r,,3.48,,,,
NAM,Tampa,TPA,g,5,14,15,r,,4.05,,,,
NAM,Tampa,TPA,h,5,15,1,r,,3.58,,,,
NAM,Tampa,TPA,a,6,15,2,r,,10.9,,,,
NAM,Tampa,TPA,b,6,15,4,r,,6.82,,,,
NAM,Tampa,TPA,c,6,15,5,r,,4.54,,,,
NAM,Tampa,TPA,d,6,15,7,r,,12.1,,,,
NAM,Tampa,TPA,e,6,15,11,r,,2.55,,,,
NAM,Tampa,TPA,f,6,15,12,r,,2.48,,,,
NAM,Tampa,TPA,g,6,15,13,r,,8.06,,,,
NAM,Tampa,TPA,h,6,15,15,r,,4.76,,,,
NAM,Tampa,TPA,a,7,3,1,u,,4.82,,,,
NAM,Tampa,TPA,b,7,3,2,u,,11,,,,
NAM,Tampa,TPA,c,7,3,5,u,,5.62,,,,
NAM,Tampa,TPA,d,7,3,6,u,,8.98,,,,
NAM,Tampa,TPA,e,7,3,7,u,,9.3,,,,
NAM,Tampa,TPA,f,7,3,8,u,,3.11,,,,
NAM,Tampa,TPA,g,7,3,9,u,,10.2,,,,
NAM,Tampa,TPA,h,7,3,10,u,,11.4,,,,
NAM,Tampa,TPA,a,8,3,12,u,,10.2,,,,
NAM,Tampa,TPA,b,8,3,13,u,,7.25,,,,
NAM,Tampa,TPA,c,8,4,3,u,,6.33,,,,
NAM,Tampa,TPA,d,8,4,5,u,,13.2,,,,
NAM,Tampa,TPA,e,8,4,6,u,,7.48,,,,
NAM,Tampa,TPA,f,8,4,7,u,,7.61,,,,
NAM,Tampa,TPA,g,8,4,8,u,,5.64,,,,
NAM,Tampa,TPA,h,8,4,10,u,,5.86,,,,
NAM,Tampa,TPA,a,9,4,11,u,,12.4,,,,
NAM,Tampa,TPA,b,9,4,13,u,,13.8,,,,
NAM,Tampa,TPA,c,9,4,14,u,,24.3,,,,
NAM,Tampa,TPA,d,9,5,1,u,,6.48,,,,
NAM,Tampa,TPA,e,9,5,2,u,,7.69,,,,
NAM,Tampa,TPA,f,9,5,3,u,,7.03,,,,
NAM,Tampa,TPA,g,9,5,6,u,,3.74,,,,
NAM,Tampa,TPA,h,9,5,7,u,,3.35,,,,
NAM,Tampa,TPA,a,10,5,9,u,,4.49,,,,
NAM,Tampa,TPA,b,10,5,10,u,,6.39,,,,
NAM,Tampa,TPA,c,10,5,11,u,,15,,,,
NAM,Tampa,TPA,d,10,5,12,u,,5.18,,,,
NAM,Tampa,TPA,e,10,5,13,u,,2.14,,,,
NAM,Tampa,TPA,f,10,6,1,u,,5.84,,,,
NAM,Tampa,TPA,g,10,6,2,u,,7.99,,,,
NAM,Tampa,TPA,h,10,6,4,u,,13.1,,,,
NAM,Tampa,TPA,a,11,6,6,u,,23.4,,,,
NAM,Tampa,TPA,b,11,6,8,u,,4.06,,,,
NAM,Tampa,TPA,c,11,6,12,u,,6.58,,,,
NAM,Tampa,TPA,d,11,6,13,u,,7.38,,,,
NAM,Tampa,TPA,e,11,6,14,u,,5.73,,,,
NAM,Tampa,TPA,f,11,6,16,u,,11.1,,,,
NAM,Tampa,TPA,g,11,7,1,u,,9.49,,,,
NAM,Tampa,TPA,h,11,7,2,u,,3.98,,,,
NAM,Tampa,TPA,a,12,7,6,u,,8.77,,,,
NAM,Tampa,TPA,b,12,7,7,u,,5.82,,,,
NAM,Tampa,TPA,c,12,7,8,u,,39.2,,,,
NAM,Tampa,TPA,d,12,7,10,u,,6.54,,,,
NAM,Tampa,TPA,e,12,7,12,u,,13.3,,,,
NAM,Tampa,TPA,f,12,7,13,u,,10.9,,,,
NAM,Tampa,TPA,g,12,7,14,u,,8.98,,,,
NAM,Tampa,TPA,h,12,7,15,u,,3.31,,,,
NAM,"Edmonton, AB",YEG,a,1,1,1,u,YEG tissue is beautiful and crispy,3.79,,,,
NAM,"Edmonton, AB",YEG,b,1,1,2,u,good tissue left,3.96,,,,
NAM,"Edmonton, AB",YEG,c,1,1,4,u,,15.3,,,,
NAM,"Edmonton, AB",YEG,d,1,1,5,u,,11.1,,,,
NAM,"Edmonton, AB",YEG,e,1,1,7,u,,2.3,,,,
NAM,"Edmonton, AB",YEG,f,1,1,8,u,,5.16,,,,
NAM,"Edmonton, AB",YEG,g,1,1,10,u,,3.32,,,,
NAM,"Edmonton, AB",YEG,h,1,1,12,u,,6.67,,,,
NAM,"Edmonton, AB",YEG,a,2,1,14,u,,3.82,,,,
NAM,"Edmonton, AB",YEG,b,2,1,17,u,,6.87,,,,
NAM,"Edmonton, AB",YEG,c,2,2,1,u,,3.16,,,,
NAM,"Edmonton, AB",YEG,d,2,2,2,u,,0,,,,
NAM,"Edmonton, AB",YEG,e,2,2,3,u,,0,,,,
NAM,"Edmonton, AB",YEG,f,2,2,8,u,,4.74,,,,
NAM,"Edmonton, AB",YEG,g,2,2,9,u,,19.6,,,,
NAM,"Edmonton, AB",YEG,h,2,2,10,u,,1.67,,,,
NAM,"Edmonton, AB",YEG,a,3,2,12,u,,6.86,,,,
NAM,"Edmonton, AB",YEG,b,3,2,14,u,,5.98,,,,
NAM,"Edmonton, AB",YEG,c,3,2,15,u,,7.51,,,,
NAM,"Edmonton, AB",YEG,d,3,2,16,u,,10.4,,,,
NAM,"Edmonton, AB",YEG,e,3,3,2,u,,7.79,,,,
NAM,"Edmonton, AB",YEG,f,3,3,3,u,,6.17,,,,
NAM,"Edmonton, AB",YEG,g,3,3,4,u,,6.4,,,,
NAM,"Edmonton, AB",YEG,h,3,3,6,u,,2.56,,,,
NAM,"Edmonton, AB",YEG,a,4,3,7,u,,5.46,,,,
NAM,"Edmonton, AB",YEG,b,4,3,10,u,,21.7,,,,
NAM,"Edmonton, AB",YEG,c,4,3,11,u,,0,,,,
NAM,"Edmonton, AB",YEG,d,4,3,12,u,,1.47,,,,
NAM,"Edmonton, AB",YEG,e,4,3,14,u,,1.36,,,,
