group,continent,city,pop,individual,site,plantID,qubit_1,qubit_2,qubit_3,row_firstPlating,column_firstPlating,row_secondPlating,column_secondPlating,max_qubit,initial_vol,TE_vol,leftover,Bioruptor_label,lane,i5,i7,Date prepped,Qubit1_HS (ng/ul),Qubit2_HS (ng/ul),Qubit3_HS_reEst,Qubit_toUse,Notes
deep3,EU,Linkoping,38,2,r,Linkoping_38_2,12.9,NA,NA,g,10,NA,NA,12.9,19.38,5.62,Yes,LNK-80,2,iTru5_01_B,iTru7_103_04,27 April 2021,4.2,,,4.2,
deep3,EU,Linkoping,38,3,r,Linkoping_38_3,19.7,NA,NA,h,10,NA,NA,19.7,12.69,12.31,Yes,LNK-81,2,iTru5_01_C,iTru7_103_04,27 April 2021,6.42,,,6.42,
deep3,EU,Linkoping,38,4,r,Linkoping_38_4,27.4,NA,NA,a,11,NA,NA,27.4,9.12,15.88,Yes,LNK-82,2,iTru5_01_D,iTru7_103_04,27 April 2021,7.28,,,7.28,
deep3,EU,Linkoping,38,5,r,Linkoping_38_5,23.1,NA,NA,b,11,NA,NA,23.1,10.82,14.18,Yes,LNK-83,2,iTru5_01_E,iTru7_103_04,27 April 2021,4.88,,,4.88,
deep3,EU,Linkoping,38,6,r,Linkoping_38_6,36.1,NA,NA,c,11,NA,NA,36.1,6.93,18.07,Yes,LNK-84,2,iTru5_01_F,iTru7_103_04,27 April 2021,6.52,,,6.52,
deep3,EU,Linkoping,38,7,r,Linkoping_38_7,4.58,NA,NA,d,11,NA,NA,4.58,25,0,No,LNK-85,2,iTru5_01_G,iTru7_103_04,27 April 2021,5.52,,,5.52,
deep3,EU,Linkoping,38,8,r,Linkoping_38_8,39.4,NA,NA,e,11,NA,NA,39.4,6.35,18.65,Yes,LNK-86,2,iTru5_01_H,iTru7_103_04,27 April 2021,3.08,,,3.08,
deep3,EU,Linkoping,38,9,r,Linkoping_38_9,3.1,NA,16.7,f,11,a,6,16.7,14.97,10.03,Yes,LNK-87,2,iTru5_01_A,iTru7_103_05,27 April 2021,7.16,,,7.16,
deep3,EU,Linkoping,40,3,r,Linkoping_40_3,1.63,NA,14.5,a,12,c,6,14.5,17.24,7.76,Yes,LNK-88,2,iTru5_01_B,iTru7_103_05,27 April 2021,5.12,,,5.12,
deep3,EU,Linkoping,40,4,r,Linkoping_40_4,16.4,NA,NA,b,12,NA,NA,16.4,15.24,9.76,Yes,LNK-89,2,iTru5_01_C,iTru7_103_05,27 April 2021,7.44,,,7.44,
deep3,EU,Linkoping,40,5,r,Linkoping_40_5,11.9,NA,NA,c,12,NA,NA,11.9,21.01,3.99,No,LNK-90,2,iTru5_01_D,iTru7_103_05,27 April 2021,7.98,,,7.98,
deep3,EU,Linkoping,40,6,r,Linkoping_40_6,8.23,NA,58.4,d,12,d,6,58.4,4.28,20.72,Yes,LNK-91,2,iTru5_01_E,iTru7_103_05,27 April 2021,6.86,,,6.86,
deep3,EU,Linkoping,40,7,r,Linkoping_40_7,20.8,NA,NA,e,12,NA,NA,20.8,12.02,12.98,Yes,LNK-92,2,iTru5_01_F,iTru7_103_05,27 April 2021,7.16,,,7.16,
deep3,EU,Linkoping,40,8,r,Linkoping_40_8,15.8,NA,NA,f,12,NA,NA,15.8,15.82,9.18,Yes,LNK-93,2,iTru5_01_G,iTru7_103_05,27 April 2021,6,,,6,
deep3,EU,Linkoping,40,9,r,Linkoping_40_9,22,NA,NA,g,12,NA,NA,22,11.36,13.64,Yes,LNK-94,2,iTru5_01_H,iTru7_103_05,27 April 2021,3.26,,,3.26,
deep3,EU,Linkoping,40,10,r,Linkoping_40_10,23.1,NA,NA,h,12,NA,NA,23.1,10.82,14.18,Yes,LNK-95,2,iTru5_01_A,iTru7_103_06,27 April 2021,4.1,,,4.1,
deep3,EU,Linkoping,15,8,u,Linkoping_15_8,NA,NA,27,NA,NA,a,4,27,9.26,15.74,Yes,LNK-96,2,iTru5_01_B,iTru7_103_06,27 April 2021,8.1,,,8.1,
deep3,EU,Linkoping,27,4,r,Linkoping_27_4,NA,NA,17.2,NA,NA,c,5,17.2,14.53,10.47,Yes,LNK-97,2,iTru5_01_C,iTru7_103_06,27 April 2021,8.32,,,8.32,
deep3,SAM,Loja,1,9,r,Loja_1_9,NA,2.06,NA,d,1,NA,NA,2.06,25,0,No,LOJ-21,2,iTru5_01_D,iTru7_103_06,June 2 2021,7.49,,,7.49,
deep3,SAM,Loja,1,11,r,Loja_1_11,NA,4,NA,e,1,NA,NA,4,25,0,No,LOJ-22,2,iTru5_01_E,iTru7_103_06,June 2 2021,9.36,,,9.36,
deep3,SAM,Loja,1,16,r,Loja_1_16,NA,2.54,NA,h,1,NA,NA,2.54,25,0,No,LOJ-23,2,iTru5_01_F,iTru7_103_06,June 2 2021,6.98,,,6.98,
deep3,SAM,Loja,1,18,r,Loja_1_18,NA,3.42,NA,a,2,NA,NA,3.42,25,0,No,LOJ-24,2,iTru5_01_G,iTru7_103_06,June 2 2021,7.4,,,7.4,
deep3,SAM,Loja,2,1,r,Loja_2_1,NA,4.64,NA,c,2,NA,NA,4.64,25,0,No,LOJ-25,2,iTru5_01_H,iTru7_103_06,June 2 2021,7.32,,,7.32,
deep3,SAM,Loja,2,3,r,Loja_2_3,NA,121,NA,e,2,NA,NA,121,2.07,22.93,Yes,LOJ-26,2,iTru5_01_A,iTru7_103_07,June 2 2021,5.04,,,5.04,
deep3,SAM,Loja,2,11,r,Loja_2_11,NA,9.38,NA,a,3,NA,NA,9.38,25,0,No,LOJ-27,2,iTru5_01_B,iTru7_103_07,June 2 2021,9,,,9,
deep3,SAM,Loja,2,13,r,Loja_2_13,NA,21.4,NA,b,3,NA,NA,21.4,11.68,13.32,Yes,LOJ-28,2,iTru5_01_C,iTru7_103_07,June 2 2021,5.22,,,5.22,
deep3,SAM,Loja,3,3,r,Loja_3_3,NA,4.28,NA,h,3,NA,NA,4.28,25,0,No,LOJ-29,2,iTru5_01_D,iTru7_103_07,June 2 2021,6.62,,,6.62,
deep3,SAM,Loja,5,1,r,Loja_5_1,NA,3.78,NA,a,6,NA,NA,3.78,25,0,No,LOJ-30,2,iTru5_01_E,iTru7_103_07,June 2 2021,5.86,,,5.86,
deep3,SAM,Loja,5,3,r,Loja_5_3,NA,6.48,NA,b,6,NA,NA,6.48,25,0,No,LOJ-31,2,iTru5_01_F,iTru7_103_07,June 2 2021,7.8,,,7.8,
deep3,SAM,Loja,5,4,r,Loja_5_4,NA,3.18,NA,c,6,NA,NA,3.18,25,0,No,LOJ-32,2,iTru5_01_G,iTru7_103_07,June 2 2021,6.4,,,6.4,
deep3,SAM,Loja,5,5,r,Loja_5_5,NA,6.16,NA,d,6,NA,NA,6.16,25,0,No,LOJ-33,2,iTru5_01_H,iTru7_103_07,June 2 2021,8.38,,,8.38,
deep3,SAM,Loja,5,8,r,Loja_5_8,NA,4.04,NA,f,6,NA,NA,4.04,25,0,No,LOJ-34,2,iTru5_01_A,iTru7_103_08,June 2 2021,8.62,,,8.62,
deep3,SAM,Loja,5,10,r,Loja_5_10,NA,3.02,NA,g,6,NA,NA,3.02,25,0,No,LOJ-35,2,iTru5_01_B,iTru7_103_08,June 2 2021,6.76,,,6.76,
deep3,SAM,Loja,5,20,r,Loja_5_20,NA,5.88,NA,b,7,NA,NA,5.88,25,0,No,LOJ-36,2,iTru5_01_C,iTru7_103_08,June 2 2021,6.54,,,6.54,
deep3,SAM,Loja,36,8,u,Loja_36_8,NA,5.68,NA,e,7,NA,NA,5.68,25,0,No,LOJ-37,2,iTru5_01_D,iTru7_103_08,June 2 2021,4.5,,,4.5,
deep3,SAM,Loja,36,13,u,Loja_36_13,NA,4.26,NA,h,7,NA,NA,4.26,25,0,No,LOJ-38,2,iTru5_01_E,iTru7_103_08,June 2 2021,3.88,,,3.88,
deep3,SAM,Loja,36,16,u,Loja_36_16,NA,2.04,NA,b,8,NA,NA,2.04,25,0,No,LOJ-39,2,iTru5_01_F,iTru7_103_08,June 2 2021,1.58,,,1.58,
deep3,SAM,Loja,36,17,u,Loja_36_17,NA,6.04,NA,c,8,NA,NA,6.04,25,0,No,LOJ-40,2,iTru5_01_G,iTru7_103_08,June 2 2021,3.54,,,3.54,
deep3,SAM,Loja,37,1,u,Loja_37_1,NA,2.88,NA,e,8,NA,NA,2.88,25,0,No,LOJ-41,2,iTru5_01_H,iTru7_103_08,June 2 2021,2.14,,,2.14,
deep3,SAM,Loja,37,6,u,Loja_37_6,NA,2.28,NA,g,8,NA,NA,2.28,25,0,No,LOJ-42,2,iTru5_01_A,iTru7_103_09,June 2 2021,4.7,,,4.7,
deep3,SAM,Loja,37,11,u,Loja_37_11,NA,2.6,NA,b,9,NA,NA,2.6,25,0,No,LOJ-43,2,iTru5_01_B,iTru7_103_09,June 2 2021,6.94,,,6.94,
deep3,SAM,Loja,37,13,u,Loja_37_13,NA,7.4,NA,c,9,NA,NA,7.4,25,0,No,LOJ-44,2,iTru5_01_C,iTru7_103_09,June 2 2021,6.56,,,6.56,
deep3,SAM,Loja,37,18,u,Loja_37_18,NA,6.42,NA,e,9,NA,NA,6.42,25,0,No,LOJ-45,2,iTru5_01_D,iTru7_103_09,June 2 2021,6.22,,,6.22,
deep3,SAM,Loja,37,19,u,Loja_37_19,NA,3,NA,f,9,NA,NA,3,25,0,No,LOJ-46,2,iTru5_01_E,iTru7_103_09,June 2 2021,8.12,,,8.12,
deep3,SAM,Loja,38,6,u,Loja_38_6,NA,6.7,NA,g,9,NA,NA,6.7,25,0,No,LOJ-47,2,iTru5_01_F,iTru7_103_09,June 2 2021,4.8,,,4.8,
deep3,SAM,Loja,38,4,u,Loja_38_4,NA,2.18,NA,h,9,NA,NA,2.18,25,0,No,LOJ-48,2,iTru5_01_G,iTru7_103_09,June 2 2021,7.52,,,7.52,
deep3,SAM,Loja,38,8,u,Loja_38_8,NA,5.98,NA,d,10,NA,NA,5.98,25,0,No,LOJ-49,2,iTru5_01_H,iTru7_103_09,June 2 2021,7.12,,,7.12,
deep3,SAM,Loja,38,14,u,Loja_38_14,NA,3.22,NA,f,10,NA,NA,3.22,25,0,No,LOJ-50,2,iTru5_01_A,iTru7_103_10,June 2 2021,8.06,,,8.06,
deep3,SAM,Loja,39,13,u,Loja_39_13,NA,5.28,NA,e,11,NA,NA,5.28,25,0,No,LOJ-51,2,iTru5_01_B,iTru7_103_10,June 2 2021,8.42,,,8.42,
deep3,SAM,Loja,39,16,u,Loja_39_16,NA,5.48,NA,h,11,NA,NA,5.48,25,0,No,LOJ-52,2,iTru5_01_C,iTru7_103_10,June 2 2021,5.38,,,5.38,
deep3,SAM,Loja,40,2,u,Loja_40_2,NA,9.3,NA,b,12,NA,NA,9.3,25,0,No,LOJ-53,2,iTru5_01_D,iTru7_103_10,June 2 2021,2.7,,,2.7,
deep3,SAM,Loja,40,5,u,Loja_40_5,NA,4.64,NA,d,12,NA,NA,4.64,25,0,No,LOJ-54,2,iTru5_01_E,iTru7_103_10,June 2 2021,7.12,,,7.12,
deep3,SAM,Loja,40,11,u,Loja_40_11,NA,5.78,NA,f,12,NA,NA,5.78,25,0,No,LOJ-55,2,iTru5_01_F,iTru7_103_10,June 2 2021,6.14,,,6.14,
deep3,SAM,Loja,40,NA,u,Loja_40_NA,NA,21.2,NA,h,12,NA,NA,21.2,11.79,13.21,Yes,LOJ-56,2,iTru5_01_G,iTru7_103_10,June 2 2021,7.1,,,7.1,
deep3,SAM,Medellin,1,10,u,Medellin_1_10,NA,NA,2.1,NA,NA,b,1,2.1,25,0,No,MED-21,2,iTru5_01_H,iTru7_103_10,15 June 2021,2.12,,,2.12,
deep3,SAM,Medellin,1,4,u,Medellin_1_4,NA,NA,2,NA,NA,a,2,2,25,0,No,MED-22,2,iTru5_01_A,iTru7_103_11,15 June 2021,2.48,,,2.48,
deep3,SAM,Medellin,2,5,u,Medellin_2_5,NA,NA,2.5,NA,NA,d,2,2.5,25,0,No,MED-23,2,iTru5_01_B,iTru7_103_11,15 June 2021,3.04,,,3.04,
deep3,SAM,Medellin,2,6,u,Medellin_2_6,NA,NA,3.24,NA,NA,f,2,3.24,25,0,No,MED-24,2,iTru5_01_C,iTru7_103_11,15 June 2021,0.762,0.94,,0.94,
deep3,SAM,Medellin,2,12,u,Medellin_2_12,NA,NA,2.86,NA,NA,a,3,2.86,25,0,No,MED-25,2,iTru5_01_D,iTru7_103_11,15 June 2021,2.3,,,2.3,
deep3,SAM,Medellin,2,1,u,Medellin_2_1,NA,NA,4,NA,NA,d,3,4,25,0,No,MED-26,2,iTru5_01_E,iTru7_103_11,15 June 2021,0.636,0.68,,0.636,
deep3,SAM,Medellin,3,18,u,Medellin_3_18,NA,NA,4,NA,NA,d,4,4,25,0,No,MED-27,2,iTru5_01_F,iTru7_103_11,15 June 2021,3.3,,,3.3,
deep3,SAM,Medellin,3,19,u,Medellin_3_19,NA,NA,3,NA,NA,e,4,3,25,0,No,MED-28,2,iTru5_01_G,iTru7_103_11,15 June 2021,2.42,,,2.42,
deep3,SAM,Medellin,3,8,u,Medellin_3_8,NA,NA,4,NA,NA,f,4,4,25,0,No,MED-29,2,iTru5_01_H,iTru7_103_11,15 June 2021,4.08,,,4.08,
deep3,SAM,Medellin,4,1,u,Medellin_4_1,NA,NA,2.3,NA,NA,h,4,2.3,25,0,No,MED-30,2,iTru5_01_A,iTru7_103_12,15 June 2021,3.04,,,3.04,
deep3,SAM,Medellin,4,7,u,Medellin_4_7,NA,NA,2,NA,NA,e,5,2,25,0,No,MED-31,2,iTru5_01_B,iTru7_103_12,15 June 2021,2.28,,,2.28,
deep3,SAM,Medellin,5,5,u,Medellin_5_5,NA,NA,3.16,NA,NA,b,6,3.16,25,0,No,MED-32,2,iTru5_01_C,iTru7_103_12,15 June 2021,0.214,0.41,,0.214,
deep3,SAM,Medellin,5,7,u,Medellin_5_7,NA,NA,2,NA,NA,c,6,2,25,0,No,MED-33,2,iTru5_01_D,iTru7_103_12,15 June 2021,2.22,,,2.22,
deep3,SAM,Medellin,5,10,u,Medellin_5_10,NA,NA,4.56,NA,NA,g,6,4.56,25,0,No,MED-34,2,iTru5_01_E,iTru7_103_12,15 June 2021,1.91,,,1.91,
deep3,SAM,Medellin,36,5,r,Medellin_36_5,NA,NA,3.74,NA,NA,a,7,3.74,25,0,No,MED-35,2,iTru5_01_F,iTru7_103_12,15 June 2021,3.12,,,3.12,
deep3,SAM,Medellin,36,4,r,Medellin_36_4,NA,NA,2.9,NA,NA,h,7,2.9,25,0,No,MED-36,2,iTru5_01_G,iTru7_103_12,15 June 2021,1.61,,,1.61,
deep3,SAM,Medellin,36,6,r,Medellin_36_6,NA,NA,6.83,NA,NA,a,8,6.83,25,0,No,MED-37,2,iTru5_01_H,iTru7_103_12,15 June 2021,2.3,,,2.3,
deep3,SAM,Medellin,36,8,r,Medellin_36_8,NA,NA,2,NA,NA,b,8,2,25,0,No,MED-38,2,iTru5_02_A,iTru7_101_01,15 June 2021,7.48,,,7.48,
deep3,SAM,Medellin,37,18,r,Medellin_37_18,NA,NA,2,NA,NA,c,8,2,25,0,No,MED-39,2,iTru5_02_B,iTru7_101_01,15 June 2021,1.4,,,1.4,
deep3,SAM,Medellin,37,17,r,Medellin_37_17,NA,NA,3,NA,NA,e,8,3,25,0,No,MED-40,2,iTru5_02_C,iTru7_101_01,15 June 2021,0,0.19,,0,
deep3,SAM,Medellin,37,19,r,Medellin_37_19,NA,NA,8,NA,NA,f,8,8,25,0,No,MED-41,2,iTru5_02_D,iTru7_101_01,15 June 2021,1.33,,,1.33,
deep3,SAM,Medellin,37,15,r,Medellin_37_15,NA,NA,2.3,NA,NA,a,9,2.3,25,0,No,MED-42,2,iTru5_02_E,iTru7_101_01,15 June 2021,1.23,,,1.23,
deep3,SAM,Medellin,38,7,r,Medellin_38_7,NA,NA,3,NA,NA,a,10,3,25,0,No,MED-43,2,iTru5_02_F,iTru7_101_01,15 June 2021,2.78,,,2.78,
deep3,SAM,Medellin,38,1,r,Medellin_38_1,NA,NA,2.2,NA,NA,b,10,2.2,25,0,No,MED-44,2,iTru5_02_G,iTru7_101_01,15 June 2021,1.8,,,1.8,
deep3,SAM,Medellin,38,19,r,Medellin_38_19,NA,NA,2.7,NA,NA,c,10,2.7,25,0,No,MED-45,2,iTru5_02_H,iTru7_101_01,15 June 2021,1.1,,,1.1,
deep3,SAM,Medellin,38,14,r,Medellin_38_14,NA,NA,4.4,NA,NA,e,10,4.4,25,0,No,MED-46,2,iTru5_02_A,iTru7_101_02,15 June 2021,2.7,,,2.7,
deep3,SAM,Medellin,39,10,r,Medellin_39_10,NA,NA,4.5,NA,NA,a,11,4.5,25,0,No,MED-47,2,iTru5_02_B,iTru7_101_02,15 June 2021,1.49,3.06,,3.06,Q2 Correct indices
deep3,SAM,Medellin,39,11,r,Medellin_39_11,NA,NA,2.5,NA,NA,e,11,2.5,25,0,No,MED-48,2,iTru5_02_C,iTru7_101_02,15 June 2021,2.1,,,2.1,
deep3,SAM,Medellin,39,10,r,Medellin_39_10,NA,NA,3.5,NA,NA,f,11,3.5,25,0,No,MED-49,2,iTru5_02_D,iTru7_101_02,15 June 2021,1.32,,,1.32,
deep3,SAM,Medellin,40,16,r,Medellin_40_16,NA,NA,8.74,NA,NA,c,12,8.74,25,0,No,MED-50,2,iTru5_02_E,iTru7_101_02,15 June 2021,1.58,,,1.58,
deep3,SAM,Medellin,40,19,r,Medellin_40_19,NA,NA,3.7,NA,NA,d,12,3.7,25,0,No,MED-51,2,iTru5_02_F,iTru7_101_02,15 June 2021,2.88,,,2.88,
deep3,SAM,Medellin,40,9,r,Medellin_40_9,NA,NA,4,NA,NA,e,12,4,25,0,No,MED-52,2,iTru5_02_G,iTru7_101_02,15 June 2021,3.02,,,3.02,
deep3,SAM,Medellin,40,3,r,Medellin_40_3,NA,NA,3.46,NA,NA,f,12,3.46,25,0,No,MED-53,2,iTru5_02_H,iTru7_101_02,15 June 2021,0.626,1.21,,1.21,
deep3,OCE,Melbourne,1,9,r,Melbourne_1_9,2,NA,NA,a,1,NA,NA,2,25,0,No,MEL-21,2,iTru5_02_A,iTru7_101_03,28 April 2021,3.64,,,3.64,
deep3,OCE,Melbourne,1,12,r,Melbourne_1_12,2.14,NA,NA,h,1,NA,NA,2.14,25,0,No,MEL-22,2,iTru5_02_B,iTru7_101_03,28 April 2021,0.228,1.18,,1.18,2nd PCR run and eluted in 11 ul
deep3,OCE,Melbourne,1,10,r,Melbourne_1_10,2.84,NA,NA,a,2,NA,NA,2.84,25,0,No,MEL-23,2,iTru5_02_C,iTru7_101_03,28 April 2021,0.396,1.16,,1.16,
deep3,OCE,Melbourne,1,1,r,Melbourne_1_1,2.2,NA,3.3,b,2,a,1,3.3,25,0,No,MEL-24,2,iTru5_02_D,iTru7_101_03,28 April 2021,0.852,3.44,,3.44,
deep3,OCE,Melbourne,2,10,r,Melbourne_2_10,3.3,NA,NA,c,2,NA,NA,3.3,25,0,No,MEL-25,2,iTru5_02_E,iTru7_101_03,28 April 2021,0.45,0.61,,0.61,
deep3,OCE,Melbourne,2,7,r,Melbourne_2_7,4.76,NA,NA,d,2,NA,NA,4.76,25,0,No,MEL-26,2,iTru5_02_F,iTru7_101_03,28 April 2021,0.244,1.05,,1.05,
deep3,OCE,Melbourne,2,5,r,Melbourne_2_5,5.26,NA,5.96,e,2,h,1,5.96,25,0,No,MEL-27,2,iTru5_02_G,iTru7_101_03,28 April 2021,0.912,,,0.912,
deep3,OCE,Melbourne,2,6,r,Melbourne_2_6,3.8,NA,0,f,2,a,2,3.8,25,0,No,MEL-28,2,iTru5_02_H,iTru7_101_03,28 April 2021,0.444,0.764,,0.764,
deep3,OCE,Melbourne,2,19,r,Melbourne_2_19,3.4,NA,NA,g,2,NA,NA,3.4,25,0,No,MEL-29,2,iTru5_02_A,iTru7_101_04,28 April 2021,0.468,0.815,,0.815,
deep3,OCE,Melbourne,2,18,r,Melbourne_2_18,2,NA,NA,a,3,NA,NA,2,25,0,No,MEL-30,2,iTru5_02_B,iTru7_101_04,28 April 2021,0.116,0.614,,0.614,
deep3,OCE,Melbourne,5,17,r,Melbourne_5_17,6.46,NA,NA,d,3,NA,NA,6.46,25,0,No,MEL-31,2,iTru5_02_C,iTru7_101_04,28 April 2021,1.2,,,1.2,
deep3,OCE,Melbourne,5,16,r,Melbourne_5_16,4.02,NA,6.98,h,3,f,2,6.98,25,0,No,MEL-32,2,iTru5_02_D,iTru7_101_04,28 April 2021,3.52,,,3.52,
deep3,OCE,Melbourne,5,2,r,Melbourne_5_2,7.72,NA,NA,a,4,NA,NA,7.72,25,0,No,MEL-33,2,iTru5_02_E,iTru7_101_04,28 April 2021,0.582,2.12,,2.12,
deep3,OCE,Melbourne,5,18,r,Melbourne_5_18,3.9,NA,0,c,4,g,2,3.9,25,0,No,MEL-34,2,iTru5_02_F,iTru7_101_04,28 April 2021,0.218,1.69,,1.69,
deep3,OCE,Melbourne,6,10,r,Melbourne_6_10,7.24,NA,NA,g,4,NA,NA,7.24,25,0,No,MEL-35,2,iTru5_02_G,iTru7_101_04,28 April 2021,0.382,1.44,,1.44,
deep3,OCE,Melbourne,6,14,r,Melbourne_6_14,5.64,NA,0,h,4,a,3,5.64,25,0,No,MEL-36,2,iTru5_02_H,iTru7_101_04,28 April 2021,0.202,1.69,,1.69,
deep3,OCE,Melbourne,6,13,r,Melbourne_6_13,8.12,NA,0,a,5,h,2,8.12,25,0,No,MEL-37,2,iTru5_02_A,iTru7_101_05,28 April 2021,3.76,,,3.76,
deep3,OCE,Melbourne,6,16,r,Melbourne_6_16,3,NA,0,b,5,b,3,3,25,0,No,MEL-38,2,iTru5_02_B,iTru7_101_05,28 April 2021,2.56,,,2.56,
deep3,OCE,Melbourne,6,15,r,Melbourne_6_15,7.6,NA,NA,c,5,NA,NA,7.6,25,0,No,MEL-39,2,iTru5_02_C,iTru7_101_05,28 April 2021,1.87,,,1.87,
deep3,OCE,Melbourne,6,18,r,Melbourne_6_18,5.8,NA,0,e,5,d,3,5.8,25,0,No,MEL-40,2,iTru5_02_D,iTru7_101_05,28 April 2021,3.46,,,3.46,
deep3,OCE,Melbourne,7,1,r,Melbourne_7_1,5.8,NA,NA,g,5,NA,NA,5.8,25,0,No,MEL-41,2,iTru5_02_E,iTru7_101_05,28 April 2021,2.66,,,2.66,
deep3,OCE,Melbourne,7,15,r,Melbourne_7_15,5.22,NA,NA,h,5,NA,NA,5.22,25,0,No,MEL-42,2,iTru5_02_F,iTru7_101_05,28 April 2021,3.4,,,3.4,
deep3,OCE,Melbourne,7,3,r,Melbourne_7_3,2.2,NA,0,a,6,e,3,2.2,25,0,No,MEL-43,2,iTru5_02_G,iTru7_101_05,28 April 2021,1.29,,,1.29,
deep3,OCE,Melbourne,7,11,r,Melbourne_7_11,2,NA,NA,b,6,NA,NA,2,25,0,No,MEL-44,2,iTru5_02_H,iTru7_101_05,28 April 2021,0.148,1.21,,1.21,
deep3,OCE,Melbourne,7,7,r,Melbourne_7_7,3.2,NA,NA,c,6,NA,NA,3.2,25,0,No,MEL-45,2,iTru5_02_A,iTru7_101_06,28 April 2021,0.924,2.64,,2.64,
deep3,OCE,Melbourne,7,16,r,Melbourne_7_16,5.3,NA,NA,d,6,NA,NA,5.3,25,0,No,MEL-46,2,iTru5_02_B,iTru7_101_06,28 April 2021,1.96,,,1.96,
deep3,OCE,Melbourne,7,5,r,Melbourne_7_5,3.2,NA,NA,f,6,NA,NA,3.2,25,0,No,MEL-47,2,iTru5_02_C,iTru7_101_06,28 April 2021,2.68,,,2.68,
deep3,OCE,Melbourne,25,9,u,Melbourne_25_9,4.88,NA,10.3,a,7,e,4,10.3,24.27,0.73,No,MEL-48,2,iTru5_02_D,iTru7_101_06,28 April 2021,5.04,,,5.04,
deep3,OCE,Melbourne,25,4,u,Melbourne_25_4,2.5,NA,NA,b,7,NA,NA,2.5,25,0,No,MEL-49,2,iTru5_02_E,iTru7_101_06,28 April 2021,0.888,2.14,,2.14,
deep3,OCE,Melbourne,25,11,u,Melbourne_25_11,3,NA,NA,d,7,NA,NA,3,25,0,No,MEL-50,2,iTru5_02_F,iTru7_101_06,28 April 2021,1.25,,,1.25,
deep3,OCE,Melbourne,25,13,u,Melbourne_25_13,5.64,NA,NA,e,7,NA,NA,5.64,25,0,No,MEL-51,2,iTru5_02_G,iTru7_101_06,28 April 2021,1.1,,,1.1,
deep3,OCE,Melbourne,25,1,u,Melbourne_25_1,6.7,NA,0,f,7,c,4,6.7,25,0,No,MEL-52,2,iTru5_02_H,iTru7_101_06,28 April 2021,1.68,,,1.68,
deep3,OCE,Melbourne,25,7,u,Melbourne_25_7,2.8,NA,0,g,7,d,4,2.8,25,0,No,MEL-53,2,iTru5_02_A,iTru7_101_07,29 April 2021,4.42,,,4.42,
deep3,OCE,Melbourne,25,2,u,Melbourne_25_2,3.24,NA,NA,h,7,NA,NA,3.24,25,0,No,MEL-54,2,iTru5_02_B,iTru7_101_07,29 April 2021,3.62,,,3.62,
deep3,OCE,Melbourne,26,12,u,Melbourne_26_12,3.6,NA,NA,d,8,NA,NA,3.6,25,0,No,MEL-55,2,iTru5_02_C,iTru7_101_07,29 April 2021,5.7,,,5.7,
deep3,OCE,Melbourne,26,16,u,Melbourne_26_16,0,NA,2,e,8,b,5,2,25,0,No,MEL-56,2,iTru5_02_D,iTru7_101_07,29 April 2021,3.12,,,3.12,
deep3,OCE,Melbourne,26,2,u,Melbourne_26_2,3.24,NA,0,b,9,f,4,3.24,25,0,No,MEL-57,2,iTru5_02_E,iTru7_101_07,29 April 2021,4.4,,,4.4,
deep3,OCE,Melbourne,26,5,u,Melbourne_26_5,4.26,NA,NA,c,9,NA,NA,4.26,25,0,No,MEL-58,2,iTru5_02_F,iTru7_101_07,29 April 2021,2.86,,,2.86,
deep3,OCE,Melbourne,29,11,u,Melbourne_29_11,2.8,NA,6.3,e,9,e,5,6.3,25,0,No,MEL-59,2,iTru5_02_G,iTru7_101_07,29 April 2021,6,4.58,,4.58,
deep3,OCE,Melbourne,29,8,u,Melbourne_29_8,3.9,NA,NA,f,9,NA,NA,3.9,25,0,No,MEL-60,2,iTru5_02_H,iTru7_101_07,29 April 2021,7.02,7.8,,7.8,
deep3,OCE,Melbourne,29,3,u,Melbourne_29_3,3.9,NA,NA,g,9,NA,NA,3.9,25,0,No,MEL-61,2,iTru5_02_A,iTru7_101_08,29 April 2021,5.04,4.62,,4.62,
deep3,OCE,Melbourne,29,13,u,Melbourne_29_13,0,NA,5.58,b,10,f,5,5.58,25,0,No,MEL-62,2,iTru5_02_B,iTru7_101_08,29 April 2021,7.66,7.06,,7.06,
deep3,OCE,Melbourne,29,16,u,Melbourne_29_16,8.28,NA,NA,d,10,NA,NA,8.28,25,0,No,MEL-63,2,iTru5_02_C,iTru7_101_08,29 April 2021,6.72,5.56,,5.56,
deep3,OCE,Melbourne,29,1,u,Melbourne_29_1,2.7,NA,NA,e,10,NA,NA,2.7,25,0,No,MEL-64,2,iTru5_02_D,iTru7_101_08,29 April 2021,13.9,5.9,,5.9,
deep3,OCE,Melbourne,30,13,u,Melbourne_30_13,4.48,NA,7.64,g,10,b,6,7.64,25,0,No,MEL-65,2,iTru5_02_E,iTru7_101_08,29 April 2021,18.7,6.84,,6.84,
deep3,OCE,Melbourne,30,18,u,Melbourne_30_18,8.22,NA,6.34,a,11,d,6,8.22,25,0,No,MEL-66,2,iTru5_02_F,iTru7_101_08,29 April 2021,6.82,4.76,,4.76,
deep3,OCE,Melbourne,30,17,u,Melbourne_30_17,13.3,NA,0,c,11,c,6,13.3,18.8,6.2,Yes,MEL-67,2,iTru5_02_G,iTru7_101_08,29 April 2021,5.96,4.62,,4.62,
